ParkName,ParkCode,LocationID,PeriodID,EventID,RiffleNo,RiffleLength,Temperature,SpecificConductance,pH,DO,Turbidity,Note
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan30,2,-999.00,3.10,189.40,8.08,14.97,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan30,3,-999.00,3.30,188.60,8.28,15.59,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2015Nov23,BUFFRMINVE2015Dec17,1,-999.00,10.50,140.60,7.33,11.05,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2015Nov23,BUFFRMINVE2015Dec17,2,-999.00,10.70,141.30,7.75,11.18,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2015Nov23,BUFFRMINVE2015Dec17,3,-999.00,10.80,139.90,7.79,11.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov30,1,-999.00,11.70,223.40,7.99,9.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov30,2,-999.00,12.00,222.20,7.98,10.25,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov30,3,-999.00,12.50,219.70,7.93,10.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov21,1,-999.00,12.10,181.80,8.17,12.86,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov21,2,-999.00,12.00,181.70,8.15,12.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov21,3,-999.00,11.90,181.90,8.20,12.26,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov02,1,-999.00,13.50,238.50,7.83,10.43,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov02,2,-999.00,13.50,238.30,7.82,10.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov02,3,-999.00,13.50,238.10,7.88,10.50,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov07,1,-999.00,16.60,209.90,8.15,9.51,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov07,2,-999.00,17.10,209.80,8.13,9.57,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov07,3,-999.00,18.90,208.10,8.29,9.55,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2005NOV29,BUFFRMINVE2005DEC14,1,15.60,6.60,184.90,8.19,13.39,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2005NOV29,BUFFRMINVE2005DEC14,2,17.00,6.40,186.60,8.08,13.52,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2005NOV29,BUFFRMINVE2005DEC14,3,68.00,6.00,185.30,7.98,13.70,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2007Nov26,BUFFRMINVE2008Jan22,1,43.00,3.00,-999.00,-999.00,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2007Nov26,BUFFRMINVE2008Jan22,2,15.00,2.90,-999.00,-999.00,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2007Nov26,BUFFRMINVE2008Jan22,3,40.00,2.90,-999.00,-999.00,13.89,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,1,-999.00,6.70,125.70,7.69,13.06,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,2,-999.00,4.70,118.60,8.06,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,3,-999.00,7.50,128.10,8.22,12.77,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan21,1,-999.00,11.10,236.00,7.77,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan21,2,-999.00,11.30,234.60,8.03,14.29,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan21,3,-999.00,11.20,235.70,7.94,14.07,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2011Dec01,BUFFRMINVE2012Jan18,1,-999.00,8.20,197.40,8.38,13.65,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2011Dec01,BUFFRMINVE2012Jan18,2,-999.00,7.60,198.80,8.30,12.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2011Dec01,BUFFRMINVE2012Jan18,3,-999.00,7.50,199.10,8.28,12.72,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan31,1,-999.00,3.10,211.20,8.04,15.49,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan31,2,-999.00,3.00,211.50,8.09,15.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan31,3,-999.00,3.00,211.30,8.11,14.93,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2015Nov23,BUFFRMINVE2015Dec09,1,-999.00,8.90,207.00,8.06,12.07,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2015Nov23,BUFFRMINVE2015Dec09,2,-999.00,8.80,207.70,8.09,12.32,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2015Nov23,BUFFRMINVE2015Dec09,3,-999.00,8.70,209.10,8.17,12.36,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2017Nov15,BUFFRMINVE2017Dec08,1,-999.00,5.70,245.70,7.98,10.61,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2017Nov15,BUFFRMINVE2017Dec08,2,-999.00,5.40,245.90,7.94,11.33,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2017Nov15,BUFFRMINVE2017Dec08,3,-999.00,5.20,246.40,8.01,10.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov19,1,-999.00,10.70,188.70,8.28,12.67,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov19,2,-999.00,10.70,188.60,8.35,11.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov19,3,-999.00,10.60,186.60,8.41,12.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov01,1,-999.00,14.60,242.00,8.22,12.08,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov01,2,-999.00,14.60,241.80,8.22,12.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov01,3,-999.00,14.50,242.10,8.16,11.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov08,1,-999.00,18.20,468.30,8.10,9.16,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov08,2,-999.00,17.70,459.60,8.12,8.72,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov08,3,-999.00,17.20,465.30,8.10,8.84,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,1,-999.00,9.10,138.70,6.66,7.26,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,2,-999.00,9.10,139.30,6.58,8.47,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,3,-999.00,9.30,136.30,6.68,6.70,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,1,11.00,8.90,92.10,7.53,10.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,2,6.40,8.90,92.70,7.56,10.79,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,3,20.50,8.80,92.70,7.65,10.74,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,1,-999.00,11.90,125.10,8.53,11.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,2,-999.00,11.30,124.70,8.40,11.87,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,3,-999.00,11.00,123.80,8.28,11.81,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Dec04,1,19.50,10.50,195.50,7.66,8.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Dec04,2,7.50,8.90,192.00,7.23,9.33,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Dec04,3,18.70,9.60,156.40,7.60,10.30,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan24,1,-999.00,2.10,163.41,7.77,13.10,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan24,2,-999.00,2.20,161.70,7.75,13.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan24,3,-999.00,1.50,163.40,8.02,12.99,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2017Nov15,BUFFRMINVE2017Dec04,1,-999.00,11.40,265.90,8.16,6.44,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2017Nov15,BUFFRMINVE2017Dec04,2,-999.00,11.20,265.60,8.43,7.60,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2017Nov15,BUFFRMINVE2017Dec04,3,-999.00,10.40,267.60,8.75,8.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov04,1,-999.00,11.10,288.80,7.73,10.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov04,2,-999.00,10.90,288.10,7.69,10.29,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov04,3,-999.00,10.90,287.80,7.60,10.38,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,1,-999.00,5.70,400.00,8.08,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,2,-999.00,4.90,400.00,7.98,13.79,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,3,-999.00,4.30,400.00,7.79,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,1,8.80,8.80,228.10,7.91,9.97,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,2,8.60,8.70,227.60,7.82,10.30,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,3,5.00,8.70,230.80,7.57,9.70,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2011Dec01,BUFFRMINVE2011Dec01,1,-999.00,8.10,356.20,8.05,11.93,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2011Dec01,BUFFRMINVE2011Dec01,2,-999.00,7.90,356.00,8.02,11.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2011Dec01,BUFFRMINVE2011Dec01,3,-999.00,7.70,354.60,8.00,11.66,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,BUFFRMINVE2013Nov21,1,-999.00,11.80,307.60,8.04,11.56,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,BUFFRMINVE2013Nov21,2,-999.00,11.50,318.80,8.05,11.40,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,BUFFRMINVE2013Nov21,3,-999.00,11.40,313.60,7.84,10.01,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,1,-999.00,10.10,355.00,8.01,11.47,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,2,-999.00,9.20,357.60,7.77,11.51,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,3,-999.00,9.00,357.40,7.70,11.91,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,1,-999.00,12.30,330.90,7.97,8.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,2,-999.00,12.20,335.60,8.16,8.11,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,3,-999.00,12.10,336.80,8.50,8.12,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov04,1,-999.00,11.10,356.90,7.65,11.96,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov04,2,-999.00,11.40,356.20,7.93,-999.00,-999.00,YSI reads .22 for DO
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov04,3,-999.00,11.80,353.20,7.86,13.01,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov10,1,-999.00,13.40,337.50,8.00,11.02,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov10,2,-999.00,13.40,337.10,7.99,11.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov10,3,-999.00,13.80,335.20,8.09,11.87,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov01,1,-999.00,10.70,320.90,8.22,11.25,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov01,2,-999.00,9.70,311.60,8.09,11.29,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov01,3,-999.00,11.30,318.80,8.23,12.08,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT08,BUFFRMINVE2010Nov29,BUFFRMINVE2010Nov29,1,-999.00,10.21,414.00,8.07,9.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT08,BUFFRMINVE2010Nov29,BUFFRMINVE2010Nov29,2,-999.00,10.28,414.00,8.09,9.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT08,BUFFRMINVE2010Nov29,BUFFRMINVE2010Nov29,3,-999.00,10.14,406.00,8.11,10.11,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,1,19.00,8.00,106.10,7.64,11.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,2,20.00,8.00,105.90,7.53,12.03,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,3,8.00,8.10,106.60,7.26,12.17,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan23,1,-999.00,4.70,141.00,7.99,12.80,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan23,2,-999.00,4.50,141.00,7.97,12.85,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan23,3,-999.00,4.60,140.80,7.91,12.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov29,1,-999.00,10.60,241.40,7.64,10.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov29,2,-999.00,10.80,242.30,7.60,11.16,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov29,3,-999.00,10.00,244.70,7.59,10.01,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov09,1,-999.00,12.30,225.40,7.98,11.89,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov09,2,-999.00,12.20,225.40,7.79,12.11,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov09,3,-999.00,12.10,225.10,7.84,12.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,1,-999.00,4.10,327.00,7.94,14.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,2,-999.00,4.10,334.60,7.82,14.39,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,3,-999.00,4.30,334.90,7.67,13.78,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,1,-999.00,4.80,264.20,7.93,14.62,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,2,-999.00,5.00,263.90,8.00,14.62,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,3,-999.00,5.10,264.00,7.94,14.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,1,-999.00,7.10,171.40,8.36,13.94,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,2,-999.00,7.00,163.50,8.27,14.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,3,-999.00,7.00,168.60,8.25,13.89,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan24,1,-999.00,4.10,182.90,8.03,14.36,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan24,2,-999.00,3.80,183.00,8.14,14.15,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2013Nov21,BUFFRMINVE2014Jan24,3,-999.00,3.80,183.30,8.06,14.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,1,-999.00,10.40,217.30,7.74,11.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,2,-999.00,10.40,217.70,7.73,11.96,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,3,-999.00,10.80,217.60,7.69,11.20,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,1,-999.00,12.90,254.30,7.98,8.34,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,2,-999.00,13.10,252.00,7.90,8.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,3,-999.00,13.30,250.80,7.88,8.32,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov04,1,-999.00,13.50,203.20,7.67,12.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov04,2,-999.00,14.00,202.80,7.84,12.93,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov04,3,-999.00,14.30,203.10,7.87,13.44,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,1,-999.00,4.90,365.00,8.24,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,2,-999.00,4.38,366.00,8.23,13.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,3,-999.00,3.81,365.00,8.13,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec10,1,-999.00,8.50,303.40,8.09,12.55,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec10,2,-999.00,8.10,297.90,8.20,13.02,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec10,3,-999.00,7.80,282.20,7.91,12.35,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2011Dec01,BUFFRMINVE2011Dec01,1,-999.00,12.20,411.30,7.79,10.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2011Dec01,BUFFRMINVE2011Dec01,2,-999.00,12.20,411.70,7.86,10.08,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2011Dec01,BUFFRMINVE2011Dec01,3,-999.00,12.40,409.20,7.93,10.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,BUFFRMINVE2013Nov21,1,-999.00,12.40,389.10,8.10,10.26,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,BUFFRMINVE2013Nov21,2,-999.00,12.00,392.10,8.07,9.75,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,BUFFRMINVE2013Nov21,3,-999.00,11.80,392.60,8.16,10.66,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,1,-999.00,13.70,428.80,7.72,9.29,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,2,-999.00,13.70,428.30,7.69,9.27,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,BUFFRMINVE2015Nov23,3,-999.00,13.70,424.00,7.55,9.80,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,1,-999.00,13.10,415.80,7.78,8.08,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,2,-999.00,13.10,418.10,7.79,7.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2017Nov15,BUFFRMINVE2017Nov15,3,-999.00,13.00,416.40,7.91,8.30,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov06,1,-999.00,14.40,388.10,7.76,10.66,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov06,2,-999.00,14.30,388.20,7.69,10.62,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2019Nov04,BUFFRMINVE2019Nov06,3,-999.00,14.20,387.20,7.62,10.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov03,1,-999.00,11.50,405.80,8.08,11.33,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov03,2,-999.00,11.80,380.40,8.08,11.83,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2021Nov01,BUFFRMINVE2021Nov03,3,-999.00,11.50,404.50,7.93,10.85,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov01,1,-999.00,7.30,364.90,8.19,11.24,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,BUFFRMINVE2023Nov01,BUFFRMINVE2023Nov01,2,-999.00,7.20,364.80,8.21,12.69,-999.00,
