geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
ARPO_InvPla_24	34.025338	34.025338	-91.346688	-91.346688
ARPO_InvPla_23	34.025351	34.025351	-91.347662	-91.347662
ARPO_InvPla_51	34.022892	34.022892	-91.345761	-91.345761
ARPO_InvPla_88	34.01966	34.01966	-91.346798	-91.346798
ARPO_InvPla_16	34.026123	34.026123	-91.344724	-91.344724
ARPO_InvPla_161	33.980426	33.980426	-91.257529	-91.257529
ARPO_InvPla_92	34.018889	34.018889	-91.349736	-91.349736
ARPO_InvPla_146	33.981364	33.981364	-91.263337	-91.263337
ARPO_InvPla_78	34.020485	34.020485	-91.347756	-91.347756
ARPO_InvPla_108	34.013119	34.013119	-91.343986	-91.343986
ARPO_InvPla_80	34.020458	34.020458	-91.345808	-91.345808
ARPO_InvPla_77	34.020498	34.020498	-91.34873	-91.34873
ARPO_InvPla_15	34.026136	34.026136	-91.345698	-91.345698
ARPO_InvPla_76	34.020511	34.020511	-91.349704	-91.349704
ARPO_InvPla_67	34.021296	34.021296	-91.34774	-91.34774
ARPO_InvPla_86	34.019687	34.019687	-91.348746	-91.348746
ARPO_InvPla_68	34.021283	34.021283	-91.346766	-91.346766
ARPO_InvPla_167	33.979726	33.979726	-91.258503	-91.258503
ARPO_InvPla_166	33.979738	33.979738	-91.259477	-91.259477
ARPO_InvPla_141	33.98209	33.98209	-91.260402	-91.260402
ARPO_InvPla_69	34.021269	34.021269	-91.345792	-91.345792
ARPO_InvPla_66	34.021309	34.021309	-91.348715	-91.348715
ARPO_InvPla_94	34.018784	34.018784	-91.347806	-91.347806
ARPO_InvPla_17	34.02611	34.02611	-91.34375	-91.34375
ARPO_InvPla_93	34.018875	34.018875	-91.348762	-91.348762
ARPO_InvPla_148	33.981293	33.981293	-91.261392	-91.261392
ARPO_InvPla_14	34.026149	34.026149	-91.346672	-91.346672
ARPO_InvPla_127	33.983807	33.983807	-91.264276	-91.264276
ARPO_InvPla_126	33.984662	33.984662	-91.262382	-91.262382
ARPO_InvPla_142	33.982076	33.982076	-91.259428	-91.259428
ARPO_InvPla_143	33.982063	33.982063	-91.258455	-91.258455
ARPO_InvPla_128	33.983821	33.983821	-91.263342	-91.263342
ARPO_InvPla_165	33.979751	33.979751	-91.260695	-91.260695
ARPO_InvPla_164	33.979844	33.979844	-91.264045	-91.264045
ARPO_InvPla_22	34.025172	34.025172	-91.348637	-91.348637
ARPO_InvPla_19	34.026083	34.026083	-91.341801	-91.341801
ARPO_InvPla_168	33.979715	33.979715	-91.257539	-91.257539
ARPO_InvPla_155	33.980572	33.980572	-91.265116	-91.265116
ARPO_InvPla_150	33.981265	33.981265	-91.259445	-91.259445
ARPO_InvPla_13	34.026162	34.026162	-91.347646	-91.347646
ARPO_InvPla_25	34.025325	34.025325	-91.345714	-91.345714
ARPO_InvPla_160	33.980441	33.980441	-91.258488	-91.258488
ARPO_InvPla_158	33.98047	33.98047	-91.260676	-91.260676
ARPO_InvPla_157	33.980606	33.980606	-91.26231	-91.26231
ARPO_InvPla_156	33.980478	33.980478	-91.263378	-91.263378
ARPO_InvPla_9	34.026629	34.026629	-91.340819	-91.340819
ARPO_InvPla_1	34.026921	34.026921	-91.348472	-91.348472
ARPO_InvPla_8	34.026767	34.026767	-91.341812	-91.341812
ARPO_InvPla_116	33.986061	33.986061	-91.261414	-91.261414
ARPO_InvPla_119	33.985212	33.985212	-91.263163	-91.263163
ARPO_InvPla_117	33.986276	33.986276	-91.260326	-91.260326
ARPO_InvPla_121	33.985268	33.985268	-91.261339	-91.261339
ARPO_InvPla_123	33.98526	33.98526	-91.259291	-91.259291
ARPO_InvPla_122	33.985348	33.985348	-91.260299	-91.260299
ARPO_InvPla_120	33.985356	33.985356	-91.262277	-91.262277
ARPO_InvPla_42	34.023729	34.023729	-91.347693	-91.347693
ARPO_InvPla_50	34.022905	34.022905	-91.346735	-91.346735
CUVA_InvPla_113	41.314314	41.314314	-81.622758	-81.622758
CUVA_InvPla_175	41.316804	41.316804	-81.593459	-81.593459
CUVA_InvPla_335	41.273816	41.273816	-81.569425	-81.569425
CUVA_InvPla_145	41.30959	41.30959	-81.616911	-81.616911
CUVA_InvPla_259	41.253151	41.253151	-81.623269	-81.623269
CUVA_InvPla_211	41.309467	41.309467	-81.583376	-81.583376
CUVA_InvPla_176	41.319418	41.319418	-81.590164	-81.590164
CUVA_InvPla_207	41.298993	41.298993	-81.596199	-81.596199
CUVA_InvPla_287	41.294231	41.294231	-81.562846	-81.562846
CUVA_InvPla_320	41.276347	41.276347	-81.572825	-81.572825
CUVA_InvPla_120	41.34242	41.34242	-81.587296	-81.587296
CUVA_InvPla_231	41.255582	41.255582	-81.633247	-81.633247
CUVA_InvPla_210	41.306746	41.306746	-81.58674	-81.58674
CUVA_InvPla_286	41.291661	41.291661	-81.566173	-81.566173
CUVA_InvPla_112	41.385569	41.385569	-81.53726	-81.53726
CUVA_InvPla_221	41.258838	41.258838	-81.635895	-81.635895
CUVA_InvPla_270	41.294198	41.294198	-81.569603	-81.569603
CUVA_InvPla_127	41.370938	41.370938	-81.550457	-81.550457
CUVA_InvPla_144	41.301448	41.301448	-81.62569	-81.62569
CUVA_InvPla_355	41.276399	41.276399	-81.559317	-81.559317
CUVA_InvPla_135	41.317072	41.317072	-81.613618	-81.613618
CUVA_InvPla_278	41.271322	41.271322	-81.592368	-81.592368
CUVA_InvPla_255	41.301857	41.301857	-81.566291	-81.566291
CUVA_InvPla_409	41.268949	41.268949	-81.54938	-81.54938
CUVA_InvPla_163	41.324743	41.324743	-81.590125	-81.590125
CUVA_InvPla_378	41.232344	41.232344	-81.602364	-81.602364
CUVA_InvPla_802	41.164658	41.164658	-81.568603	-81.568603
CUVA_InvPla_619	41.223009	41.223009	-81.538614	-81.538614
CUVA_InvPla_724	41.192309	41.192309	-81.56547	-81.56547
CUVA_InvPla_8	41.390314	41.390314	-81.625327	-81.625327
CUVA_InvPla_732	41.197271	41.197271	-81.578921	-81.578921
CUVA_InvPla_204	41.268416	41.268416	-81.637681	-81.637681
CUVA_InvPla_200	41.306817	41.306817	-81.593364	-81.593364
CUVA_InvPla_203	41.314466	41.314466	-81.583448	-81.583448
CUVA_InvPla_202	41.31185	41.31185	-81.586505	-81.586505
CUVA_InvPla_366	41.258497	41.258497	-81.576045	-81.576045
CUVA_InvPla_206	41.296882	41.296882	-81.599033	-81.599033
CUVA_InvPla_439	41.261192	41.261192	-81.545682	-81.545682
CUVA_InvPla_209	41.304286	41.304286	-81.589962	-81.589962
CUVA_InvPla_440	41.263823	41.263823	-81.542422	-81.542422
CUVA_InvPla_208	41.301721	41.301721	-81.593318	-81.593318
CUVA_InvPla_360	41.234007	41.234007	-81.609596	-81.609596
CUVA_InvPla_361	41.235761	41.235761	-81.606813	-81.606813
CUVA_InvPla_367	41.261061	41.261061	-81.572691	-81.572691
CUVA_InvPla_435	41.238086	41.238086	-81.575907	-81.575907
CUVA_InvPla_130	41.383108	41.383108	-81.534894	-81.534894
CUVA_InvPla_193	41.271153	41.271153	-81.640144	-81.640144
CUVA_InvPla_438	41.259577	41.259577	-81.548857	-81.548857
CUVA_InvPla_373	41.279053	41.279053	-81.549071	-81.549071
CUVA_InvPla_195	41.294667	41.294667	-81.609813	-81.609813
CUVA_InvPla_375	41.284138	41.284138	-81.542494	-81.542494
CUVA_InvPla_377	41.230324	41.230324	-81.604877	-81.604877
CUVA_InvPla_189	41.316923	41.316923	-81.58664	-81.58664
CUVA_InvPla_199	41.304251	41.304251	-81.596719	-81.596719
CUVA_InvPla_128	41.373586	41.373586	-81.547269	-81.547269
CUVA_InvPla_13	41.375489	41.375489	-81.631102	-81.631102
CUVA_InvPla_2	41.392579	41.392579	-81.634845	-81.634845
CUVA_InvPla_194	41.273141	41.273141	-81.638889	-81.638889
CUVA_InvPla_437	41.255539	41.255539	-81.552316	-81.552316
CUVA_InvPla_223	41.261997	41.261997	-81.630854	-81.630854
CUVA_InvPla_36	41.377869	41.377869	-81.600614	-81.600614
CUVA_InvPla_226	41.296661	41.296661	-81.586515	-81.586515
CUVA_InvPla_343	41.23794	41.23794	-81.609611	-81.609611
CUVA_InvPla_225	41.294096	41.294096	-81.589871	-81.589871
CUVA_InvPla_224	41.291938	41.291938	-81.592098	-81.592098
CUVA_InvPla_220	41.309155	41.309155	-81.577116	-81.577116
CUVA_InvPla_338	41.280616	41.280616	-81.559393	-81.559393
CUVA_InvPla_339	41.287688	41.287688	-81.55209	-81.55209
CUVA_InvPla_449	41.222699	41.222699	-81.588793	-81.588793
CUVA_InvPla_119	41.339953	41.339953	-81.590284	-81.590284
CUVA_InvPla_229	41.304398	41.304398	-81.576518	-81.576518
CUVA_InvPla_448	41.220029	41.220029	-81.592611	-81.592611
CUVA_InvPla_227	41.299155	41.299155	-81.58337	-81.58337
CUVA_InvPla_342	41.235806	41.235806	-81.612614	-81.612614
CUVA_InvPla_212	41.311972	41.311972	-81.580159	-81.580159
CUVA_InvPla_215	41.296626	41.296626	-81.593272	-81.593272
CUVA_InvPla_443	41.207288	41.207288	-81.607684	-81.607684
CUVA_InvPla_214	41.294472	41.294472	-81.596617	-81.596617
CUVA_InvPla_354	41.27385	41.27385	-81.562671	-81.562671
CUVA_InvPla_22	41.381967	41.381967	-81.615633	-81.615633
CUVA_InvPla_216	41.299191	41.299191	-81.589916	-81.589916
CUVA_InvPla_356	41.278979	41.278979	-81.555979	-81.555979
CUVA_InvPla_358	41.28667	41.28667	-81.54583	-81.54583
CUVA_InvPla_441	41.268883	41.268883	-81.535614	-81.535614
CUVA_InvPla_21	41.380363	41.380363	-81.617731	-81.617731
CUVA_InvPla_188	41.314677	41.314677	-81.590302	-81.590302
CUVA_InvPla_352	41.268721	41.268721	-81.569381	-81.569381
CUVA_InvPla_38	41.365234	41.365234	-81.610821	-81.610821
CUVA_InvPla_351	41.266157	41.266157	-81.572735	-81.572735
CUVA_InvPla_122	41.351593	41.351593	-81.576827	-81.576827
CUVA_InvPla_217	41.301756	41.301756	-81.586561	-81.586561
CUVA_InvPla_353	41.271285	41.271285	-81.566026	-81.566026
CUVA_InvPla_403	41.240665	41.240665	-81.586006	-81.586006
CUVA_InvPla_404	41.242676	41.242676	-81.583435	-81.583435
CUVA_InvPla_405	41.254274	41.254274	-81.56964	-81.56964
CUVA_InvPla_422	41.261138	41.261138	-81.552032	-81.552032
CUVA_InvPla_162	41.320643	41.320643	-81.59351	-81.59351
CUVA_InvPla_146	41.311824	41.311824	-81.613373	-81.613373
CUVA_InvPla_166	41.331697	41.331697	-81.581258	-81.581258
CUVA_InvPla_142	41.351551	41.351551	-81.570069	-81.570069
CUVA_InvPla_165	41.330296	41.330296	-81.583659	-81.583659
CUVA_InvPla_400	41.230354	41.230354	-81.599927	-81.599927
CUVA_InvPla_143	41.352887	41.352887	-81.567115	-81.567115
CUVA_InvPla_151	41.329763	41.329763	-81.590192	-81.590192
CUVA_InvPla_408	41.266775	41.266775	-81.552495	-81.552495
CUVA_InvPla_149	41.319215	41.319215	-81.603931	-81.603931
CUVA_InvPla_154	41.337027	41.337027	-81.58052	-81.58052
CUVA_InvPla_153	41.335881	41.335881	-81.582643	-81.582643
CUVA_InvPla_152	41.3321	41.3321	-81.587104	-81.587104
CUVA_InvPla_417	41.225224	41.225224	-81.599417	-81.599417
CUVA_InvPla_155	41.300654	41.300654	-81.623494	-81.623494
CUVA_InvPla_150	41.327289	41.327289	-81.592937	-81.592937
CUVA_InvPla_416	41.222691	41.222691	-81.602726	-81.602726
CUVA_InvPla_15	41.381133	41.381133	-81.624822	-81.624822
CUVA_InvPla_148	41.316937	41.316937	-81.606973	-81.606973
CUVA_InvPla_16	41.382841	41.382841	-81.621337	-81.621337
CUVA_InvPla_420	41.240529	41.240529	-81.579388	-81.579388
CUVA_InvPla_159	41.314407	41.314407	-81.60357	-81.60357
CUVA_InvPla_410	41.271329	41.271329	-81.547251	-81.547251
CUVA_InvPla_147	41.314371	41.314371	-81.610328	-81.610328
CUVA_InvPla_158	41.311841	41.311841	-81.606926	-81.606926
CUVA_InvPla_157	41.309294	41.309294	-81.610217	-81.610217
CUVA_InvPla_389	41.266963	41.266963	-81.558193	-81.558193
CUVA_InvPla_430	41.22019	41.22019	-81.599329	-81.599329
CUVA_InvPla_180	41.275386	41.275386	-81.64098	-81.64098
CUVA_InvPla_136	41.319466	41.319466	-81.610376	-81.610376
CUVA_InvPla_388	41.258502	41.258502	-81.569538	-81.569538
CUVA_InvPla_137	41.321529	41.321529	-81.607511	-81.607511
CUVA_InvPla_432	41.225319	41.225319	-81.591678	-81.591678
CUVA_InvPla_23	41.375476	41.375476	-81.61676	-81.61676
CUVA_InvPla_187	41.312158	41.312158	-81.593592	-81.593592
CUVA_InvPla_431	41.222606	41.222606	-81.596494	-81.596494
CUVA_InvPla_177	41.322209	41.322209	-81.586612	-81.586612
CUVA_InvPla_185	41.306782	41.306782	-81.600121	-81.600121
CUVA_InvPla_184	41.304216	41.304216	-81.603476	-81.603476
CUVA_InvPla_173	41.311877	41.311877	-81.600168	-81.600168
CUVA_InvPla_140	41.340048	41.340048	-81.583754	-81.583754
CUVA_InvPla_392	41.273915	41.273915	-81.549167	-81.549167
CUVA_InvPla_174	41.314442	41.314442	-81.596812	-81.596812
CUVA_InvPla_398	41.22499	41.22499	-81.605994	-81.605994
CUVA_InvPla_169	41.301535	41.301535	-81.613583	-81.613583
CUVA_InvPla_139	41.337444	41.337444	-81.586888	-81.586888
CUVA_InvPla_43	41.360228	41.360228	-81.610757	-81.610757
CUVA_InvPla_138	41.334721	41.334721	-81.589649	-81.589649
CUVA_InvPla_312	41.248129	41.248129	-81.610102	-81.610102
CUVA_InvPla_296	41.265983	41.265983	-81.593268	-81.593268
CUVA_InvPla_277	41.252695	41.252695	-81.616615	-81.616615
CUVA_InvPla_272	41.299326	41.299326	-81.56289	-81.56289
CUVA_InvPla_249	41.28647	41.28647	-81.586424	-81.586424
CUVA_InvPla_460	41.266351	41.266351	-81.532217	-81.532217
CUVA_InvPla_250	41.289035	41.289035	-81.583069	-81.583069
CUVA_InvPla_458	41.260035	41.260035	-81.538927	-81.538927
CUVA_InvPla_465	41.20997	41.20997	-81.599236	-81.599236
CUVA_InvPla_304	41.286571	41.286571	-81.566158	-81.566158
CUVA_InvPla_297	41.268998	41.268998	-81.588883	-81.588883
CUVA_InvPla_453	41.248465	41.248465	-81.554671	-81.554671
CUVA_InvPla_32	41.367975	41.367975	-81.614245	-81.614245
CUVA_InvPla_243	41.255685	41.255685	-81.626663	-81.626663
CUVA_InvPla_271	41.296762	41.296762	-81.566247	-81.566247
CUVA_InvPla_258	41.250761	41.250761	-81.626451	-81.626451
CUVA_InvPla_267	41.286504	41.286504	-81.579669	-81.579669
CUVA_InvPla_292	41.248096	41.248096	-81.616463	-81.616463
CUVA_InvPla_106	41.352734	41.352734	-81.58026	-81.58026
CUVA_InvPla_303	41.284153	41.284153	-81.569525	-81.569525
CUVA_InvPla_468	41.217488	41.217488	-81.589304	-81.589304
CUVA_InvPla_245	41.260552	41.260552	-81.619962	-81.619962
CUVA_InvPla_275	41.248197	41.248197	-81.62318	-81.62318
CUVA_InvPla_109	41.373255	41.373255	-81.553358	-81.553358
CUVA_InvPla_46	41.353665	41.353665	-81.613806	-81.613806
CUVA_InvPla_281	41.278844	41.278844	-81.582978	-81.582978
CUVA_InvPla_256	41.303875	41.303875	-81.563635	-81.563635
CUVA_InvPla_30	41.376983	41.376983	-81.608435	-81.608435
CUVA_InvPla_322	41.281474	41.281474	-81.566057	-81.566057
CUVA_InvPla_466	41.212536	41.212536	-81.595885	-81.595885
CUVA_InvPla_317	41.268672	41.268672	-81.582982	-81.582982
CUVA_InvPla_28	41.373025	41.373025	-81.614532	-81.614532
CUVA_InvPla_325	41.288656	41.288656	-81.555975	-81.555975
CUVA_InvPla_283	41.283938	41.283938	-81.576304	-81.576304
CUVA_InvPla_107	41.362893	41.362893	-81.566389	-81.566389
CUVA_InvPla_101	41.339858	41.339858	-81.597071	-81.597071
CUVA_InvPla_282	41.281409	41.281409	-81.579624	-81.579624
CUVA_InvPla_254	41.299293	41.299293	-81.569647	-81.569647
CUVA_InvPla_3	41.38888	41.38888	-81.633596	-81.633596
CUVA_InvPla_11	41.385708	41.385708	-81.624911	-81.624911
CUVA_InvPla_334	41.271252	41.271252	-81.57278	-81.57278
CUVA_InvPla_236	41.291565	41.291565	-81.58647	-81.58647
CUVA_InvPla_104	41.347524	41.347524	-81.586977	-81.586977
CUVA_InvPla_318	41.271218	41.271218	-81.579534	-81.579534
CUVA_InvPla_237	41.29413	41.29413	-81.583115	-81.583115
CUVA_InvPla_47	41.355732	41.355732	-81.611073	-81.611073
CUVA_InvPla_289	41.299347	41.299347	-81.556134	-81.556134
CUVA_InvPla_117	41.323859	41.323859	-81.610507	-81.610507
CUVA_InvPla_463	41.204843	41.204843	-81.605869	-81.605869
CUVA_InvPla_276	41.250626	41.250626	-81.619862	-81.619862
CUVA_InvPla_306	41.291744	41.291744	-81.559488	-81.559488
CUVA_InvPla_337	41.278945	41.278945	-81.562715	-81.562715
CUVA_InvPla_230	41.306783	41.306783	-81.573141	-81.573141
CUVA_InvPla_118	41.33808	41.33808	-81.593626	-81.593626
CUVA_InvPla_45	41.364594	41.364594	-81.604	-81.604
CUVA_InvPla_232	41.25819	41.25819	-81.629471	-81.629471
CUVA_InvPla_1	41.391699	41.391699	-81.636872	-81.636872
CUVA_InvPla_233	41.260651	41.260651	-81.62671	-81.62671
CUVA_InvPla_235	41.28902	41.28902	-81.589621	-81.589621
CUVA_InvPla_332	41.266105	41.266105	-81.579482	-81.579482
CUVA_InvPla_24	41.378044	41.378044	-81.614306	-81.614306
CUVA_InvPla_307	41.294205	41.294205	-81.556397	-81.556397
CUVA_InvPla_29	41.37588	41.37588	-81.610914	-81.610914
CUVA_InvPla_240	41.301824	41.301824	-81.573047	-81.573047
CUVA_InvPla_105	41.351651	41.351651	-81.583591	-81.583591
CUVA_InvPla_319	41.273783	41.273783	-81.576179	-81.576179
CUVA_InvPla_310	41.243033	41.243033	-81.616486	-81.616486
CUVA_InvPla_305	41.289136	41.289136	-81.562803	-81.562803
CUVA_InvPla_333	41.268688	41.268688	-81.576134	-81.576134
CUVA_InvPla_269	41.291636	41.291636	-81.572958	-81.572958
CUVA_InvPla_239	41.299271	41.299271	-81.576246	-81.576246
CUVA_InvPla_741	41.174321	41.174321	-81.548416	-81.548416
CUVA_InvPla_591	41.218018	41.218018	-81.511688	-81.511688
CUVA_InvPla_742	41.172023	41.172023	-81.54494	-81.54494
CUVA_InvPla_806	41.169294	41.169294	-81.582006	-81.582006
CUVA_InvPla_592	41.215359	41.215359	-81.508458	-81.508458
CUVA_InvPla_805	41.171824	41.171824	-81.585401	-81.585401
CUVA_InvPla_590	41.22062	41.22062	-81.514973	-81.514973
CUVA_InvPla_744	41.167546	41.167546	-81.538719	-81.538719
CUVA_InvPla_740	41.176395	41.176395	-81.552525	-81.552525
CUVA_InvPla_514	41.210068	41.210068	-81.585748	-81.585748
CUVA_InvPla_599	41.215474	41.215474	-81.514933	-81.514933
CUVA_InvPla_598	41.217947	41.217947	-81.518448	-81.518448
CUVA_InvPla_597	41.220542	41.220542	-81.521679	-81.521679
CUVA_InvPla_808	41.164232	41.164232	-81.575219	-81.575219
CUVA_InvPla_807	41.166763	41.166763	-81.578612	-81.578612
CUVA_InvPla_515	41.21245	41.21245	-81.582572	-81.582572
CUVA_InvPla_594	41.236518	41.236518	-81.542144	-81.542144
CUVA_InvPla_803	41.177365	41.177365	-81.590966	-81.590966
CUVA_InvPla_596	41.223251	41.223251	-81.52455	-81.52455
CUVA_InvPla_750	41.187157	41.187157	-81.571968	-81.571968
CUVA_InvPla_584	41.236147	41.236147	-81.535206	-81.535206
CUVA_InvPla_801	41.166804	41.166804	-81.571921	-81.571921
CUVA_InvPla_520	41.225365	41.225365	-81.565622	-81.565622
CUVA_InvPla_521	41.227991	41.227991	-81.562275	-81.562275
CUVA_InvPla_582	41.215533	41.215533	-81.502818	-81.502818
CUVA_InvPla_800	41.169328	41.169328	-81.575263	-81.575263
CUVA_InvPla_752	41.182116	41.182116	-81.565258	-81.565258
CUVA_InvPla_522	41.230573	41.230573	-81.559055	-81.559055
CUVA_InvPla_587	41.227233	41.227233	-81.525186	-81.525186
CUVA_InvPla_745	41.199837	41.199837	-81.589071	-81.589071
CUVA_InvPla_746	41.197223	41.197223	-81.585547	-81.585547
CUVA_InvPla_588	41.225533	41.225533	-81.521741	-81.521741
CUVA_InvPla_586	41.231758	41.231758	-81.529346	-81.529346
CUVA_InvPla_748	41.192074	41.192074	-81.578615	-81.578615
CUVA_InvPla_813	41.167165	41.167165	-81.58538	-81.58538
CUVA_InvPla_814	41.161686	41.161686	-81.578052	-81.578052
CUVA_InvPla_503	41.251037	41.251037	-81.538855	-81.538855
CUVA_InvPla_611	41.212911	41.212911	-81.518287	-81.518287
CUVA_InvPla_610	41.215406	41.215406	-81.521543	-81.521543
CUVA_InvPla_731	41.200373	41.200373	-81.58172	-81.58172
CUVA_InvPla_504	41.253594	41.253594	-81.535489	-81.535489
CUVA_InvPla_733	41.195359	41.195359	-81.575454	-81.575454
CUVA_InvPla_609	41.218163	41.218163	-81.524621	-81.524621
CUVA_InvPla_618	41.225301	41.225301	-81.542008	-81.542008
CUVA_InvPla_816	41.157837	41.157837	-81.572851	-81.572851
CUVA_InvPla_725	41.189556	41.189556	-81.563178	-81.563178
CUVA_InvPla_500	41.23535	41.23535	-81.558996	-81.558996
CUVA_InvPla_730	41.202526	41.202526	-81.585788	-81.585788
CUVA_InvPla_726	41.187902	41.187902	-81.557862	-81.557862
CUVA_InvPla_737	41.184376	41.184376	-81.561921	-81.561921
CUVA_InvPla_601	41.210408	41.210408	-81.508149	-81.508149
CUVA_InvPla_600	41.212941	41.212941	-81.51154	-81.51154
CUVA_InvPla_738	41.182178	41.182178	-81.558516	-81.558516
CUVA_InvPla_510	41.19978	41.19978	-81.599143	-81.599143
CUVA_InvPla_512	41.20491	41.20491	-81.592442	-81.592442
CUVA_InvPla_523	41.23312	41.23312	-81.555572	-81.555572
CUVA_InvPla_513	41.207475	41.207475	-81.589092	-81.589092
CUVA_InvPla_511	41.202345	41.202345	-81.595793	-81.595793
CUVA_InvPla_507	41.261078	41.261078	-81.525567	-81.525567
CUVA_InvPla_606	41.225403	41.225403	-81.535609	-81.535609
CUVA_InvPla_508	41.194642	41.194642	-81.604884	-81.604884
CUVA_InvPla_509	41.197206	41.197206	-81.602363	-81.602363
CUVA_InvPla_604	41.23014	41.23014	-81.540295	-81.540295
CUVA_InvPla_736	41.187206	41.187206	-81.565579	-81.565579
CUVA_InvPla_603	41.232823	41.232823	-81.547009	-81.547009
CUVA_InvPla_76	41.373191	41.373191	-81.566909	-81.566909
CUVA_InvPla_81	41.385976	41.385976	-81.550097	-81.550097
CUVA_InvPla_605	41.228029	41.228029	-81.538495	-81.538495
CUVA_InvPla_559	41.228257	41.228257	-81.504909	-81.504909
CUVA_InvPla_774	41.186085	41.186085	-81.584866	-81.584866
CUVA_InvPla_791	41.169376	41.169376	-81.568725	-81.568725
CUVA_InvPla_775	41.184623	41.184623	-81.582212	-81.582212
CUVA_InvPla_565	41.236277	41.236277	-81.521522	-81.521522
CUVA_InvPla_56	41.359797	41.359797	-81.599418	-81.599418
CUVA_InvPla_556	41.235856	41.235856	-81.515093	-81.515093
CUVA_InvPla_537	41.243143	41.243143	-81.512431	-81.512431
CUVA_InvPla_790	41.171829	41.171829	-81.572023	-81.572023
CUVA_InvPla_561	41.223202	41.223202	-81.498907	-81.498907
CUVA_InvPla_580	41.220792	41.220792	-81.508086	-81.508086
CUVA_InvPla_77	41.375756	41.375756	-81.563549	-81.563549
CUVA_InvPla_564	41.238475	41.238475	-81.525168	-81.525168
CUVA_InvPla_793	41.164743	41.164743	-81.561632	-81.561632
CUVA_InvPla_770	41.169427	41.169427	-81.555034	-81.555034
CUVA_InvPla_560	41.225724	41.225724	-81.501515	-81.501515
CUVA_InvPla_79	41.380884	41.380884	-81.556828	-81.556828
CUVA_InvPla_771	41.167837	41.167837	-81.55215	-81.55215
CUVA_InvPla_782	41.166867	41.166867	-81.558398	-81.558398
CUVA_InvPla_555	41.238388	41.238388	-81.518489	-81.518489
CUVA_InvPla_781	41.169337	41.169337	-81.561784	-81.561784
CUVA_InvPla_541	41.230537	41.230537	-81.495384	-81.495384
CUVA_InvPla_549	41.233466	41.233466	-81.504907	-81.504907
CUVA_InvPla_548	41.235886	41.235886	-81.508343	-81.508343
CUVA_InvPla_783	41.192245	41.192245	-81.599395	-81.599395
CUVA_InvPla_546	41.240892	41.240892	-81.515129	-81.515129
CUVA_InvPla_545	41.243427	41.243427	-81.518889	-81.518889
CUVA_InvPla_779	41.174456	41.174456	-81.568544	-81.568544
CUVA_InvPla_769	41.171985	41.171985	-81.558338	-81.558338
CUVA_InvPla_554	41.240921	41.240921	-81.521884	-81.521884
CUVA_InvPla_777	41.180334	41.180334	-81.575866	-81.575866
CUVA_InvPla_778	41.176624	41.176624	-81.57055	-81.57055
CUVA_InvPla_789	41.174221	41.174221	-81.575481	-81.575481
CUVA_InvPla_539	41.235346	41.235346	-81.502263	-81.502263
CUVA_InvPla_780	41.172059	41.172059	-81.565168	-81.565168
CUVA_InvPla_78	41.37832	41.37832	-81.560188	-81.560188
CUVA_InvPla_757	41.169572	41.169572	-81.548288	-81.548288
CUVA_InvPla_526	41.243425	41.243425	-81.541912	-81.541912
CUVA_InvPla_758	41.167518	41.167518	-81.544886	-81.544886
CUVA_InvPla_799	41.171859	41.171859	-81.578657	-81.578657
CUVA_InvPla_527	41.245933	41.245933	-81.538819	-81.538819
CUVA_InvPla_759	41.197677	41.197677	-81.592676	-81.592676
CUVA_InvPla_755	41.174515	41.174515	-81.555	-81.555
CUVA_InvPla_602	41.20792	41.20792	-81.506047	-81.506047
CUVA_InvPla_754	41.177102	41.177102	-81.558444	-81.558444
CUVA_InvPla_80	41.383448	41.383448	-81.553467	-81.553467
CUVA_InvPla_577	41.228215	41.228215	-81.518325	-81.518325
CUVA_InvPla_579	41.223077	41.223077	-81.511986	-81.511986
CUVA_InvPla_578	41.225578	41.225578	-81.515041	-81.515041
CUVA_InvPla_524	41.235893	41.235893	-81.552839	-81.552839
CUVA_InvPla_756	41.171991	41.171991	-81.551683	-81.551683
CUVA_InvPla_766	41.179731	41.179731	-81.568327	-81.568327
CUVA_InvPla_764	41.184655	41.184655	-81.575355	-81.575355
CUVA_InvPla_765	41.182087	41.182087	-81.572002	-81.572002
CUVA_InvPla_569	41.22572	41.22572	-81.508126	-81.508126
CUVA_InvPla_767	41.177007	41.177007	-81.565291	-81.565291
CUVA_InvPla_795	41.1819	41.1819	-81.592466	-81.592466
CUVA_InvPla_532	41.258985	41.258985	-81.523046	-81.523046
CUVA_InvPla_794	41.184568	41.184568	-81.595288	-81.595288
CUVA_InvPla_572	41.240905	41.240905	-81.535444	-81.535444
CUVA_InvPla_50	41.362803	41.362803	-81.601626	-81.601626
CUVA_InvPla_798	41.174259	41.174259	-81.581844	-81.581844
CUVA_InvPla_529	41.251065	41.251065	-81.532092	-81.532092
CUVA_InvPla_761	41.192268	41.192268	-81.585599	-81.585599
CUVA_InvPla_568	41.228227	41.228227	-81.511659	-81.511659
CUVA_InvPla_797	41.17692	41.17692	-81.585446	-81.585446
CUVA_InvPla_570	41.223162	41.223162	-81.50487	-81.50487
CUVA_InvPla_640	41.222946	41.222946	-81.552176	-81.552176
CUVA_InvPla_490	41.210005	41.210005	-81.592488	-81.592488
CUVA_InvPla_704	41.197435	41.197435	-81.558643	-81.558643
