geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
CUVA_InvPla_91	41.368126	41.368126	-81.567008	-81.567008
CUVA_InvPla_642	41.217882	41.217882	-81.54532	-81.54532
CUVA_InvPla_491	41.212533	41.212533	-81.589173	-81.589173
CUVA_InvPla_665	41.207691	41.207691	-81.545236	-81.545236
CUVA_InvPla_707	41.189926	41.189926	-81.548406	-81.548406
CUVA_InvPla_83	41.390413	41.390413	-81.543985	-81.543985
CUVA_InvPla_684	41.205106	41.205106	-81.555365	-81.555365
CUVA_InvPla_705	41.194904	41.194904	-81.555249	-81.555249
CUVA_InvPla_477	41.245878	41.245878	-81.552233	-81.552233
CUVA_InvPla_644	41.212818	41.212818	-81.53853	-81.53853
CUVA_InvPla_702	41.203686	41.203686	-81.565856	-81.565856
CUVA_InvPla_90	41.354824	41.354824	-81.58394	-81.58394
CUVA_InvPla_664	41.210223	41.210223	-81.548631	-81.548631
CUVA_InvPla_643	41.215378	41.215378	-81.541916	-81.541916
CUVA_InvPla_703	41.199948	41.199948	-81.562031	-81.562031
CUVA_InvPla_669	41.198525	41.198525	-81.531599	-81.531599
CUVA_InvPla_71	41.34742	41.34742	-81.59957	-81.59957
CUVA_InvPla_668	41.200119	41.200119	-81.535068	-81.535068
CUVA_InvPla_687	41.194931	41.194931	-81.541721	-81.541721
CUVA_InvPla_67	41.375715	41.375715	-81.570107	-81.570107
CUVA_InvPla_632	41.217914	41.217914	-81.538572	-81.538572
CUVA_InvPla_711	41.207526	41.207526	-81.578971	-81.578971
CUVA_InvPla_712	41.202521	41.202521	-81.572271	-81.572271
CUVA_InvPla_638	41.203359	41.203359	-81.51943	-81.51943
CUVA_InvPla_666	41.205159	41.205159	-81.541841	-81.541841
CUVA_InvPla_686	41.200204	41.200204	-81.548809	-81.548809
CUVA_InvPla_492	41.215105	41.215105	-81.585787	-81.585787
CUVA_InvPla_667	41.202627	41.202627	-81.538447	-81.538447
CUVA_InvPla_637	41.205394	41.205394	-81.521419	-81.521419
CUVA_InvPla_99	41.388037	41.388037	-81.540351	-81.540351
CUVA_InvPla_485	41.265818	41.265818	-81.526693	-81.526693
CUVA_InvPla_659	41.198241	41.198241	-81.526853	-81.526853
CUVA_InvPla_478	41.248492	41.248492	-81.548958	-81.548958
CUVA_InvPla_652	41.215318	41.215318	-81.548673	-81.548673
CUVA_InvPla_697	41.192454	41.192454	-81.545239	-81.545239
CUVA_InvPla_486	41.199796	41.199796	-81.604851	-81.604851
CUVA_InvPla_87	41.347578	41.347578	-81.59374	-81.59374
CUVA_InvPla_699	41.209938	41.209938	-81.575603	-81.575603
CUVA_InvPla_89	41.352841	41.352841	-81.587059	-81.587059
CUVA_InvPla_654	41.210268	41.210268	-81.541853	-81.541853
CUVA_InvPla_655	41.207723	41.207723	-81.538489	-81.538489
CUVA_InvPla_694	41.2	41.2	-81.555292	-81.555292
CUVA_InvPla_657	41.202692	41.202692	-81.531708	-81.531708
CUVA_InvPla_658	41.200132	41.200132	-81.528426	-81.528426
CUVA_InvPla_88	41.350215	41.350215	-81.590445	-81.590445
CUVA_InvPla_696	41.194936	41.194936	-81.548503	-81.548503
CUVA_InvPla_649	41.222871	41.222871	-81.558871	-81.558871
CUVA_InvPla_650	41.220381	41.220381	-81.555464	-81.555464
CUVA_InvPla_662	41.21539	41.21539	-81.555396	-81.555396
CUVA_InvPla_489	41.20744	41.20744	-81.595839	-81.595839
CUVA_InvPla_691	41.207646	41.207646	-81.565148	-81.565148
CUVA_InvPla_479	41.251002	41.251002	-81.545596	-81.545596
CUVA_InvPla_488	41.204875	41.204875	-81.599189	-81.599189
CUVA_InvPla_663	41.212764	41.212764	-81.551836	-81.551836
CUVA_InvPla_9	41.379778	41.379778	-81.630761	-81.630761
CUVA_InvPla_692	41.20483	41.20483	-81.562049	-81.562049
CUVA_InvPla_487	41.202312	41.202312	-81.602445	-81.602445
CUVA_InvPla_65	41.371238	41.371238	-81.57651	-81.57651
CUVA_InvPla_70	41.388128	41.388128	-81.552874	-81.552874
CUVA_InvPla_86	41.345048	41.345048	-81.597097	-81.597097
CUVA_InvPla_661	41.217817	41.217817	-81.558817	-81.558817
CUVA_InvPla_675	41.20529	41.20529	-81.548537	-81.548537
CUVA_InvPla_95	41.378336	41.378336	-81.553538	-81.553538
CUVA_InvPla_681	41.213047	41.213047	-81.565785	-81.565785
CUVA_InvPla_94	41.375789	41.375789	-81.556784	-81.556784
CUVA_InvPla_495	41.222829	41.222829	-81.575732	-81.575732
CUVA_InvPla_716	41.189809	41.189809	-81.555206	-81.555206
CUVA_InvPla_715	41.192459	41.192459	-81.558276	-81.558276
CUVA_InvPla_672	41.212943	41.212943	-81.558743	-81.558743
CUVA_InvPla_498	41.230417	41.230417	-81.56494	-81.56494
CUVA_InvPla_628	41.22804	41.22804	-81.552154	-81.552154
CUVA_InvPla_82	41.388574	41.388574	-81.546739	-81.546739
CUVA_InvPla_722	41.196659	41.196659	-81.572115	-81.572115
CUVA_InvPla_623	41.212874	41.212874	-81.525035	-81.525035
CUVA_InvPla_818	41.166695	41.166695	-81.592098	-81.592098
CUVA_InvPla_674	41.207659	41.207659	-81.551983	-81.551983
CUVA_InvPla_72	41.350109	41.350109	-81.597138	-81.597138
CUVA_InvPla_625	41.207843	41.207843	-81.518257	-81.518257
CUVA_InvPla_680	41.21522	41.21522	-81.568917	-81.568917
CUVA_InvPla_96	41.380918	41.380918	-81.550062	-81.550062
CUVA_InvPla_496	41.225286	41.225286	-81.572378	-81.572378
CUVA_InvPla_97	41.383488	41.383488	-81.546703	-81.546703
CUVA_InvPla_631	41.220445	41.220445	-81.541967	-81.541967
CUVA_InvPla_820	41.158018	41.158018	-81.578523	-81.578523
CUVA_InvPla_630	41.222977	41.222977	-81.545363	-81.545363
CUVA_InvPla_723	41.194812	41.194812	-81.56874	-81.56874
CUVA_InvPla_683	41.207469	41.207469	-81.558391	-81.558391
CUVA_InvPla_670	41.217784	41.217784	-81.565565	-81.565565
CUVA_InvPla_713	41.197415	41.197415	-81.565098	-81.565098
CUVA_InvPla_494	41.220391	41.220391	-81.579259	-81.579259
CUVA_InvPla_821	41.16413	41.16413	-81.595116	-81.595116
CUVA_InvPla_621	41.21794	41.21794	-81.531837	-81.531837
CUVA_InvPla_677	41.200064	41.200064	-81.541799	-81.541799
CUVA_InvPla_98	41.386044	41.386044	-81.54334	-81.54334
CUVA_InvPla_622	41.215127	41.215127	-81.52887	-81.52887
CUVA_InvPla_714	41.194961	41.194961	-81.561985	-81.561985
CUVA_InvPla_131	41.307006	41.307006	-81.626143	-81.626143
CUVA_InvPla_612	41.210383	41.210383	-81.514928	-81.514928
CUVA_InvPla_396	41.219553	41.219553	-81.611853	-81.611853
CUVA_InvPla_397	41.222602	41.222602	-81.608818	-81.608818
CUVA_InvPla_156	41.301325	41.301325	-81.620366	-81.620366
CUVA_InvPla_299	41.273749	41.273749	-81.582933	-81.582933
CUVA_InvPla_414	41.218288	41.218288	-81.609429	-81.609429
CUVA_InvPla_300	41.276314	41.276314	-81.579579	-81.579579
CUVA_InvPla_295	41.263629	41.263629	-81.594831	-81.594831
CUVA_InvPla_244	41.258251	41.258251	-81.623311	-81.623311
CUVA_InvPla_247	41.281142	41.281142	-81.593281	-81.593281
CUVA_InvPla_357	41.284642	41.284642	-81.548233	-81.548233
CUVA_InvPla_324	41.28721	41.28721	-81.559795	-81.559795
CUVA_InvPla_205	41.294031	41.294031	-81.603633	-81.603633
CUVA_InvPla_328	41.253118	41.253118	-81.596297	-81.596297
CUVA_InvPla_350	41.263592	41.263592	-81.57609	-81.57609
CUVA_InvPla_349	41.261065	41.261065	-81.578848	-81.578848
CUVA_InvPla_348	41.258646	41.258646	-81.58288	-81.58288
CUVA_InvPla_315	41.263402	41.263402	-81.589601	-81.589601
CUVA_InvPla_183	41.301877	41.301877	-81.606778	-81.606778
CUVA_InvPla_262	41.260679	41.260679	-81.615076	-81.615076
CUVA_InvPla_261	41.258665	41.258665	-81.616968	-81.616968
CUVA_InvPla_178	41.324632	41.324632	-81.583476	-81.583476
CUVA_InvPla_308	41.297279	41.297279	-81.55274	-81.55274
CUVA_InvPla_311	41.245567	41.245567	-81.613063	-81.613063
CUVA_InvPla_196	41.296669	41.296669	-81.607318	-81.607318
CUVA_InvPla_368	41.263503	41.263503	-81.569653	-81.569653
CUVA_InvPla_379	41.234475	41.234475	-81.598802	-81.598802
CUVA_InvPla_374	41.28157	41.28157	-81.545781	-81.545781
CUVA_InvPla_192	41.324382	41.324382	-81.578751	-81.578751
CUVA_InvPla_444	41.209909	41.209909	-81.605714	-81.605714
CUVA_InvPla_445	41.212501	41.212501	-81.602633	-81.602633
CUVA_InvPla_108	41.37079	41.37079	-81.556683	-81.556683
CUVA_InvPla_446	41.214978	41.214978	-81.59927	-81.59927
CUVA_InvPla_434	41.235625	41.235625	-81.579262	-81.579262
CUVA_InvPla_132	41.308629	41.308629	-81.623129	-81.623129
CUVA_InvPla_464	41.207405	41.207405	-81.602586	-81.602586
CUVA_InvPla_424	41.265929	41.265929	-81.545167	-81.545167
CUVA_InvPla_428	41.215014	41.215014	-81.605231	-81.605231
CUVA_InvPla_100	41.338225	41.338225	-81.599939	-81.599939
CUVA_InvPla_456	41.255286	41.255286	-81.54565	-81.54565
CUVA_InvPla_419	41.238097	41.238097	-81.582459	-81.582459
CUVA_InvPla_656	41.205191	41.205191	-81.535094	-81.535094
CUVA_InvPla_571	41.221166	41.221166	-81.501485	-81.501485
CUVA_InvPla_547	41.238418	41.238418	-81.511738	-81.511738
CUVA_InvPla_678	41.197536	41.197536	-81.53853	-81.53853
CUVA_InvPla_551	41.228564	41.228564	-81.498361	-81.498361
CUVA_InvPla_552	41.24606	41.24606	-81.528625	-81.528625
CUVA_InvPla_688	41.19313	41.19313	-81.539842	-81.539842
CUVA_InvPla_633	41.215382	41.215382	-81.535177	-81.535177
CUVA_InvPla_614	41.205323	41.205323	-81.508085	-81.508085
CUVA_InvPla_624	41.210348	41.210348	-81.521641	-81.521641
CUVA_InvPla_728	41.173883	41.173883	-81.541661	-81.541661
CUVA_InvPla_708	41.187306	41.187306	-81.545067	-81.545067
CUVA_InvPla_648	41.203259	41.203259	-81.525523	-81.525523
CUVA_InvPla_751	41.184647	41.184647	-81.568652	-81.568652
CUVA_InvPla_695	41.197468	41.197468	-81.551897	-81.551897
CUVA_InvPla_701	41.205301	41.205301	-81.568335	-81.568335
CUVA_InvPla_589	41.223102	41.223102	-81.518368	-81.518368
CUVA_InvPla_583	41.238238	41.238238	-81.538783	-81.538783
CUVA_InvPla_647	41.205222	41.205222	-81.528372	-81.528372
CUVA_InvPla_646	41.207754	41.207754	-81.531741	-81.531741
CUVA_InvPla_645	41.210286	41.210286	-81.535136	-81.535136
CUVA_InvPla_499	41.23309	41.23309	-81.562261	-81.562261
CUVA_InvPla_482	41.259031	41.259031	-81.535532	-81.535532
CUVA_InvPla_480	41.253564	41.253564	-81.542241	-81.542241
CUVA_InvPla_483	41.260388	41.260388	-81.532118	-81.532118
CUVA_InvPla_518	41.220298	41.220298	-81.572351	-81.572351
CUVA_InvPla_12	41.387562	41.387562	-81.622741	-81.622741
CUVA_InvPla_810	41.172843	41.172843	-81.595454	-81.595454
CUVA_InvPla_763	41.187166	41.187166	-81.578789	-81.578789
CUVA_InvPla_475	41.235631	41.235631	-81.565685	-81.565685
CUVA_InvPla_679	41.195222	41.195222	-81.536929	-81.536929
CUVA_InvPla_257	41.248052	41.248052	-81.628339	-81.628339
CUVA_InvPla_20	41.378958	41.378958	-81.619581	-81.619581
CUVA_InvPla_42	41.35836	41.35836	-81.613594	-81.613594
CUVA_InvPla_123	41.352867	41.352867	-81.573494	-81.573494
CUVA_InvPla_284	41.286518	41.286518	-81.572685	-81.572685
CUVA_InvPla_345	41.250768	41.250768	-81.592857	-81.592857
CUVA_InvPla_344	41.248211	41.248211	-81.596014	-81.596014
CUVA_InvPla_190	41.320114	41.320114	-81.583324	-81.583324
CUVA_InvPla_753	41.179837	41.179837	-81.561809	-81.561809
CUVA_InvPla_48	41.358279	41.358279	-81.607459	-81.607459
CUVA_InvPla_787	41.179379	41.179379	-81.582285	-81.582285
CUVA_InvPla_5	41.392339	41.392339	-81.627899	-81.627899
CUVA_InvPla_709	41.184718	41.184718	-81.541827	-81.541827
CUVA_InvPla_62	41.38532	41.38532	-81.564198	-81.564198
CUVA_InvPla_73	41.352357	41.352357	-81.593883	-81.593883
CUVA_InvPla_85	41.342416	41.342416	-81.600449	-81.600449
CUVA_InvPla_84	41.340425	41.340425	-81.603163	-81.603163
CUVA_InvPla_493	41.217676	41.217676	-81.581671	-81.581671
CUVA_InvPla_452	41.237761	41.237761	-81.569106	-81.569106
CUVA_InvPla_314	41.254825	41.254825	-81.599863	-81.599863
CUVA_InvPla_265	41.281358	41.281358	-81.586339	-81.586339
CUVA_InvPla_313	41.253593	41.253593	-81.602343	-81.602343
CUVA_InvPla_719	41.182693	41.182693	-81.544168	-81.544168
CUVA_InvPla_517	41.217663	41.217663	-81.575555	-81.575555
CUVA_InvPla_502	41.24847	41.24847	-81.542199	-81.542199
CUVA_InvPla_425	41.268705	41.268705	-81.542515	-81.542515
CUVA_InvPla_710	41.182495	41.182495	-81.538665	-81.538665
CUVA_InvPla_471	41.225235	41.225235	-81.579124	-81.579124
CUVA_InvPla_729	41.172201	41.172201	-81.53879	-81.53879
CUVA_InvPla_330	41.260973	41.260973	-81.586153	-81.586153
CUVA_InvPla_298	41.271213	41.271213	-81.58621	-81.58621
CUVA_InvPla_364	41.248598	41.248598	-81.590538	-81.590538
CUVA_InvPla_402	41.238808	41.238808	-81.590138	-81.590138
CUVA_InvPla_544	41.246242	41.246242	-81.521928	-81.521928
CUVA_InvPla_542	41.228739	41.228739	-81.492796	-81.492796
CUVA_InvPla_553	41.243452	41.243452	-81.525283	-81.525283
CUVA_InvPla_476	41.237221	41.237221	-81.562914	-81.562914
CUVA_InvPla_528	41.249048	41.249048	-81.535666	-81.535666
CUVA_InvPla_689	41.212593	41.212593	-81.572084	-81.572084
CUVA_InvPla_385	41.250479	41.250479	-81.579445	-81.579445
CUVA_InvPla_102	41.342722	41.342722	-81.593347	-81.593347
CUVA_InvPla_381	41.240602	41.240602	-81.593351	-81.593351
CUVA_InvPla_279	41.273714	41.273714	-81.589687	-81.589687
CUVA_InvPla_191	41.322352	41.322352	-81.580869	-81.580869
CUVA_InvPla_260	41.256506	41.256506	-81.620298	-81.620298
CUVA_InvPla_469	41.220891	41.220891	-81.585866	-81.585866
CUVA_InvPla_362	41.242859	41.242859	-81.595853	-81.595853
CUVA_InvPla_543	41.248548	41.248548	-81.52532	-81.52532
CUVA_InvPla_472	41.226523	41.226523	-81.575756	-81.575756
CUVA_InvPla_37	41.362207	41.362207	-81.613116	-81.613116
CUVA_InvPla_401	41.236106	41.236106	-81.592975	-81.592975
CUVA_InvPla_473	41.231112	41.231112	-81.570624	-81.570624
CUVA_InvPla_676	41.202595	41.202595	-81.545186	-81.545186
CUVA_InvPla_718	41.185011	41.185011	-81.547738	-81.547738
CUVA_InvPla_129	41.381449	41.381449	-81.534551	-81.534551
CUVA_InvPla_274	41.246944	41.246944	-81.626538	-81.626538
CUVA_InvPla_168	41.300037	41.300037	-81.61621	-81.61621
CUVA_InvPla_497	41.226578	41.226578	-81.569006	-81.569006
CUVA_InvPla_615	41.203679	41.203679	-81.506016	-81.506016
GWCA_InvPla_108	36.981809	36.981809	-94.359772	-94.359772
GWCA_InvPla_50	36.987715	36.987715	-94.355944	-94.355944
GWCA_InvPla_54	36.98798	36.98798	-94.3519	-94.3519
GWCA_InvPla_104	36.982816	36.982816	-94.358889	-94.358889
GWCA_InvPla_3	36.991628	36.991628	-94.356895	-94.356895
GWCA_InvPla_20	36.990115	36.990115	-94.357972	-94.357972
GWCA_InvPla_19	36.990136	36.990136	-94.358842	-94.358842
GWCA_InvPla_33	36.989519	36.989519	-94.354848	-94.354848
GWCA_InvPla_22	36.990148	36.990148	-94.355987	-94.355987
GWCA_InvPla_11	36.990815	36.990815	-94.357929	-94.357929
GWCA_InvPla_24	36.990174	36.990174	-94.353954	-94.353954
GWCA_InvPla_13	36.990958	36.990958	-94.356001	-94.356001
GWCA_InvPla_14	36.99097	36.99097	-94.354991	-94.354991
GWCA_InvPla_45	36.988675	36.988675	-94.351836	-94.351836
GWCA_InvPla_12	36.990865	36.990865	-94.356972	-94.356972
GWCA_InvPla_17	36.990851	36.990851	-94.351694	-94.351694
GWCA_InvPla_74	36.984476	36.984476	-94.359756	-94.359756
GWCA_InvPla_29	36.989217	36.989217	-94.358825	-94.358825
GWCA_InvPla_28	36.989035	36.989035	-94.359502	-94.359502
GWCA_InvPla_31	36.989226	36.989226	-94.357	-94.357
GWCA_InvPla_25	36.990182	36.990182	-94.352955	-94.352955
GWCA_InvPla_9	36.991487	36.991487	-94.351384	-94.351384
GWCA_InvPla_76	36.984387	36.984387	-94.357949	-94.357949
GWCA_InvPla_30	36.989179	36.989179	-94.357991	-94.357991
GWCA_InvPla_75	36.984445	36.984445	-94.358922	-94.358922
GWCA_InvPla_62	36.985739	36.985739	-94.359743	-94.359743
GWCA_InvPla_26	36.990194	36.990194	-94.351944	-94.351944
GWCA_InvPla_43	36.988603	36.988603	-94.353962	-94.353962
GWCA_InvPla_99	36.983557	36.983557	-94.358908	-94.358908
GWCA_InvPla_85	36.983722	36.983722	-94.35175	-94.35175
GWCA_InvPla_102	36.983531	36.983531	-94.355985	-94.355985
GWCA_InvPla_82	36.983663	36.983663	-94.35496	-94.35496
GWCA_InvPla_101	36.983535	36.983535	-94.356886	-94.356886
GWCA_InvPla_44	36.988599	36.988599	-94.352923	-94.352923
GWCA_InvPla_15	36.990963	36.990963	-94.354006	-94.354006
GWCA_InvPla_98	36.983563	36.983563	-94.359763	-94.359763
GWCA_InvPla_34	36.989357	36.989357	-94.353968	-94.353968
GWCA_InvPla_71	36.985125	36.985125	-94.35476	-94.35476
GWCA_InvPla_79	36.984471	36.984471	-94.354847	-94.354847
GWCA_InvPla_89	36.9829	36.9829	-94.351745	-94.351745
GWCA_InvPla_88	36.982885	36.982885	-94.352826	-94.352826
GWCA_InvPla_65	36.985993	36.985993	-94.356884	-94.356884
GWCA_InvPla_2	36.991489	36.991489	-94.358078	-94.358078
GWCA_InvPla_97	36.981368	36.981368	-94.35175	-94.35175
GWCA_InvPla_36	36.989383	36.989383	-94.35193	-94.35193
GWCA_InvPla_39	36.988156	36.988156	-94.357965	-94.357965
GWCA_InvPla_35	36.989371	36.989371	-94.352941	-94.352941
GWCA_InvPla_21	36.990136	36.990136	-94.356998	-94.356998
GWCA_InvPla_103	36.982802	36.982802	-94.359766	-94.359766
GWCA_InvPla_106	36.982839	36.982839	-94.356868	-94.356868
GWCA_InvPla_112	36.982042	36.982042	-94.355995	-94.355995
GWCA_InvPla_105	36.982828	36.982828	-94.357879	-94.357879
GWCA_InvPla_8	36.991506	36.991506	-94.352426	-94.352426
GWCA_InvPla_113	36.981404	36.981404	-94.358332	-94.358332
GWCA_InvPla_114	36.981396	36.981396	-94.356489	-94.356489
GWCA_InvPla_110	36.982017	36.982017	-94.357864	-94.357864
GWCA_InvPla_49	36.987721	36.987721	-94.356928	-94.356928
GWCA_InvPla_111	36.982028	36.982028	-94.356854	-94.356854
GWCA_InvPla_7	36.991533	36.991533	-94.353322	-94.353322
GWCA_InvPla_10	36.99092	36.99092	-94.359204	-94.359204
GWCA_InvPla_81	36.984502	36.984502	-94.352889	-94.352889
GWCA_InvPla_6	36.991651	36.991651	-94.354088	-94.354088
GWCA_InvPla_5	36.991667	36.991667	-94.355008	-94.355008
GWCA_InvPla_52	36.987699	36.987699	-94.353922	-94.353922
GWCA_InvPla_109	36.982005	36.982005	-94.358875	-94.358875
GWCA_InvPla_107	36.982853	36.982853	-94.355989	-94.355989
GWCA_InvPla_37	36.988354	36.988354	-94.359558	-94.359558
GWCA_InvPla_1	36.991688	36.991688	-94.359206	-94.359206
GWCA_InvPla_18	36.9899	36.9899	-94.359595	-94.359595
GWCA_InvPla_53	36.987849	36.987849	-94.353035	-94.353035
GWCA_InvPla_51	36.987656	36.987656	-94.354936	-94.354936
GWCA_InvPla_55	36.988065	36.988065	-94.351259	-94.351259
GWCA_InvPla_77	36.984347	36.984347	-94.35693	-94.35693
GWCA_InvPla_86	36.982859	36.982859	-94.354978	-94.354978
GWCA_InvPla_63	36.986059	36.986059	-94.358947	-94.358947
GWCA_InvPla_56	36.98687	36.98687	-94.358961	-94.358961
HOCU_InvPla_95	39.379305	39.379305	-82.977331	-82.977331
HOCU_InvPla_93	39.379328	39.379328	-82.978863	-82.978863
HOCU_InvPla_91	39.379908	39.379908	-82.979416	-82.979416
HOCU_InvPla_34	39.363658	39.363658	-83.09338	-83.09338
HOCU_InvPla_54	39.377078	39.377078	-83.006901	-83.006901
HOCU_InvPla_56	39.377221	39.377221	-83.006132	-83.006132
HOCU_InvPla_94	39.38	39.38	-82.977368	-82.977368
HOCU_InvPla_101	39.301823	39.301823	-82.923043	-82.923043
HOCU_InvPla_104	39.302659	39.302659	-82.922026	-82.922026
HOCU_InvPla_92	39.380008	39.380008	-82.9784	-82.9784
HOCU_InvPla_25	39.363742	39.363742	-83.095461	-83.095461
HOCU_InvPla_37	39.363759	39.363759	-83.092343	-83.092343
HOCU_InvPla_90	39.37955	39.37955	-82.980444	-82.980444
HOCU_InvPla_6	39.363736	39.363736	-83.101431	-83.101431
HOCU_InvPla_100	39.30086	39.30086	-82.924288	-82.924288
HOCU_InvPla_96	39.379969	39.379969	-82.976347	-82.976347
HOCU_InvPla_36	39.364609	39.364609	-83.092354	-83.092354
HOCU_InvPla_58	39.378189	39.378189	-83.003774	-83.003774
HOCU_InvPla_5	39.230986	39.230986	-83.222194	-83.222194
HOCU_InvPla_99	39.301453	39.301453	-82.924315	-82.924315
HOCU_InvPla_98	39.379407	39.379407	-82.975457	-82.975457
HOCU_InvPla_17	39.363744	39.363744	-83.097555	-83.097555
HOCU_InvPla_106	39.303449	39.303449	-82.920964	-82.920964
HOCU_InvPla_44	39.365416	39.365416	-83.089266	-83.089266
HOCU_InvPla_66	39.374959	39.374959	-83.003769	-83.003769
HOCU_InvPla_43	39.364006	39.364006	-83.089949	-83.089949
HOCU_InvPla_67	39.375512	39.375512	-83.002544	-83.002544
HOCU_InvPla_13	39.361995	39.361995	-83.099607	-83.099607
HOCU_InvPla_1	39.231578	39.231578	-83.225521	-83.225521
HOCU_InvPla_3	39.230791	39.230791	-83.224887	-83.224887
HOCU_InvPla_4	39.231069	39.231069	-83.223574	-83.223574
HOCU_InvPla_97	39.37929	39.37929	-82.976287	-82.976287
HOCU_InvPla_51	39.360197	39.360197	-83.084044	-83.084044
HOCU_InvPla_14	39.363753	39.363753	-83.098599	-83.098599
HOCU_InvPla_71	39.375306	39.375306	-82.999566	-82.999566
HOCU_InvPla_64	39.374804	39.374804	-83.004734	-83.004734
HOCU_InvPla_20	39.362969	39.362969	-83.096505	-83.096505
HOCU_InvPla_21	39.364722	39.364722	-83.096218	-83.096218
HOCU_InvPla_57	39.378151	39.378151	-83.004864	-83.004864
HOCU_InvPla_40	39.363853	39.363853	-83.091303	-83.091303
HOCU_InvPla_27	39.366131	39.366131	-83.094508	-83.094508
HOCU_InvPla_69	39.375707	39.375707	-83.00065	-83.00065
HOCU_InvPla_12	39.362857	39.362857	-83.099611	-83.099611
HOCU_InvPla_24	39.364553	39.364553	-83.095485	-83.095485
HOCU_InvPla_22	39.366164	39.366164	-83.095495	-83.095495
HOCU_InvPla_55	39.37804	39.37804	-83.00588	-83.00588
HOCU_InvPla_19	39.363732	39.363732	-83.096511	-83.096511
HOCU_InvPla_83	39.389673	39.389673	-82.979193	-82.979193
HOCU_InvPla_107	39.30227	39.30227	-82.92123	-82.92123
HOCU_InvPla_105	39.301433	39.301433	-82.922114	-82.922114
HOCU_InvPla_78	39.38817	39.38817	-82.983649	-82.983649
HOCU_InvPla_2	39.231465	39.231465	-83.224632	-83.224632
HOCU_InvPla_68	39.37572	39.37572	-83.00166	-83.00166
HOCU_InvPla_8	39.363771	39.363771	-83.100687	-83.100687
HOCU_InvPla_87	39.388763	39.388763	-82.978503	-82.978503
HOCU_InvPla_84	39.388943	39.388943	-82.980748	-82.980748
HOCU_InvPla_103	39.30016	39.30016	-82.923433	-82.923433
HOCU_InvPla_11	39.363762	39.363762	-83.099643	-83.099643
HOCU_InvPla_102	39.300829	39.300829	-82.923076	-82.923076
HOCU_InvPla_15	39.362876	39.362876	-83.098567	-83.098567
HOCU_InvPla_16	39.362216	39.362216	-83.098359	-83.098359
HOCU_InvPla_7	39.362464	39.362464	-83.101502	-83.101502
HOCU_InvPla_18	39.362895	39.362895	-83.097524	-83.097524
HOCU_InvPla_63	39.375068	39.375068	-83.005916	-83.005916
HOCU_InvPla_62	39.374073	39.374073	-83.006771	-83.006771
HOCU_InvPla_79	39.388706	39.388706	-82.982783	-82.982783
HOCU_InvPla_82	39.388093	39.388093	-82.981781	-82.981781
HOCU_InvPla_81	39.388857	39.388857	-82.981758	-82.981758
HOCU_InvPla_80	39.388014	39.388014	-82.982821	-82.982821
HOCU_InvPla_85	39.388949	39.388949	-82.979704	-82.979704
HOME_InvPla_4	34.517561	34.517561	-93.104753	-93.104753
HOME_InvPla_68	34.50024	34.50024	-93.095989	-93.095989
HOME_InvPla_79	34.540584	34.540584	-93.046215	-93.046215
HOME_InvPla_63	40.285728	40.285728	-96.829308	-96.829308
LIBO_InvPla_40	38.116939	38.116939	-86.995884	-86.995884
LIBO_InvPla_11	38.12328	38.12328	-86.99637	-86.99637
LIBO_InvPla_15	38.122347	38.122347	-86.997152	-86.997152
LIBO_InvPla_58	38.114445	38.114445	-87.000436	-87.000436
LIBO_InvPla_4	38.125086	38.125086	-86.994379	-86.994379
LIBO_InvPla_34	38.117629	38.117629	-86.997243	-86.997243
LIBO_InvPla_19	38.121528	38.121528	-86.997384	-86.997384
LIBO_InvPla_14	38.122223	38.122223	-86.998235	-86.998235
LIBO_InvPla_6	38.124075	38.124075	-86.996142	-86.996142
LIBO_InvPla_55	38.115148	38.115148	-86.99514	-86.99514
LIBO_InvPla_49	38.116046	38.116046	-86.994871	-86.994871
LIBO_InvPla_33	38.118396	38.118396	-86.994057	-86.994057
LIBO_InvPla_31	38.118438	38.118438	-86.99624	-86.99624
LIBO_InvPla_52	38.115198	38.115198	-86.999352	-86.999352
LIBO_InvPla_28	38.119235	38.119235	-86.997112	-86.997112
LIBO_InvPla_75	38.11217	38.11217	-86.996654	-86.996654
LIBO_InvPla_64	38.114387	38.114387	-86.99422	-86.99422
LIBO_InvPla_53	38.115201	38.115201	-86.998383	-86.998383
LIBO_InvPla_77	38.112744	38.112744	-86.994279	-86.994279
LIBO_InvPla_60	38.114399	38.114399	-86.998397	-86.998397
LIBO_InvPla_45	38.115854	38.115854	-86.998723	-86.998723
LIBO_InvPla_1	38.125096	38.125096	-86.997727	-86.997727
LIBO_InvPla_24	38.120822	38.120822	-86.995246	-86.995246
LIBO_InvPla_22	38.121634	38.121634	-86.994301	-86.994301
LIBO_InvPla_25	38.120816	38.120816	-86.994298	-86.994298
LIBO_InvPla_20	38.121633	38.121633	-86.996272	-86.996272
LIBO_InvPla_63	38.11439	38.11439	-86.995194	-86.995194
LIBO_InvPla_36	38.117713	38.117713	-86.994965	-86.994965
LIBO_InvPla_44	38.115882	38.115882	-87.000188	-87.000188
LIBO_InvPla_42	38.116834	38.116834	-86.993857	-86.993857
LIBO_InvPla_30	38.119201	38.119201	-86.994591	-86.994591
LIBO_InvPla_50	38.115986	38.115986	-86.993858	-86.993858
