geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
1	37.10364242	37.10364242	-93.4023314	-93.4023314
2	37.09303374	37.09303374	-93.40342719	-93.40342719
3	37.09721264	37.09721264	-93.41139693	-93.41139693
4	37.10280183	37.10280183	-93.41588539	-93.41588539
5	37.10342594	37.10342594	-93.40251377	-93.40251377
6	37.10342374	37.10342374	-93.40251351	-93.40251351
7	37.0930516	37.0930516	-93.40342652	-93.40342652
8	37.09326881	37.09326881	-93.40347017	-93.40347017
9	37.11643731	37.11643731	-93.41378083	-93.41378083
10	37.11567452	37.11567452	-93.40514565	-93.40514565
11	37.11114959	37.11114959	-93.40068893	-93.40068893
12	37.10002578	37.10002578	-93.40442029	-93.40442029
13	37.09964645	37.09964645	-93.40438566	-93.40438566
14	37.09733517	37.09733517	-93.40406112	-93.40406112
15	37.09423066	37.09423066	-93.40363242	-93.40363242
16	37.09366115	37.09366115	-93.40351765	-93.40351765
17	37.09227588	37.09227588	-93.40350645	-93.40350645
18	37.09145393	37.09145393	-93.40491115	-93.40491115
19	37.09137787	37.09137787	-93.40525151	-93.40525151
20	37.09193794	37.09193794	-93.4038399	-93.4038399
21	37.09136682	37.09136682	-93.40537302	-93.40537302
22	37.09137931	37.09137931	-93.4059428	-93.4059428
23	37.09238061	37.09238061	-93.40731532	-93.40731532
24	37.09312103	37.09312103	-93.40758274	-93.40758274
25	37.09312643	37.09312643	-93.40758615	-93.40758615
26	37.09786708	37.09786708	-93.41161538	-93.41161538
27	37.0942447	37.0942447	-93.40360797	-93.40360797
28	37.09145849	37.09145849	-93.40490791	-93.40490791
29	37.09221467	37.09221467	-93.40723188	-93.40723188
30	37.09392156	37.09392156	-93.40778197	-93.40778197
31	37.09392001	37.09392001	-93.40777728	-93.40777728
32	37.09583922	37.09583922	-93.4100322	-93.4100322
33	37.09587376	37.09587376	-93.41075952	-93.41075952
34	37.09770461	37.09770461	-93.41150842	-93.41150842
35	37.11566781	37.11566781	-93.40477639	-93.40477639
36	37.11177803	37.11177803	-93.40123756	-93.40123756
37	37.09924608	37.09924608	-93.4043385	-93.4043385
38	37.09884533	37.09884533	-93.40427666	-93.40427666
39	37.0937455	37.0937455	-93.4035272	-93.4035272
40	37.09242879	37.09242879	-93.4034373	-93.4034373
41	37.09135619	37.09135619	-93.40543405	-93.40543405
42	37.09136834	37.09136834	-93.40588388	-93.40588388
43	37.09769737	37.09769737	-93.41148794	-93.41148794
44	37.10744577	37.10744577	-93.39911455	-93.39911455
45	37.10030574	37.10030574	-93.40439313	-93.40439313
46	37.09839083	37.09839083	-93.40421766	-93.40421766
47	37.09217746	37.09217746	-93.4036012	-93.4036012
48	37.11623949	37.11623949	-93.41339621	-93.41339621
49	37.11566875	37.11566875	-93.40530595	-93.40530595
50	37.11463916	37.11463916	-93.40221501	-93.40221501
51	37.10000762	37.10000762	-93.40440761	-93.40440761
52	37.09958575	37.09958575	-93.40438958	-93.40438958
53	37.09686609	37.09686609	-93.40399525	-93.40399525
54	37.09191146	37.09191146	-93.40388656	-93.40388656
55	37.09162287	37.09162287	-93.40664268	-93.40664268
56	37.09169923	37.09169923	-93.40674456	-93.40674456
57	37.09333561	37.09333561	-93.4076521	-93.4076521
58	37.09676123	37.09676123	-93.40398131	-93.40398131
59	37.09565996	37.09565996	-93.40836981	-93.40836981
60	37.11253412	37.11253412	-93.40162533	-93.40162533
61	37.11178665	37.11178665	-93.40125001	-93.40125001
62	37.09966482	37.09966482	-93.40438993	-93.40438993
63	37.09428213	37.09428213	-93.40361598	-93.40361598
64	37.09139577	37.09139577	-93.40511525	-93.40511525
65	37.09387301	37.09387301	-93.40777164	-93.40777164
66	37.09389869	37.09389869	-93.40778051	-93.40778051
67	37.09444702	37.09444702	-93.40782915	-93.40782915
68	37.09767868	37.09767868	-93.41150106	-93.41150106
69	37.11172289	37.11172289	-93.40121496	-93.40121496
70	37.09993196	37.09993196	-93.40442616	-93.40442616
71	37.0996443	37.0996443	-93.40440499	-93.40440499
72	37.09423382	37.09423382	-93.40361492	-93.40361492
73	37.09217632	37.09217632	-93.40360014	-93.40360014
74	37.091869	37.091869	-93.40396107	-93.40396107
75	37.0913677	37.0913677	-93.40531036	-93.40531036
76	37.09137299	37.09137299	-93.40587462	-93.40587462
77	37.097694	37.097694	-93.41151242	-93.41151242
78	37.09883032	37.09883032	-93.41349672	-93.41349672
79	37.1167066	37.1167066	-93.41442106	-93.41442106
80	37.11566749	37.11566749	-93.40518983	-93.40518983
81	37.11567523	37.11567523	-93.40488461	-93.40488461
82	37.11567805	37.11567805	-93.40428444	-93.40428444
83	37.10762011	37.10762011	-93.39902375	-93.39902375
84	37.09972687	37.09972687	-93.40440598	-93.40440598
85	37.10370258	37.10370258	-93.40227892	-93.40227892
86	37.09302738	37.09302738	-93.40342582	-93.40342582
87	37.10238692	37.10238692	-93.41566345	-93.41566345
88	37.11592895	37.11592895	-93.4166375	-93.4166375
89	37.11567484	37.11567484	-93.40531605	-93.40531605
90	37.09994216	37.09994216	-93.40442195	-93.40442195
91	37.09963345	37.09963345	-93.40440164	-93.40440164
92	37.09676223	37.09676223	-93.40398362	-93.40398362
93	37.09198949	37.09198949	-93.40378627	-93.40378627
94	37.09184776	37.09184776	-93.40399684	-93.40399684
95	37.09158207	37.09158207	-93.40458031	-93.40458031
96	37.09244334	37.09244334	-93.40732116	-93.40732116
97	37.09352928	37.09352928	-93.40771329	-93.40771329
98	36.44030538	36.44030538	-94.03778487	-94.03778487
99	36.44191812	36.44191812	-94.04938166	-94.04938166
100	36.44192647	36.44192647	-94.04948757	-94.04948757
101	36.45559526	36.45559526	-94.04615848	-94.04615848
102	36.45585948	36.45585948	-94.04474183	-94.04474183
103	36.44601404	36.44601404	-94.05191451	-94.05191451
104	36.44634978	36.44634978	-94.05183195	-94.05183195
105	36.45198881	36.45198881	-94.05134581	-94.05134581
106	36.45309838	36.45309838	-94.0508091	-94.0508091
107	36.46065737	36.46065737	-94.0249599	-94.0249599
108	36.45296113	36.45296113	-94.01619388	-94.01619388
109	36.44573232	36.44573232	-94.02632709	-94.02632709
110	34.0268326	34.0268326	-91.3439944	-91.3439944
111	34.02433819	34.02433819	-91.34320868	-91.34320868
112	34.0196078	34.0196078	-91.34519574	-91.34519574
113	34.02302515	34.02302515	-91.3509327	-91.3509327
114	34.02281279	34.02281279	-91.35137037	-91.35137037
115	34.02244796	34.02244796	-91.35181263	-91.35181263
116	34.02683329	34.02683329	-91.34420073	-91.34420073
117	34.02431424	34.02431424	-91.34321125	-91.34321125
118	34.01883616	34.01883616	-91.34616335	-91.34616335
119	34.0170017	34.0170017	-91.34515278	-91.34515278
120	34.02309814	34.02309814	-91.35046334	-91.35046334
121	34.02308429	34.02308429	-91.35060933	-91.35060933
122	34.02236533	34.02236533	-91.35189365	-91.35189365
123	34.0219371	34.0219371	-91.35228082	-91.35228082
124	34.02683382	34.02683382	-91.34387802	-91.34387802
125	34.02429613	34.02429613	-91.34320932	-91.34320932
126	34.02284559	34.02284559	-91.35133094	-91.35133094
127	34.02248617	34.02248617	-91.35178556	-91.35178556
128	34.02197827	34.02197827	-91.35223072	-91.35223072
129	34.01874003	34.01874003	-91.34629609	-91.34629609
130	34.0268615	34.0268615	-91.34652167	-91.34652167
131	34.02685397	34.02685397	-91.34604664	-91.34604664
132	34.02397463	34.02397463	-91.34322054	-91.34322054
133	34.02234193	34.02234193	-91.35192409	-91.35192409
134	34.02685548	34.02685548	-91.34712026	-91.34712026
135	36.44084234	36.44084234	-94.03209145	-94.03209145
136	36.45364946	36.45364946	-94.05046737	-94.05046737
137	36.4539599	36.4539599	-94.0501005	-94.0501005
138	36.45371682	36.45371682	-94.02159131	-94.02159131
139	36.45334122	36.45334122	-94.01680419	-94.01680419
140	36.44485857	36.44485857	-94.02669473	-94.02669473
141	36.4441635	36.4441635	-94.02697359	-94.02697359
142	36.44393169	36.44393169	-94.02709272	-94.02709272
143	36.44368061	36.44368061	-94.02716269	-94.02716269
144	36.4432037	36.4432037	-94.02801566	-94.02801566
145	36.44079512	36.44079512	-94.03224212	-94.03224212
146	36.4402986	36.4402986	-94.03757333	-94.03757333
147	36.44592428	36.44592428	-94.05193656	-94.05193656
148	36.45368436	36.45368436	-94.02172289	-94.02172289
149	36.44512754	36.44512754	-94.02658162	-94.02658162
150	36.44465495	36.44465495	-94.02677347	-94.02677347
151	36.44078073	36.44078073	-94.03227874	-94.03227874
152	36.44029643	36.44029643	-94.03768938	-94.03768938
153	36.4456113	36.4456113	-94.0520484	-94.0520484
154	36.45357237	36.45357237	-94.05051273	-94.05051273
155	36.45398718	36.45398718	-94.05004088	-94.05004088
156	36.45370746	36.45370746	-94.02153774	-94.02153774
157	36.44727443	36.44727443	-94.0255392	-94.0255392
158	36.44373453	36.44373453	-94.02714021	-94.02714021
159	36.44019122	36.44019122	-94.04496015	-94.04496015
160	36.45829851	36.45829851	-94.02207128	-94.02207128
161	36.45342208	36.45342208	-94.01709613	-94.01709613
162	36.44538288	36.44538288	-94.02648051	-94.02648051
163	36.44370274	36.44370274	-94.02716358	-94.02716358
164	36.44275353	36.44275353	-94.02875217	-94.02875217
165	36.46363687	36.46363687	-94.03631503	-94.03631503
166	36.44183223	36.44183223	-94.04897809	-94.04897809
167	36.45140598	36.45140598	-94.05147545	-94.05147545
168	36.46365302	36.46365302	-94.03641492	-94.03641492
169	36.44975799	36.44975799	-94.02134908	-94.02134908
170	36.44029162	36.44029162	-94.04778394	-94.04778394
171	36.44149698	36.44149698	-94.04850042	-94.04850042
172	36.4555731	36.4555731	-94.04623269	-94.04623269
173	36.45594987	36.45594987	-94.04438763	-94.04438763
174	36.4636243	36.4636243	-94.03692237	-94.03692237
175	36.46093817	36.46093817	-94.02578472	-94.02578472
176	36.45132346	36.45132346	-94.01862891	-94.01862891
177	36.45060756	36.45060756	-94.01991495	-94.01991495
178	36.44350103	36.44350103	-94.02750174	-94.02750174
179	36.44321785	36.44321785	-94.02798909	-94.02798909
180	36.44015512	36.44015512	-94.04526638	-94.04526638
181	36.46091494	36.46091494	-94.04101278	-94.04101278
182	36.45342739	36.45342739	-94.01709903	-94.01709903
183	36.46128324	36.46128324	-94.04071726	-94.04071726
184	36.46145061	36.46145061	-94.04058055	-94.04058055
185	36.4534196	36.4534196	-94.01709216	-94.01709216
186	36.45060857	36.45060857	-94.01987933	-94.01987933
187	36.44174502	36.44174502	-94.03046252	-94.03046252
188	36.44092969	36.44092969	-94.03189249	-94.03189249
189	36.44442677	36.44442677	-94.05233822	-94.05233822
190	36.44508821	36.44508821	-94.05225975	-94.05225975
191	36.44640031	36.44640031	-94.05182992	-94.05182992
192	36.45352494	36.45352494	-94.05055873	-94.05055873
193	36.45059586	36.45059586	-94.01988804	-94.01988804
194	36.45042457	36.45042457	-94.02017511	-94.02017511
195	36.44495766	36.44495766	-94.02664945	-94.02664945
196	36.44471957	36.44471957	-94.0267477	-94.0267477
197	36.44445538	36.44445538	-94.02685251	-94.02685251
198	36.44099414	36.44099414	-94.03176622	-94.03176622
199	36.44454763	36.44454763	-94.05234378	-94.05234378
200	36.44496522	36.44496522	-94.05229661	-94.05229661
201	36.44630647	36.44630647	-94.05183681	-94.05183681
202	36.45354552	36.45354552	-94.05054285	-94.05054285
203	36.45945092	36.45945092	-94.04543682	-94.04543682
204	36.45043016	36.45043016	-94.02019961	-94.02019961
205	36.45047352	36.45047352	-94.02013123	-94.02013123
206	36.44484853	36.44484853	-94.02669449	-94.02669449
207	36.44457981	36.44457981	-94.02680527	-94.02680527
208	36.4410061	36.4410061	-94.03174257	-94.03174257
209	36.44447182	36.44447182	-94.0523362	-94.0523362
210	36.44490966	36.44490966	-94.05231858	-94.05231858
211	36.44632723	36.44632723	-94.0518311	-94.0518311
212	36.45349684	36.45349684	-94.05057753	-94.05057753
213	36.45008957	36.45008957	-94.02077541	-94.02077541
214	36.44369638	36.44369638	-94.02715353	-94.02715353
215	36.44195232	36.44195232	-94.03010953	-94.03010953
216	36.4554972	36.4554972	-94.04649619	-94.04649619
217	36.4515841	36.4515841	-94.01817281	-94.01817281
218	36.45590009	36.45590009	-94.04456967	-94.04456967
219	36.46390619	36.46390619	-94.03260792	-94.03260792
220	36.44358512	36.44358512	-94.02744364	-94.02744364
221	36.44328054	36.44328054	-94.02786127	-94.02786127
222	36.44088043	36.44088043	-94.0320397	-94.0320397
223	36.44055229	36.44055229	-94.03293514	-94.03293514
224	36.44443898	36.44443898	-94.05232746	-94.05232746
225	36.44515579	36.44515579	-94.05221299	-94.05221299
226	36.4455026	36.4455026	-94.05209451	-94.05209451
227	36.44223212	36.44223212	-94.02965121	-94.02965121
228	36.44181943	36.44181943	-94.03035341	-94.03035341
229	36.44160142	36.44160142	-94.03068508	-94.03068508
230	36.44134852	36.44134852	-94.03113438	-94.03113438
231	36.44072792	36.44072792	-94.03239286	-94.03239286
232	36.44036291	36.44036291	-94.03383017	-94.03383017
233	36.44190077	36.44190077	-94.05203386	-94.05203386
234	36.44480914	36.44480914	-94.05233662	-94.05233662
235	36.44525655	36.44525655	-94.05217178	-94.05217178
236	36.4458515	36.4458515	-94.05196181	-94.05196181
237	36.44633144	36.44633144	-94.05183367	-94.05183367
238	36.44636683	36.44636683	-94.05182695	-94.05182695
239	36.46081784	36.46081784	-94.02537986	-94.02537986
240	36.44750026	36.44750026	-94.02527558	-94.02527558
241	36.44369281	36.44369281	-94.02716386	-94.02716386
242	36.44218939	36.44218939	-94.02970167	-94.02970167
243	36.44212319	36.44212319	-94.02983096	-94.02983096
244	36.44202242	36.44202242	-94.03000025	-94.03000025
245	36.44104037	36.44104037	-94.0316761	-94.0316761
246	36.44072955	36.44072955	-94.03240565	-94.03240565
247	36.44031909	36.44031909	-94.0385009	-94.0385009
248	36.44461119	36.44461119	-94.05234693	-94.05234693
249	36.44499205	36.44499205	-94.05228569	-94.05228569
250	36.44631567	36.44631567	-94.05183556	-94.05183556
251	36.44641212	36.44641212	-94.05182075	-94.05182075
252	36.46057293	36.46057293	-94.0247532	-94.0247532
253	36.45625144	36.45625144	-94.02213339	-94.02213339
254	36.45606968	36.45606968	-94.02229462	-94.02229462
255	36.45364658	36.45364658	-94.02196721	-94.02196721
256	36.44752006	36.44752006	-94.02523572	-94.02523572
257	34.02686848	34.02686848	-91.34649252	-91.34649252
258	34.02685477	34.02685477	-91.34584831	-91.34584831
259	34.02684624	34.02684624	-91.34442406	-91.34442406
260	34.02438938	34.02438938	-91.34322035	-91.34322035
261	34.02304789	34.02304789	-91.35084072	-91.35084072
262	34.02684062	34.02684062	-91.3472116	-91.3472116
263	34.02684122	34.02684122	-91.34691969	-91.34691969
264	34.02684749	34.02684749	-91.34604945	-91.34604945
265	34.02683738	34.02683738	-91.34441758	-91.34441758
266	34.02366973	34.02366973	-91.34323048	-91.34323048
267	34.02299168	34.02299168	-91.35097992	-91.35097992
268	34.022666	34.022666	-91.35157123	-91.35157123
269	34.02391374	34.02391374	-91.34322341	-91.34322341
270	34.01792159	34.01792159	-91.34668469	-91.34668469
271	34.02213591	34.02213591	-91.34627432	-91.34627432
272	34.02297366	34.02297366	-91.35104246	-91.35104246
273	34.02275285	34.02275285	-91.35145248	-91.35145248
274	34.02229908	34.02229908	-91.35196755	-91.35196755
275	34.02129365	34.02129365	-91.35320389	-91.35320389
276	34.02133893	34.02133893	-91.3530217	-91.3530217
277	34.0242921	34.0242921	-91.34319802	-91.34319802
278	34.01785232	34.01785232	-91.34664057	-91.34664057
279	34.02302201	34.02302201	-91.35093628	-91.35093628
280	34.02297099	34.02297099	-91.35109852	-91.35109852
281	34.02231787	34.02231787	-91.35195066	-91.35195066
282	34.02220583	34.02220583	-91.35204179	-91.35204179
283	34.02126674	34.02126674	-91.35333544	-91.35333544
284	34.02423027	34.02423027	-91.34320322	-91.34320322
285	34.01776987	34.01776987	-91.34657104	-91.34657104
286	34.02219591	34.02219591	-91.35203763	-91.35203763
287	34.02222789	34.02222789	-91.35201867	-91.35201867
288	34.02205329	34.02205329	-91.35216581	-91.35216581
289	34.02127439	34.02127439	-91.3533565	-91.3533565
290	34.02430726	34.02430726	-91.34319668	-91.34319668
291	34.01724094	34.01724094	-91.34583195	-91.34583195
292	34.02650178	34.02650178	-91.34858757	-91.34858757
293	34.02685482	34.02685482	-91.34548718	-91.34548718
294	34.02685135	34.02685135	-91.34488873	-91.34488873
295	34.02460898	34.02460898	-91.34318641	-91.34318641
296	34.02649777	34.02649777	-91.34860117	-91.34860117
297	34.02684994	34.02684994	-91.34723834	-91.34723834
298	34.02685811	34.02685811	-91.34567106	-91.34567106
299	34.02684021	34.02684021	-91.34451031	-91.34451031
300	34.02684839	34.02684839	-91.34390815	-91.34390815
301	34.01739306	34.01739306	-91.34577384	-91.34577384
302	34.02218768	34.02218768	-91.3452483	-91.3452483
303	34.01783058	34.01783058	-91.34663487	-91.34663487
304	34.02276322	34.02276322	-91.34941293	-91.34941293
305	34.02307281	34.02307281	-91.35061447	-91.35061447
306	34.02336594	34.02336594	-91.3431979	-91.3431979
307	34.01790325	34.01790325	-91.34669106	-91.34669106
308	34.02282781	34.02282781	-91.34343672	-91.34343672
309	34.02238566	34.02238566	-91.34404711	-91.34404711
310	34.02238742	34.02238742	-91.34404585	-91.34404585
311	34.01742876	34.01742876	-91.34611447	-91.34611447
312	34.02288573	34.02288573	-91.34973187	-91.34973187
313	34.02297192	34.02297192	-91.34996996	-91.34996996
314	34.0230703	34.0230703	-91.35033071	-91.35033071
315	34.0268465	34.0268465	-91.34575688	-91.34575688
316	34.01780595	34.01780595	-91.34660257	-91.34660257
317	34.02210211	34.02210211	-91.34736083	-91.34736083
318	34.02305992	34.02305992	-91.35066514	-91.35066514
319	34.0228564	34.0228564	-91.35127021	-91.35127021
320	34.02646303	34.02646303	-91.34865195	-91.34865195
321	34.02206126	34.02206126	-91.34656652	-91.34656652
322	34.02212368	34.02212368	-91.34749633	-91.34749633
323	34.02301505	34.02301505	-91.35008763	-91.35008763
324	36.44035841	36.44035841	-94.04364402	-94.04364402
325	36.44191014	36.44191014	-94.04964022	-94.04964022
326	36.44490452	36.44490452	-94.05231746	-94.05231746
327	36.44490596	36.44490596	-94.05231928	-94.05231928
328	36.44920694	36.44920694	-94.05101726	-94.05101726
329	36.44939933	36.44939933	-94.05102004	-94.05102004
330	36.4589221	36.4589221	-94.02250353	-94.02250353
331	36.45623292	36.45623292	-94.02217223	-94.02217223
332	36.44361024	36.44361024	-94.02720431	-94.02720431
333	36.44302687	36.44302687	-94.02829092	-94.02829092
334	36.4415617	36.4415617	-94.03076526	-94.03076526
335	36.44087366	36.44087366	-94.03204731	-94.03204731
336	36.44053082	36.44053082	-94.03302875	-94.03302875
337	36.44037629	36.44037629	-94.03377912	-94.03377912
338	36.44031194	36.44031194	-94.03422981	-94.03422981
339	36.44129011	36.44129011	-94.05129452	-94.05129452
340	36.4442577	36.4442577	-94.0522874	-94.0522874
341	36.44738502	36.44738502	-94.05166917	-94.05166917
342	36.45274308	36.45274308	-94.05099468	-94.05099468
343	36.4545008	36.4545008	-94.04884655	-94.04884655
344	36.4600627	36.4600627	-94.02381283	-94.02381283
345	36.45601864	36.45601864	-94.0223473	-94.0223473
346	36.45544639	36.45544639	-94.02269279	-94.02269279
347	36.44715659	36.44715659	-94.0256656	-94.0256656
348	36.44585462	36.44585462	-94.026299	-94.026299
349	36.44361305	36.44361305	-94.02723908	-94.02723908
350	36.44175234	36.44175234	-94.03046152	-94.03046152
351	36.44172223	36.44172223	-94.03051299	-94.03051299
352	36.44035589	36.44035589	-94.03388935	-94.03388935
353	36.44028851	36.44028851	-94.03649004	-94.03649004
354	36.44034789	36.44034789	-94.04384233	-94.04384233
355	36.44424424	36.44424424	-94.05228091	-94.05228091
356	36.44430494	36.44430494	-94.05230193	-94.05230193
357	36.4448992	36.4448992	-94.05232538	-94.05232538
358	36.44670215	36.44670215	-94.05179519	-94.05179519
359	36.45228719	36.45228719	-94.05121852	-94.05121852
360	36.45240427	36.45240427	-94.05116304	-94.05116304
361	36.45908451	36.45908451	-94.04550509	-94.04550509
362	36.45928202	36.45928202	-94.0454887	-94.0454887
363	36.45362291	36.45362291	-94.02209865	-94.02209865
364	36.45273475	36.45273475	-94.01641192	-94.01641192
365	36.44828843	36.44828843	-94.02393001	-94.02393001
366	36.44528206	36.44528206	-94.02653318	-94.02653318
367	36.44527301	36.44527301	-94.02653564	-94.02653564
368	37.11687563	37.11687563	-93.407962	-93.407962
369	37.11276582	37.11276582	-93.40169255	-93.40169255
370	37.11167385	37.11167385	-93.4011635	-93.4011635
371	37.108414	37.108414	-93.3985822	-93.3985822
372	37.10555587	37.10555587	-93.40062116	-93.40062116
373	37.09794475	37.09794475	-93.40415479	-93.40415479
374	37.09144199	37.09144199	-93.40621702	-93.40621702
375	37.09785758	37.09785758	-93.41160811	-93.41160811
376	37.11703737	37.11703737	-93.40842348	-93.40842348
377	37.11292592	37.11292592	-93.40171223	-93.40171223
378	37.11114755	37.11114755	-93.40067539	-93.40067539
379	37.09766115	37.09766115	-93.40411312	-93.40411312
380	37.09142223	37.09142223	-93.40502605	-93.40502605
381	37.09209763	37.09209763	-93.40716657	-93.40716657
382	37.09408092	37.09408092	-93.40781914	-93.40781914
383	37.11609747	37.11609747	-93.41648118	-93.41648118
384	37.11578038	37.11578038	-93.40609887	-93.40609887
385	37.11567771	37.11567771	-93.40466696	-93.40466696
386	37.11079404	37.11079404	-93.40022579	-93.40022579
387	37.10979035	37.10979035	-93.39861412	-93.39861412
388	37.10028207	37.10028207	-93.40441124	-93.40441124
389	37.09491063	37.09491063	-93.40787562	-93.40787562
390	36.44028458	36.44028458	-94.03650105	-94.03650105
391	36.45970798	36.45970798	-94.04529043	-94.04529043
392	36.46053052	36.46053052	-94.04134853	-94.04134853
393	36.45382957	36.45382957	-94.02001148	-94.02001148
394	36.4531291	36.4531291	-94.01623508	-94.01623508
395	36.45303129	36.45303129	-94.01618714	-94.01618714
396	36.44997213	36.44997213	-94.0209941	-94.0209941
397	36.44030813	36.44030813	-94.0377196	-94.0377196
398	36.44003093	36.44003093	-94.04105768	-94.04105768
399	36.44625137	36.44625137	-94.05185236	-94.05185236
400	36.45183854	36.45183854	-94.05140101	-94.05140101
401	36.46011498	36.46011498	-94.04475691	-94.04475691
402	36.44580076	36.44580076	-94.02631426	-94.02631426
403	36.44534302	36.44534302	-94.02650562	-94.02650562
404	36.44520031	36.44520031	-94.02656373	-94.02656373
405	36.44782968	36.44782968	-94.05137138	-94.05137138
406	36.45233719	36.45233719	-94.05120009	-94.05120009
407	36.45635298	36.45635298	-94.02205857	-94.02205857
408	36.45360179	36.45360179	-94.01912833	-94.01912833
409	36.45097056	36.45097056	-94.01924341	-94.01924341
410	36.44944351	36.44944351	-94.02189648	-94.02189648
411	36.44573931	36.44573931	-94.02632479	-94.02632479
412	36.44554871	36.44554871	-94.02641121	-94.02641121
413	36.44498614	36.44498614	-94.02663894	-94.02663894
414	37.10893089	37.10893089	-93.39846846	-93.39846846
415	37.09187911	37.09187911	-93.40394368	-93.40394368
416	37.10992943	37.10992943	-93.4179014	-93.4179014
417	37.1144621	37.1144621	-93.40213399	-93.40213399
418	37.11347416	37.11347416	-93.40181777	-93.40181777
419	37.1117986	37.1117986	-93.40125837	-93.40125837
420	37.10064503	37.10064503	-93.40436246	-93.40436246
421	37.09783278	37.09783278	-93.40413447	-93.40413447
422	37.09181953	37.09181953	-93.40407832	-93.40407832
423	37.09306266	37.09306266	-93.40757281	-93.40757281
424	37.09772116	37.09772116	-93.41152743	-93.41152743
425	37.09777439	37.09777439	-93.41155816	-93.41155816
426	37.11436289	37.11436289	-93.4020842	-93.4020842
427	37.11201444	37.11201444	-93.40138094	-93.40138094
428	37.09635987	37.09635987	-93.40391884	-93.40391884
429	34.01819273	34.01819273	-91.3467435	-91.3467435
430	34.01715984	34.01715984	-91.34572516	-91.34572516
431	34.02431916	34.02431916	-91.34319978	-91.34319978
432	34.02423613	34.02423613	-91.3432051	-91.3432051
433	34.01760296	34.01760296	-91.34637891	-91.34637891
434	37.11617341	37.11617341	-93.4163896	-93.4163896
435	37.11327005	37.11327005	-93.40177986	-93.40177986
436	37.10788897	37.10788897	-93.39887172	-93.39887172
437	37.10483579	37.10483579	-93.40125656	-93.40125656
438	37.10470993	37.10470993	-93.40136932	-93.40136932
439	37.10328105	37.10328105	-93.40266118	-93.40266118
440	37.09201638	37.09201638	-93.40375602	-93.40375602
441	37.0918284	37.0918284	-93.40404944	-93.40404944
442	37.09216113	37.09216113	-93.40719956	-93.40719956
443	37.09362109	37.09362109	-93.40774256	-93.40774256
444	37.09842799	37.09842799	-93.41249187	-93.41249187
445	37.09929392	37.09929392	-93.41438448	-93.41438448
446	37.11662445	37.11662445	-93.40752261	-93.40752261
447	37.10449091	37.10449091	-93.40157475	-93.40157475
448	37.0915928	37.0915928	-93.40458694	-93.40458694
449	37.09413776	37.09413776	-93.40782002	-93.40782002
450	37.09928888	37.09928888	-93.41437374	-93.41437374
451	37.11658571	37.11658571	-93.40746131	-93.40746131
452	37.09153416	37.09153416	-93.40473351	-93.40473351
453	37.09382571	37.09382571	-93.40777226	-93.40777226
454	37.09882385	37.09882385	-93.41345114	-93.41345114
455	37.09928109	37.09928109	-93.41437425	-93.41437425
456	37.09940596	37.09940596	-93.41452195	-93.41452195
457	37.10979789	37.10979789	-93.39861292	-93.39861292
458	37.09491529	37.09491529	-93.40787756	-93.40787756
459	37.09719016	37.09719016	-93.41141011	-93.41141011
460	37.09845923	37.09845923	-93.41258455	-93.41258455
461	37.10984488	37.10984488	-93.3986446	-93.3986446
462	37.1042064	37.1042064	-93.40183199	-93.40183199
463	37.09192524	37.09192524	-93.40701638	-93.40701638
464	37.09374882	37.09374882	-93.40776595	-93.40776595
465	37.095841	37.095841	-93.4101579	-93.4101579
466	37.09721686	37.09721686	-93.41141498	-93.41141498
467	37.0984483	37.0984483	-93.41254485	-93.41254485
468	37.09856464	37.09856464	-93.4128412	-93.4128412
469	37.10984528	37.10984528	-93.39864106	-93.39864106
470	37.09582842	37.09582842	-93.40969781	-93.40969781
471	37.09713513	37.09713513	-93.41141474	-93.41141474
472	37.09848083	37.09848083	-93.41262191	-93.41262191
473	37.11648786	37.11648786	-93.40732305	-93.40732305
474	37.10801733	37.10801733	-93.39879508	-93.39879508
475	37.10795606	37.10795606	-93.39883445	-93.39883445
476	37.10554084	37.10554084	-93.40065524	-93.40065524
477	37.09707691	37.09707691	-93.40402967	-93.40402967
478	37.09136529	37.09136529	-93.40577291	-93.40577291
479	37.09199961	37.09199961	-93.40707283	-93.40707283
480	37.09444956	37.09444956	-93.40783755	-93.40783755
481	37.09474979	37.09474979	-93.40787096	-93.40787096
482	37.09474281	37.09474281	-93.40786687	-93.40786687
483	37.09137716	37.09137716	-93.40533731	-93.40533731
484	37.09471795	37.09471795	-93.40785413	-93.40785413
485	37.10793458	37.10793458	-93.39884626	-93.39884626
486	37.10774567	37.10774567	-93.39896284	-93.39896284
487	37.09144643	37.09144643	-93.40496276	-93.40496276
488	37.09245223	37.09245223	-93.40733347	-93.40733347
489	37.09255012	37.09255012	-93.40737428	-93.40737428
490	37.0939925	37.0939925	-93.40779631	-93.40779631
491	37.10795224	37.10795224	-93.39883727	-93.39883727
492	37.09146516	37.09146516	-93.4049202	-93.4049202
493	37.09151504	37.09151504	-93.40639071	-93.40639071
494	37.0915561	37.0915561	-93.40649638	-93.40649638
495	37.09160151	37.09160151	-93.40659394	-93.40659394
496	37.0932922	37.0932922	-93.40763756	-93.40763756
497	37.09155168	37.09155168	-93.40469593	-93.40469593
498	37.09135986	37.09135986	-93.40556402	-93.40556402
