ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,Season,StartDate,EndDate,RiffleNo,RiffleLength,Temperature,SpecificConductance,pH,DO,Turbidity,Note
Buffalo National River,BUFF,BUFFRMINVEBM04,04,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,14.00,231.70,8.27,9.91,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,04,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,10.10,168.70,8.10,11.58,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,04,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,10.20,169.30,8.19,11.46,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,04,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,10.20,168.90,8.25,11.36,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,04,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,14.20,224.80,8.09,11.17,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,04,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,14.40,218.80,7.85,11.25,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,04,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,14.90,223.30,7.99,11.48,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2005,11/29/2005 0:00:00,12/14/2005 0:00:00,1,62.00,5.50,171.80,5.12,12.96,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2005,11/29/2005 0:00:00,12/14/2005 0:00:00,2,37.00,5.30,174.40,7.82,13.77,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2005,11/29/2005 0:00:00,12/14/2005 0:00:00,3,23.00,5.30,173.30,7.50,14.60,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,1,16.00,10.80,163.70,7.53,10.80,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,2,40.00,10.40,135.10,7.32,10.71,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,3,11.80,10.30,201.00,7.29,10.02,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,1,25.00,8.70,171.10,7.74,10.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,2,36.00,9.80,177.70,7.96,9.19,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,3,25.00,9.10,171.50,7.66,9.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,1,-999.00,6.30,163.80,7.66,10.56,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,2,-999.00,6.50,165.40,8.17,13.10,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,3,-999.00,7.00,158.10,8.27,13.65,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,3.20,214.50,7.88,15.17,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,3.30,215.60,7.88,15.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,3.50,215.90,7.78,15.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,1,-999.00,8.90,192.50,8.02,12.18,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,2,-999.00,8.90,198.60,8.06,12.10,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,3,-999.00,8.90,197.70,8.14,12.27,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,2.80,187.50,8.24,14.65,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,3.10,189.40,8.08,14.97,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,3.30,188.60,8.28,15.59,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,1,-999.00,10.50,140.60,7.33,11.05,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,2,-999.00,10.70,141.30,7.75,11.18,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,3,-999.00,10.80,139.90,7.79,11.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,11.70,223.40,7.99,9.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,12.00,222.20,7.98,10.25,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,12.50,219.70,7.93,10.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,12.10,181.80,8.17,12.86,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,12.00,181.70,8.15,12.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,11.90,181.90,8.20,12.26,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,13.50,238.50,7.83,10.43,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,13.50,238.30,7.82,10.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,05,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,13.50,238.10,7.88,10.50,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2005,11/29/2005 0:00:00,12/14/2005 0:00:00,1,15.60,6.60,184.90,8.19,13.39,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2005,11/29/2005 0:00:00,12/14/2005 0:00:00,2,17.00,6.40,186.60,8.08,13.52,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2005,11/29/2005 0:00:00,12/14/2005 0:00:00,3,68.00,6.00,185.30,7.98,13.70,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,1,43.00,3.00,-999.00,-999.00,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,2,15.00,2.90,-999.00,-999.00,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,3,40.00,2.90,-999.00,-999.00,13.89,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,1,-999.00,6.70,125.70,7.69,13.06,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,2,-999.00,4.70,118.60,8.06,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,3,-999.00,7.50,128.10,8.22,12.77,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,11.10,236.00,7.77,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,11.30,234.60,8.03,14.29,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,11.20,235.70,7.94,14.07,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,1,-999.00,8.20,197.40,8.38,13.65,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,2,-999.00,7.60,198.80,8.30,12.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,3,-999.00,7.50,199.10,8.28,12.72,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,3.10,211.20,8.04,15.49,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,3.00,211.50,8.09,15.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,3.00,211.30,8.11,14.93,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,1,-999.00,8.90,207.00,8.06,12.07,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,2,-999.00,8.80,207.70,8.09,12.32,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,3,-999.00,8.70,209.10,8.17,12.36,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,5.70,245.70,7.98,10.61,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,5.40,245.90,7.94,11.33,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,5.20,246.40,8.01,10.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,10.70,188.70,8.28,12.67,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,10.70,188.60,8.35,11.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,10.60,186.60,8.41,12.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,14.60,242.00,8.22,12.08,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,14.60,241.80,8.22,12.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,06,Mainstem,,Buffalo River,,Marion,87,BUFFM06,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,14.50,242.10,8.16,11.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT01,01,Tributary,,Buffalo River,Smith Creek,Newton,279,BUFFT01,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,9.10,138.70,6.66,7.26,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT01,01,Tributary,,Buffalo River,Smith Creek,Newton,279,BUFFT01,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,9.10,139.30,6.58,8.47,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT01,01,Tributary,,Buffalo River,Smith Creek,Newton,279,BUFFT01,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,9.30,136.30,6.68,6.70,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT03,03,Tributary,,Buffalo River,Whiteley Creek,Newton,640,BUFFT03,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,1,11.00,8.90,92.10,7.53,10.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT03,03,Tributary,,Buffalo River,Whiteley Creek,Newton,640,BUFFT03,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,2,6.40,8.90,92.70,7.56,10.79,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT03,03,Tributary,,Buffalo River,Whiteley Creek,Newton,640,BUFFT03,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,3,20.50,8.80,92.70,7.65,10.74,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,04,Tributary,,Buffalo River,Sneeds Creek,Newton,441,BUFFT04,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,1,-999.00,11.90,125.10,8.53,11.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,04,Tributary,,Buffalo River,Sneeds Creek,Newton,441,BUFFT04,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,2,-999.00,11.30,124.70,8.40,11.87,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,04,Tributary,,Buffalo River,Sneeds Creek,Newton,441,BUFFT04,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,3,-999.00,11.00,123.80,8.28,11.81,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,1,19.50,10.50,195.50,7.66,8.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,2,7.50,8.90,192.00,7.23,9.33,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,3,18.70,9.60,156.40,7.60,10.30,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,2.10,163.41,7.77,13.10,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,2.20,161.70,7.75,13.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,1.50,163.40,8.02,12.99,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,11.40,265.90,8.16,6.44,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,11.20,265.60,8.43,7.60,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,10.40,267.60,8.75,8.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,11.10,288.80,7.73,10.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,10.90,288.10,7.69,10.29,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT05,05,Tributary,,Buffalo River,Cecil Creek,Newton,462,BUFFT05,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,10.90,287.80,7.60,10.38,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,06,Tributary,,Buffalo River,Glade Creek,Newton,403,BUFFT06,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,5.70,400.00,8.08,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,06,Tributary,,Buffalo River,Glade Creek,Newton,403,BUFFT06,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,4.90,400.00,7.98,13.79,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,06,Tributary,,Buffalo River,Glade Creek,Newton,403,BUFFT06,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,4.30,400.00,7.79,13.82,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,1,8.80,8.80,228.10,7.91,9.97,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,2,8.60,8.70,227.60,7.82,10.30,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,3,5.00,8.70,230.80,7.57,9.70,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,1,-999.00,8.10,356.20,8.05,11.93,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,2,-999.00,7.90,356.00,8.02,11.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,3,-999.00,7.70,354.60,8.00,11.66,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,11.80,307.60,8.04,11.56,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,11.50,318.80,8.05,11.40,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,11.40,313.60,7.84,10.01,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,1,-999.00,10.10,355.00,8.01,11.47,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,2,-999.00,9.20,357.60,7.77,11.51,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,3,-999.00,9.00,357.40,7.70,11.91,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,12.30,330.90,7.97,8.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,12.20,335.60,8.16,8.11,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,12.10,336.80,8.50,8.12,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,11.10,356.90,7.65,11.96,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,11.40,356.20,7.93,-999.00,-999.00,YSI reads .22 for DO
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,11.80,353.20,7.86,13.01,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,13.40,337.50,8.00,11.02,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,13.40,337.10,7.99,11.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,07,Tributary,,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,13.80,335.20,8.09,11.87,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT08,08,Tributary,,Buffalo River,Vanishing Creek,Newton,229,BUFFT08,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,1,-999.00,10.21,414.00,8.07,9.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT08,08,Tributary,,Buffalo River,Vanishing Creek,Newton,229,BUFFT08,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,2,-999.00,10.28,414.00,8.09,9.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT08,08,Tributary,,Buffalo River,Vanishing Creek,Newton,229,BUFFT08,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,3,-999.00,10.14,406.00,8.11,10.11,-999.00,
