ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,Season,StartDate,EndDate,RiffleNo,RiffleLength,Temperature,SpecificConductance,pH,DO,Turbidity,Note
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,1,19.00,8.00,106.10,7.64,11.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,2,20.00,8.00,105.90,7.53,12.03,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,3,8.00,8.10,106.60,7.26,12.17,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,4.70,141.00,7.99,12.80,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,4.50,141.00,7.97,12.85,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,4.60,140.80,7.91,12.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,10.60,241.40,7.64,10.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,10.80,242.30,7.60,11.16,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,10.00,244.70,7.59,10.01,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,12.30,225.40,7.98,11.89,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,12.20,225.40,7.79,12.11,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,09,Tributary,,Buffalo River,Little Buffalo,Newton,420,BUFFT09,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,12.10,225.10,7.84,12.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT10,10,Tributary,,Buffalo River,Wells Creek,Newton,638,BUFFT10,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,4.10,327.00,7.94,14.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT10,10,Tributary,,Buffalo River,Wells Creek,Newton,638,BUFFT10,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,4.10,334.60,7.82,14.39,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT10,10,Tributary,,Buffalo River,Wells Creek,Newton,638,BUFFT10,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,4.30,334.90,7.67,13.78,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,11,Tributary,,Buffalo River,Rock Creek,Newton,317,BUFFT11,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,4.80,264.20,7.93,14.62,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,11,Tributary,,Buffalo River,Rock Creek,Newton,317,BUFFT11,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,5.00,263.90,8.00,14.62,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,11,Tributary,,Buffalo River,Rock Creek,Newton,317,BUFFT11,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,5.10,264.00,7.94,14.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,1,-999.00,7.10,171.40,8.36,13.94,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,2,-999.00,7.00,163.50,8.27,14.23,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,3,-999.00,7.00,168.60,8.25,13.89,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,4.10,182.90,8.03,14.36,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,3.80,183.00,8.14,14.15,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,3.80,183.30,8.06,14.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,1,-999.00,10.40,217.30,7.74,11.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,2,-999.00,10.40,217.70,7.73,11.96,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,3,-999.00,10.80,217.60,7.69,11.20,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,12.90,254.30,7.98,8.34,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,13.10,252.00,7.90,8.69,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,13.30,250.80,7.88,8.32,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,13.50,203.20,7.67,12.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,14.00,202.80,7.84,12.93,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT13,13,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,14.30,203.10,7.87,13.44,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,14,Tributary,,Buffalo River,Lick Creek,Newton,367,BUFFT14,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,1,-999.00,4.90,365.00,8.24,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,14,Tributary,,Buffalo River,Lick Creek,Newton,367,BUFFT14,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,2,-999.00,4.38,366.00,8.23,13.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,14,Tributary,,Buffalo River,Lick Creek,Newton,367,BUFFT14,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,3,-999.00,3.81,365.00,8.13,13.45,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,1,-999.00,8.50,303.40,8.09,12.55,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,2,-999.00,8.10,297.90,8.20,13.02,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,3,-999.00,7.80,282.20,7.91,12.35,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,1,-999.00,12.20,411.30,7.79,10.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,2,-999.00,12.20,411.70,7.86,10.08,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,3,-999.00,12.40,409.20,7.93,10.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,12.40,389.10,8.10,10.26,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,12.00,392.10,8.07,9.75,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,11.80,392.60,8.16,10.66,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,1,-999.00,13.70,428.80,7.72,9.29,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,2,-999.00,13.70,428.30,7.69,9.27,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,3,-999.00,13.70,424.00,7.55,9.80,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,13.10,415.80,7.78,8.08,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,13.10,418.10,7.79,7.98,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,13.00,416.40,7.91,8.30,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,14.40,388.10,7.76,10.66,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,14.30,388.20,7.69,10.62,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,14.20,387.20,7.62,10.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,11.50,405.80,8.08,11.33,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,11.80,380.40,8.08,11.83,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT15,15,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,11.50,404.50,7.93,10.85,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT16,16,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,1,-999.00,14.00,340.10,7.81,10.78,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT16,16,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,2,-999.00,13.60,354.10,7.90,11.13,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT16,16,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,3,-999.00,14.00,356.40,7.83,10.96,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT17,17,Tributary,,Buffalo River,Richland Creek,Searcy,304,BUFFT17,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,1,-999.00,13.45,144.00,7.79,10.52,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT17,17,Tributary,,Buffalo River,Richland Creek,Searcy,304,BUFFT17,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,2,-999.00,13.17,143.00,7.83,10.53,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT17,17,Tributary,,Buffalo River,Richland Creek,Searcy,304,BUFFT17,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,3,-999.00,13.04,142.00,7.88,10.34,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,1,-999.00,11.00,237.00,8.62,14.81,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,2,-999.00,11.00,238.10,8.65,11.37,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,3,-999.00,10.60,236.40,8.58,14.77,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,1,-999.00,14.00,254.80,7.90,13.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,2,-999.00,13.90,254.40,8.08,14.16,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,3,-999.00,13.70,255.40,7.75,13.78,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,15.80,294.30,7.69,9.35,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,15.50,297.70,7.64,8.55,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT19,19,Tributary,,Buffalo River,Calf Creek,Searcy,378,BUFFT19,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,15.50,297.90,7.57,8.38,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,5.00,226.90,8.38,16.68,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,4.50,230.80,8.20,16.50,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,4.40,228.80,8.20,16.63,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,1,-999.00,9.20,205.00,8.57,13.40,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,2,-999.00,9.10,206.20,8.59,13.52,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2011,12/1/2011 0:00:00,1/18/2012 0:00:00,3,-999.00,9.00,199.80,8.55,13.75,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,13.30,238.40,8.19,13.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,13.30,237.20,8.21,13.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,13.10,238.30,8.35,14.11,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,1,-999.00,10.40,231.60,7.80,11.22,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,2,-999.00,10.30,231.90,7.69,11.21,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2015,11/23/2015 0:00:00,12/18/2015 0:00:00,3,-999.00,10.10,231.70,7.81,11.41,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,12.20,287.70,8.20,9.64,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,12.10,287.30,8.27,9.60,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,12.40,286.30,8.32,9.39,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,1,-999.00,15.50,221.90,8.30,12.21,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,2,-999.00,15.30,223.00,8.23,12.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2019,11/4/2019 0:00:00,11/21/2019 0:00:00,3,-999.00,14.90,226.60,8.06,12.20,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,12.40,263.80,7.98,10.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,12.30,264.30,7.93,10.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,20,Tributary,,Buffalo River,Bear Creek,Searcy,472,BUFFT20,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,12.30,264.30,7.72,10.26,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT22,22,Tributary,,Buffalo River,Spring Creek,Searcy,300,BUFFT22,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,1,13.00,13.20,218.50,7.69,11.02,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT22,22,Tributary,,Buffalo River,Spring Creek,Searcy,300,BUFFT22,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,2,7.80,13.00,218.60,7.32,10.40,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT22,22,Tributary,,Buffalo River,Spring Creek,Searcy,300,BUFFT22,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,3,8.50,12.90,218.80,7.00,9.99,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,1,-999.00,5.20,322.60,8.22,13.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,2,-999.00,5.10,324.00,8.02,13.97,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2009,12/7/2009 0:00:00,1/21/2010 0:00:00,3,-999.00,5.00,324.20,8.13,13.83,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,1,-999.00,3.10,296.30,8.33,16.12,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,2,-999.00,3.10,297.10,8.28,16.11,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2013,11/21/2013 0:00:00,2/19/2014 0:00:00,3,-999.00,2.90,298.00,8.39,15.86,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,1,-999.00,13.10,252.30,8.10,11.34,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,2,-999.00,13.30,252.30,8.11,11.28,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2017,11/15/2017 0:00:00,12/8/2017 0:00:00,3,-999.00,13.40,252.10,8.15,10.47,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,1,-999.00,12.20,302.80,8.22,10.35,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,2,-999.00,12.10,303.90,8.19,12.38,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT23,23,Tributary,,Buffalo River,Water Creek,Searcy,574,BUFFT23,2021,11/1/2021 0:00:00,11/10/2021 0:00:00,3,-999.00,12.10,301.50,8.19,13.04,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT24,24,Tributary,,Buffalo River,Hickory Creek,Marion,649,BUFFT24,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,1,15.50,12.70,202.60,7.32,8.88,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT24,24,Tributary,,Buffalo River,Hickory Creek,Marion,649,BUFFT24,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,2,40.00,12.80,202.90,7.50,9.99,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT24,24,Tributary,,Buffalo River,Hickory Creek,Marion,649,BUFFT24,2006,1/4/2007 0:00:00,2/22/2007 0:00:00,3,5.30,12.80,205.80,7.38,9.89,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT25,25,Tributary,,Buffalo River,Panther Creek,Marion,238,BUFFT25,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,1,5.60,13.50,198.80,7.35,7.76,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT25,25,Tributary,,Buffalo River,Panther Creek,Marion,238,BUFFT25,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,2,8.00,13.60,199.00,7.28,8.35,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT25,25,Tributary,,Buffalo River,Panther Creek,Marion,238,BUFFT25,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,3,12.80,13.40,199.20,7.27,8.74,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT27,27,Tributary,,Buffalo River,Clabber Creek,Marion,476,BUFFT27,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,1,-999.00,9.14,431.00,8.37,11.86,-999.00,
Buffalo National River,BUFF,BUFFRMINVEBT27,27,Tributary,,Buffalo River,Clabber Creek,Marion,476,BUFFT27,2010,11/29/2010 0:00:00,12/1/2010 0:00:00,2,-999.00,8.97,424.00,8.36,11.77,-999.00,
