"ParkName","CalYr","PeriodDescriptor","DataReleaseID","Reading_No","PAR_CanopyInMicroMolePerMeterSquaredPerSecond","PAR_FullSunInMicroMolePerMeterSquaredPerSecond","type","basisOfRecord","ParkCode"
"Wilson's Creek National Battlefield",2015,"Spring","A_16c",1,453.4,961.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16b",1,293.5,914.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16a",1,679.7,827.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17a",1,342.6,1093.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17b",1,484.5,1230.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17c",1,607.6,1185.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17f",1,321.8,1102.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17e",1,567.5,1256,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17d",1,607.6,1015.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17g",1,174.45,1003.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17h",1,337.6,806.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_17i",1,349.2,781.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18g",1,413.7,799.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18h",1,342.8,793.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18i",1,357.2,793.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18f",1,257.6,877.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18e",1,294.4,1071.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18d",1,575.2,909.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18a",1,454.8,963.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18b",1,488.8,909.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_18c",1,244.8,1006.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24c",1,320,761,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24b",1,293.8,739.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24a",1,327.3,745,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24d",1,286.3,803.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24e",1,151.12,844.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24f",1,350.8,816.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24i",1,277.4,828.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24h",1,215.1,804.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_24g",1,298.5,834.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23i",1,174.23,845.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23h",1,283.5,839.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23g",1,344.9,835,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23d",1,67.22,833.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23e",1,292.7,843.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23f",1,278.2,857.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23c",1,388.7,810.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23b",1,110.47,808.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_23a",1,121.21,805.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22c",1,154.1,798.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22b",1,674,781,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22a",1,512.7,644.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22d",1,328,636.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22e",1,496.3,630.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22f",1,199.96,626.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22i",1,85.97,624.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22h",1,64.25,623.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_22g",1,559.3,632.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21i",1,584.6,636.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21h",1,471.9,656.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21g",1,451.6,665.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21d",1,415.8,669,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21e",1,128.65,678.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21f",1,531.9,683,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21c",1,544.5,692.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21b",1,389.8,697.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_21a",1,193.93,704.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20c",1,394.6,711.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20b",1,246.5,728.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20a",1,306.7,748.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20d",1,438.4,762.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20e",1,89.6,771.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20f",1,453.9,778.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20i",1,382.5,795.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20h",1,479.2,796,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_20g",1,277.3,790.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19i",1,367.7,777.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19h",1,363.6,762.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19g",1,155.54,757.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19d",1,338.2,739.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19e",1,361,740.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19f",1,369,725.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19c",1,376.1,727.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19b",1,354.9,744.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_19a",1,383.9,737.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25a",1,352.2,757.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25b",1,317.9,759.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25c",1,236.4,769.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25f",1,362.6,778.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25e",1,333.2,775.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25d",1,412.8,776,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25g",1,365.6,777.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25h",1,90.58,768.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_25i",1,315.2,774.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26g",1,179.92,759.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26h",1,393,733.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26i",1,213.7,733.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26f",1,360.8,740.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26e",1,457.3,750.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26d",1,455.5,759.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26a",1,235.2,773.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26b",1,478.5,773.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_26c",1,374.3,774.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27a",1,88.75,773.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27b",1,550.8,696.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27c",1,666.5,670.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27f",1,634.8,644.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27e",1,538.7,731.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27d",1,292,768.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27g",1,215.5,755.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27h",1,74.88,744.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_27i",1,582.8,621.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28a",1,1075.7,1111.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28b",1,851.9,1121.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28c",1,578.8,1125.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28f",1,127.01,1130.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28e",1,630.7,1135.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28d",1,1057.1,1110.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28g",1,215.6,1117.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28h",1,169.54,1124.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_28i",1,124.92,1137.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29g",1,801.2,1131.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29h",1,456.5,1132.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29i",1,419.1,1195,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29f",1,593.1,1181.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29e",1,743.6,1189.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29d",1,71.94,1200.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29a",1,270.7,1206.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29b",1,124.34,1230.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_29c",1,181.4,1092.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30a",1,163.25,1247.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30b",1,58.3,1253.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30c",1,232.4,1272.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30f",1,53.82,1247.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30e",1,176.65,1265.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30d",1,34.23,1262.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30g",1,47.97,1245.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30h",1,40.17,1283.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_30i",1,264.1,1293.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36c",1,387.6,1319.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36b",1,61.05,1340.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36a",1,57.88,1333.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36d",1,49,1323.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36e",1,127.74,1333,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36f",1,816.9,1334,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36i",1,603.7,1341,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36h",1,785.7,1342.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_36g",1,164.77,1344.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35i",1,683.5,1356.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35h",1,186.92,1366.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35g",1,933.8,1368.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35d",1,1132.7,1384.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35e",1,231.7,1415.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35f",1,1323.2,1440.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35c",1,101.89,1438,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35b",1,397.7,1438.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_35a",1,103.04,1426.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34c",1,152.68,1468.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34b",1,240.6,1487.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34a",1,86.55,1488.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34d",1,89.32,1511,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34e",1,105.76,1518.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34f",1,56.85,1488.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34i",1,64.15,1525.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34h",1,1325.5,1544.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_34g",1,1194.5,1563,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33i",1,1422.7,1606.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33h",1,1057.4,1203.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33g",1,1520,1602.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33d",1,1503.5,1636.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33e",1,1393.6,1557.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33f",1,1341.3,1551.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33c",1,1324.8,1547.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33b",1,1377.9,1586.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_33a",1,1305.3,1656,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32c",1,86.03,1652.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32b",1,187.39,738.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32a",1,107.31,1673.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32d",1,609.1,1674.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32e",1,1270.3,1750,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32f",1,1664.1,1738.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32i",1,1017,1234.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32h",1,545.2,1586.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_32g",1,743.9,1769.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31i",1,179.38,725.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31h",1,88.17,480.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31g",1,1532.4,1791,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31d",1,866.2,1800.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51h",1,61.5,1585.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51i",1,2080,2116,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52g",1,1583.6,2110,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52h",1,475.2,719.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52i",1,1482.2,2165,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52f",1,291.6,465.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52e",1,189.12,522.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52d",1,1058.5,2107,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52a",1,1580.1,2027,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52b",1,1389.8,2096,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_52c",1,898.9,1802.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53a",1,115.29,2123,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53b",1,207.1,2071,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53c",1,702.5,2004,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53f",1,97.1,1945.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53e",1,701.4,1926.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53d",1,111.75,1922.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53g",1,1543.7,1942.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53h",1,983.2,1930.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_53i",1,109.16,1957.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54g",1,1228.8,945.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54h",1,120.81,633.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54i",1,78.33,623.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54f",1,223.3,1753.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54e",1,134.17,1880.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54d",1,186.99,558.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54a",1,329.9,1641.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54b",1,707.9,2084,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_54c",1,380.1,2032,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55a",1,474.3,1982.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55b",1,630.2,1195.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55c",1,122.93,580.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55f",1,409.7,1883.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55e",1,840.6,1956,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55d",1,318.4,1986.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55g",1,216,1703.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55h",1,980.1,1005.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_55i",1,1261.9,1576.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62c",1,1815.1,2045,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62b",1,782.9,2027,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62a",1,155.21,2050,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62d",1,90.28,862.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62e",1,1319.2,1933,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62f",1,1564.8,2053,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62i",1,82.56,632.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62h",1,1369.9,2012,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_62g",1,49.8,1945.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61i",1,272.6,1916.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61h",1,1730.8,1908.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61g",1,1792.8,1812.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61d",1,1312.6,1580.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61e",1,435.6,1850.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61f",1,281.3,1977.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61c",1,1232.3,1809,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61b",1,757.5,2091,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_61a",1,251.5,2097,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60c",1,751.4,2051,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60b",1,187.62,1987.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60a",1,1790.9,1928.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60d",1,194.2,1859,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60e",1,149.58,1865,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60f",1,1800.1,1940,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60i",1,385.5,465.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60h",1,835,1236,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_60g",1,135.02,1957.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59i",1,1457.5,1883.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59h",1,693.2,1862.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59g",1,1574.7,1861,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59d",1,1799.9,1870.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59e",1,304.8,1865,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59f",1,1782,1867,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59c",1,1212.1,1892.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_59b",1,231.1,1881.4,"Event","HumanObservation","WICR"
