ParkName,ParkCode,LocationID,PeriodID,EventID,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,8,3.50,31.00,0.35,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,9,4.00,28.00,0.34,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,10,4.50,25.00,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,11,5.00,20.00,0.32,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,12,5.50,18.00,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,13,6.00,14.00,0.20,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,14,6.50,12.00,0.22,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,15,7.00,8.00,0.17,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,16,7.50,5.00,0.09,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,17,8.00,4.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2020Nov17,OZARRMINVE2020Dec01,18,8.50,1.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,2,1.00,46.00,0.15,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,3,2.00,52.00,0.33,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,4,3.00,50.00,0.31,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,5,4.00,50.00,0.35,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,6,5.00,46.00,0.39,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,7,6.00,39.00,0.38,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,8,7.00,35.00,0.26,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,9,8.00,31.00,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,10,9.00,23.00,0.22,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,11,10.00,20.00,0.14,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,12,11.00,10.00,0.12,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,13,12.00,5.00,0.07,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT15,OZARRMINVE2020Nov17,OZARRMINVE2020Nov17,14,12.50,2.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,2,0.50,49.00,0.37,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,3,1.00,48.00,0.67,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,4,1.50,46.00,0.75,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,5,2.00,40.00,0.71,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,6,2.50,38.00,0.68,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,7,3.00,40.00,0.77,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,8,3.50,36.00,0.65,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,9,4.00,32.00,0.86,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,10,4.50,32.00,0.76,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,11,5.00,34.00,0.73,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,12,5.50,34.00,0.73,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,13,6.00,32.00,0.51,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,14,6.50,21.00,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,15,7.00,6.00,0.08,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT06,OZARRMINVE2020Nov17,OZARRMINVE2021Jan05,16,7.30,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,2,1.00,36.00,0.30,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,3,2.00,42.00,0.34,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,4,3.00,50.00,0.65,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,5,4.00,54.00,0.71,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,6,5.00,58.00,0.60,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,7,6.00,56.00,0.60,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,8,7.00,52.00,0.47,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,9,8.00,50.00,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,10,9.00,44.00,0.41,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,11,10.00,38.00,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,12,11.00,28.00,0.15,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,13,12.00,20.00,0.13,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2020Nov17,OZARRMINVE2021Jan14,14,13.00,6.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,2,0.50,30.00,0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,3,1.00,32.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,4,1.50,28.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,5,2.00,26.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,6,2.50,30.00,0.09,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,7,3.00,26.00,0.08,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,8,3.50,20.00,0.13,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,9,4.00,20.00,0.18,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,10,4.50,20.00,0.11,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,11,5.00,20.00,0.16,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,12,5.50,18.00,0.18,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,13,6.00,18.00,0.16,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,14,6.50,16.00,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,15,7.00,16.00,0.19,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,16,7.50,16.00,0.19,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,17,8.00,12.00,0.15,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,18,8.50,10.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT03,OZARRMINVE2022Oct25,OZARRMINVE2022Oct25,19,9.00,6.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,2,1.00,4.00,0.04,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,3,2.00,6.00,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,4,3.00,7.00,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,5,4.00,8.00,0.27,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,6,5.00,12.00,0.45,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,7,6.00,20.00,0.36,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,8,7.00,26.00,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,9,8.00,32.00,0.59,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,10,9.00,32.00,0.63,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,11,10.00,35.00,0.63,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,12,11.00,32.00,0.76,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,13,12.00,31.00,0.63,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,14,13.00,26.00,0.54,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,15,14.00,22.00,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,16,15.00,20.00,0.45,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,17,16.00,15.00,0.42,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,18,17.00,12.00,0.29,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,19,18.00,9.00,0.18,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,20,19.00,7.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT14,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,21,20.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,2,1.00,30.00,0.04,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,3,2.00,18.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,4,3.00,36.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,5,4.00,32.00,0.11,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,6,5.00,20.00,0.34,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,7,6.00,32.00,0.42,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,8,7.00,38.00,0.58,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,9,8.00,34.00,0.20,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,10,9.00,12.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,11,10.00,6.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,12,11.00,4.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT16,OZARRMINVE2022Oct25,OZARRMINVE2022Oct26,13,12.00,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,2,0.50,36.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,3,1.00,32.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,4,1.50,28.00,0.07,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,5,2.00,18.00,0.13,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,6,2.50,16.00,0.32,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,7,3.00,16.00,0.10,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,8,3.50,16.00,0.15,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,9,4.00,10.00,0.06,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,10,4.50,8.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,11,5.00,10.00,0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,12,5.50,6.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,13,6.00,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,14,6.50,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2022Oct25,OZARRMINVE2022Oct28,15,7.00,2.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,1,0.20,8.00,0.01,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,2,0.40,14.00,0.07,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,3,0.80,18.00,0.02,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,4,1.00,20.00,0.11,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,5,1.20,20.00,0.09,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,6,1.40,20.00,0.12,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,7,1.60,14.00,0.09,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,8,1.80,18.00,0.10,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,9,2.00,12.00,0.03,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2009May01,PERIAqubug2009May01,10,2.20,6.00,0.02,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,1,0.60,20.00,0.03,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,2,0.90,20.00,0.02,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,3,1.20,24.00,0.53,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,4,1.50,22.00,0.33,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,5,1.80,24.00,0.13,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,6,2.10,24.00,0.58,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,7,2.40,24.00,0.74,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,8,2.70,22.00,-0.06,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,9,3.00,20.00,-0.05,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2009May04,PERIAqubug2009May04,10,3.30,16.00,-0.01,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,1,0.00,0.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,2,0.10,2.00,-0.05,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,3,0.20,3.00,-0.03,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,4,0.30,2.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,5,0.40,4.00,-0.04,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,6,0.50,4.00,0.07,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,7,0.60,2.00,0.01,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,8,0.70,2.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,9,0.80,4.00,0.07,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,10,0.90,4.00,0.03,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,11,1.00,2.00,0.21,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,12,1.20,4.00,0.11,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,13,1.30,4.00,0.08,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,14,1.40,2.00,0.12,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,15,1.50,3.00,0.05,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,16,1.60,2.00,0.02,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2010May12,PERIAqubug2010May12,17,1.70,1.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,1,0.00,0.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,2,0.10,3.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,3,0.20,4.00,0.01,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,4,0.30,6.00,0.06,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,5,0.40,6.00,0.05,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,6,0.50,5.00,0.07,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,7,0.60,5.00,0.16,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,8,0.70,6.00,0.07,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,9,0.80,6.00,0.06,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,10,0.90,5.00,0.15,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,11,1.00,4.00,0.17,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,12,1.10,2.00,0.01,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,13,1.20,3.00,0.02,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,14,1.30,4.00,0.12,
Pea Ridge National Military Park,PERI,PERIAqubug01,PERIAqubug2012May01,PERIAqubug2012May01,15,1.40,3.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,1,0.00,0.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,2,0.30,3.00,-0.02,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,3,0.60,4.00,-0.01,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,4,0.90,5.00,-0.04,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,5,1.20,8.00,0.08,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,6,1.50,7.00,0.17,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,7,1.80,6.00,0.12,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,8,2.10,4.00,-0.04,
Pea Ridge National Military Park,PERI,PERIAqubug02,PERIAqubug2012May01,PERIAqubug2012May01,9,2.40,0.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2012May01,PERIAqubug2012May01,1,0.00,0.00,0.00,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2012May01,PERIAqubug2012May01,2,0.30,3.00,-0.01,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2012May01,PERIAqubug2012May01,3,0.60,6.00,-0.03,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2012May01,PERIAqubug2012May01,4,0.90,8.00,0.02,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2012May01,PERIAqubug2012May01,5,1.20,5.00,0.03,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2012May01,PERIAqubug2012May01,6,1.50,6.00,-0.04,
Pea Ridge National Military Park,PERI,PERIAqubug03,PERIAqubug2012May01,PERIAqubug2012May01,7,1.80,8.00,-0.04,
Pea Ridge National Military Park,PERI,PERIAQUBUG03,PERIAqubug2012May01,PERIAqubug2012May01,8,2.10,0.00,0.00,
Pea Ridge National Military Park,PERI,PERIAQUBUG01,PERIAqubug2015May05,PERIAquBug2015May05,1,0.00,0.00,0.00,
Pea Ridge National Military Park,PERI,PERIAQUBUG01,PERIAqubug2015May05,PERIAquBug2015May05,2,0.20,2.00,-0.02,
