ParkName,ParkCode,LocationID,PeriodID,EventID,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,4,3.00,3.00,0.11,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,5,4.00,3.00,0.18,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,6,5.00,4.00,0.12,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,7,6.00,4.00,0.12,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,8,7.00,4.00,0.18,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,9,8.00,4.00,0.13,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,10,9.00,5.00,0.19,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,11,10.00,4.00,0.06,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,12,11.00,3.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBT01,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec08,13,11.50,1.00,0.00,SHORT
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,2,0.10,4.00,0.01,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,3,0.20,4.00,0.16,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,4,0.30,8.00,0.19,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,5,0.40,6.00,0.31,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,6,0.50,8.00,0.40,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,7,0.60,4.00,0.44,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,8,0.70,8.00,0.48,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,9,0.80,6.00,0.04,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,10,0.90,4.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT06,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec14,11,1.00,4.00,0.29,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,2,0.30,4.00,0.12,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,3,0.60,4.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,4,0.90,6.00,0.29,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,5,1.20,10.00,0.32,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,6,1.50,8.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,7,1.80,8.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,8,2.10,8.00,0.18,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,9,2.40,8.00,0.17,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,10,2.70,10.00,0.33,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,11,3.00,10.00,0.16,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,12,3.30,10.00,0.33,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,13,3.60,8.00,0.31,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,14,3.90,6.00,0.16,
Buffalo National River,BUFF,BUFFRMINVEBT10,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,15,4.20,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,2,0.20,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,3,0.40,2.00,0.01,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,4,0.60,5.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,5,0.80,5.00,0.29,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,6,1.00,7.00,0.21,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,7,1.20,6.00,0.17,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,8,1.40,6.00,0.16,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,9,1.60,4.00,0.20,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,10,1.80,6.00,0.14,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,11,2.00,8.00,0.35,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,12,2.20,6.00,0.27,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,13,2.40,4.00,0.19,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,14,2.60,6.00,0.03,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,15,2.80,4.00,0.21,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,16,3.00,4.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,17,3.20,2.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,18,3.40,2.00,0.01,
Buffalo National River,BUFF,BUFFRMINVEBT11,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec15,19,3.60,1.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,2,0.50,6.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,3,1.00,9.00,0.12,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,4,1.50,10.00,0.42,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,5,2.00,11.00,0.43,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,6,2.50,10.00,0.32,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,7,3.00,12.00,0.43,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,8,3.50,6.00,0.40,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,9,4.00,9.00,0.33,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,10,4.50,14.00,0.45,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,11,5.00,14.00,0.70,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,12,5.50,13.00,0.72,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,13,6.00,14.00,0.76,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,14,6.50,20.00,0.68,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,15,7.00,22.00,0.74,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,16,7.50,24.00,0.69,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,17,8.00,24.00,0.77,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,18,8.50,22.00,0.75,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,19,9.00,22.00,0.91,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,20,9.50,28.00,0.82,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,21,10.00,30.00,0.81,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,22,10.50,26.00,0.78,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,23,11.00,24.00,0.64,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,24,11.50,20.00,0.69,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,25,12.00,20.00,0.65,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,26,12.50,18.00,0.48,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,27,13.00,18.00,0.62,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,28,13.50,16.00,0.21,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,29,14.00,8.00,0.31,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,30,14.50,7.00,0.18,
Buffalo National River,BUFF,BUFFRMINVEBT20,BUFFRMINVE2009Dec07,BUFFRMINVE2009Dec16,31,15.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,2,0.50,10.00,0.15,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,3,1.00,20.00,0.40,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,4,1.50,24.00,0.42,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,5,2.00,22.00,0.37,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,6,2.50,30.00,0.35,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,7,3.00,32.00,0.23,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,8,3.50,29.00,0.27,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,9,4.00,40.00,0.17,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,10,4.50,38.00,0.06,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,11,5.00,20.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,12,5.50,12.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT04,BUFFRMINVE2008Dec02,BUFFRMINVE2009Feb18,13,6.00,15.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,2,5.00,67.00,0.84,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,3,10.00,28.00,0.79,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,4,15.00,26.00,0.27,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,5,20.00,26.00,0.38,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,6,25.00,35.00,0.51,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,7,30.00,40.00,0.67,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,8,35.00,42.00,0.81,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,9,40.00,46.00,0.51,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,10,45.00,53.00,0.79,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,11,50.00,58.00,0.67,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,12,55.00,60.00,0.61,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,13,60.00,64.00,0.65,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,14,65.00,66.00,0.41,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,15,70.00,74.00,0.14,
Buffalo National River,BUFF,BUFFRMINVEBM06,BUFFRMINVE2008Dec02,BUFFRMINVE2009Jan08,16,74.00,11.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,2,4.00,1.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,3,8.00,4.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,4,12.00,5.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,5,16.00,10.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,6,20.00,13.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,7,24.00,11.00,0.16,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,8,28.00,7.00,-0.03,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,9,32.00,6.00,-0.04,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,10,36.00,6.00,-0.04,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,11,40.00,2.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT14,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,12,44.00,1.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT17,BUFFRMINVE2010Nov29,BUFFRMINVE2010Dec01,19,18.00,3.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,2,3.00,10.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,3,6.00,8.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,4,9.00,24.00,0.15,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,5,12.00,56.00,0.51,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,6,15.00,76.00,0.62,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,7,18.00,87.00,0.60,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,8,21.00,84.00,0.58,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,9,24.00,79.00,0.72,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,10,27.00,66.00,0.65,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,11,30.00,44.00,0.69,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,12,33.00,40.00,0.55,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,13,36.00,35.00,0.61,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,14,39.00,34.00,0.38,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,15,42.00,28.00,0.33,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,16,45.00,20.00,0.35,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,17,48.00,11.00,0.27,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,18,51.00,6.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan11,19,54.00,4.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,2,4.00,37.00,0.67,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,3,8.00,54.00,0.96,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,4,12.00,52.00,0.80,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,5,16.00,41.00,0.71,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,6,20.00,18.00,0.63,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,7,24.00,18.00,0.60,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,8,28.00,27.00,0.38,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,9,32.00,31.00,0.43,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,10,36.00,56.00,0.72,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,11,40.00,63.00,0.69,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,12,44.00,58.00,0.60,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,13,48.00,43.00,0.60,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,14,52.00,27.00,0.62,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,15,56.00,20.00,0.49,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,16,60.00,26.00,0.28,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,17,64.00,33.00,0.28,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan12,18,68.00,8.00,0.16,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,2,1.00,8.00,0.15,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,3,2.00,20.00,0.12,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,4,3.00,30.00,0.41,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,5,4.00,47.00,0.60,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,6,5.00,53.00,0.65,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,7,6.00,59.00,0.65,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,8,7.00,56.00,0.78,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,9,8.00,58.00,0.63,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,10,9.00,53.00,0.66,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,11,10.00,52.00,0.67,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,12,11.00,44.00,0.59,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,13,12.00,38.00,0.59,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,14,13.00,26.00,0.54,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,15,14.00,16.00,0.47,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,16,15.00,9.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan14,17,16.00,4.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,2,4.00,24.00,0.03,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,3,8.00,21.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,4,12.00,44.00,0.22,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,5,16.00,42.00,0.33,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,6,20.00,31.00,0.49,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,7,24.00,40.00,0.66,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2009Dec07,BUFFRMINVE2010Jan15,8,28.00,45.00,0.54,
