ParkName,ParkCode,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,StartDate,EndDate,EventID,Units,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Herbert Hoover NHS,HEHO,Tributary,,Hoover Creek,,Cedar,,HEHOLOW01,,,HEHOAquBug2023Jul17,2023,7/17/2023 0:00:00,7/17/2023 0:00:00,HEHOAquBug2023Jul17,meters,10,2.25,26.00,0.04,
Herbert Hoover NHS,HEHO,Tributary,,Hoover Creek,,Cedar,,HEHOLOW01,,,HEHOAquBug2023Jul17,2023,7/17/2023 0:00:00,7/17/2023 0:00:00,HEHOAquBug2023Jul17,meters,11,2.50,20.00,0.02,
Herbert Hoover NHS,HEHO,Tributary,,Hoover Creek,,Cedar,,HEHOLOW01,,,HEHOAquBug2023Jul17,2023,7/17/2023 0:00:00,7/17/2023 0:00:00,HEHOAquBug2023Jul17,meters,12,2.75,18.00,0.01,
Herbert Hoover NHS,HEHO,Tributary,,Hoover Creek,,Cedar,,HEHOLOW01,,,HEHOAquBug2023Jul17,2023,7/17/2023 0:00:00,7/17/2023 0:00:00,HEHOAquBug2023Jul17,meters,13,3.00,16.00,0.01,
Herbert Hoover NHS,HEHO,Tributary,,Hoover Creek,,Cedar,,HEHOLOW01,,,HEHOAquBug2023Jul17,2023,7/17/2023 0:00:00,7/17/2023 0:00:00,HEHOAquBug2023Jul17,meters,14,3.25,4.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,2,0.50,18.00,0.10,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,3,1.00,23.00,0.10,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,4,1.50,26.00,0.08,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,5,2.00,20.00,0.14,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,6,2.50,17.00,0.05,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,7,3.00,23.00,0.05,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,8,3.50,14.00,0.05,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,9,4.00,12.00,0.13,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,10,4.50,8.00,0.09,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,11,5.00,2.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2009Jun16,2009,6/16/2009 0:00:00,6/16/2009 0:00:00,HOSPAqubug2009Jun16,meters,12,5.20,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,2,0.30,2.00,0.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,3,0.60,8.00,0.08,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,4,0.90,10.00,0.16,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,5,1.20,10.00,0.13,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,6,1.50,10.00,0.15,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,7,1.80,10.00,0.13,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,8,2.10,14.00,0.14,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,9,2.40,12.00,0.10,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,10,2.70,12.00,0.17,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,11,3.00,12.00,0.11,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,12,3.30,18.00,0.13,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,13,3.60,18.00,0.13,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,14,3.90,20.00,0.14,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,15,4.20,26.00,0.11,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,16,4.50,26.00,0.11,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,17,4.80,30.00,0.11,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,18,5.10,30.00,0.11,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,19,5.40,34.00,0.09,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2009Jun17,2009,6/17/2009 0:00:00,6/17/2009 0:00:00,HOSPAqubug2009Jun17,meters,20,5.70,34.00,0.07,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,2,0.25,4.00,0.06,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,3,0.50,6.00,0.07,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,4,0.75,6.00,0.21,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,5,1.00,10.00,0.37,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,6,1.25,8.00,0.30,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,7,1.50,16.00,0.50,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,8,1.75,14.00,0.42,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,9,2.00,8.00,0.17,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,10,2.25,2.00,0.11,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,11,2.50,5.00,0.16,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,12,2.75,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,2,0.50,12.00,0.02,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,3,1.00,25.00,0.05,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,4,1.50,30.00,0.04,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,5,2.00,33.00,0.08,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,6,2.50,32.00,0.09,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,7,3.00,31.00,0.09,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,8,3.50,27.00,0.05,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,9,4.00,25.00,0.03,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,10,4.50,21.00,0.01,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,11,5.00,18.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,12,5.50,14.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAqubug2012Jul10,2012,7/10/2012 0:00:00,7/10/2012 0:00:00,HOSPAqubug2012Jul10,meters,13,6.00,4.00,0.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,2,1.00,15.00,0.31,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,3,2.00,20.00,0.34,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,4,3.00,20.00,0.26,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,5,4.00,22.00,0.34,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,6,5.00,24.00,0.24,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,7,6.00,29.00,0.29,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,8,7.00,22.00,0.32,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,9,8.00,9.00,0.70,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,10,8.50,5.00,-0.01,half meter
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,2,0.50,8.00,0.12,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,3,1.00,9.00,0.03,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,4,1.50,10.00,0.13,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,5,2.00,12.00,0.13,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,6,2.50,11.00,0.09,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,7,3.00,22.00,0.18,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,8,3.50,24.00,0.65,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,9,4.00,25.00,0.47,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,10,4.50,23.00,0.10,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,11,5.00,18.00,0.01,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,12,5.50,8.00,-0.01,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquabug2015Jul07,2015,7/7/2015 0:00:00,7/7/2015 0:00:00,HOSPAquBug2015Jul07,meters,13,6.00,4.00,-0.02,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,2,0.50,6.00,0.05,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,3,1.00,8.00,0.07,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,4,1.50,8.00,0.09,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,5,2.00,14.00,0.14,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,6,2.50,12.00,0.14,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,7,3.00,14.00,0.10,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,8,3.50,10.00,0.03,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,9,4.00,10.00,0.18,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,10,4.50,10.00,0.08,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,11,5.00,11.00,0.11,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,12,5.50,11.00,0.10,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,13,6.00,10.00,0.02,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,14,6.50,8.00,0.14,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,15,7.00,6.00,0.08,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,16,7.50,2.00,0.13,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,17,-999.00,-999.00,-999.00,
Hot Springs NP,HOSP,Tributary,,Bull Bayou,,Garland,,HOSPLOW02,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,18,-999.00,-999.00,-999.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,1,0.00,0.00,0.00,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,2,0.20,10.00,-0.01,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,3,0.40,6.00,0.33,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,4,0.60,10.00,0.42,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,5,0.80,14.00,0.25,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,6,1.00,18.00,0.33,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,7,1.20,10.00,0.36,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,8,1.40,6.00,0.19,
Hot Springs NP,HOSP,Tributary,,Gulpha Creek,,Garland,,HOSPLOW01,,,HOSPAquBug2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,HOSPAquBug2018Jul09,meters,9,1.60,10.00,0.08,
