ParkName,ParkCode,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,StartDate,EndDate,EventID,Units,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov29,meters,8,14.00,38.00,0.31,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov29,meters,9,16.00,32.00,0.33,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov29,meters,10,18.00,36.00,0.30,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov29,meters,11,20.00,50.00,-0.03,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov29,meters,12,22.00,49.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov29,meters,13,24.00,47.00,0.02,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,73,BUFFM05,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov29,meters,14,26.00,10.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,2,1.00,11.00,-0.01,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,3,2.00,32.00,0.46,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,4,3.00,34.00,0.55,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,5,4.00,10.00,0.06,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,6,5.00,33.00,0.55,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,7,6.00,30.00,0.57,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,8,7.00,24.00,0.53,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,9,8.00,20.00,0.56,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,10,9.00,16.00,0.30,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,11,10.00,12.00,0.29,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,12,11.00,8.00,0.20,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,13,12.00,4.00,0.08,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,14,13.00,2.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2007Nov26,2007,11/26/2007 0:00:00,1/23/2008 0:00:00,BUFFRMINVE2007Nov30,meters,15,14.00,1.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,2,1.00,8.00,0.14,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,3,2.00,12.00,0.31,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,4,3.00,18.00,0.53,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,5,4.00,26.00,0.81,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,6,5.00,26.00,0.64,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,7,6.00,38.00,0.69,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,8,7.00,36.00,0.72,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,9,8.00,26.00,0.97,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,10,9.00,29.00,0.88,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,11,10.00,14.00,0.51,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,12,11.00,18.00,0.49,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,13,12.00,45.00,0.04,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,14,13.00,40.00,0.08,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,15,14.00,31.00,0.08,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,16,15.00,26.00,0.11,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,17,16.00,16.00,0.07,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,59,BUFFM03,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec02,meters,18,17.00,2.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,2,0.50,10.00,0.10,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,3,1.00,18.00,0.08,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,4,1.50,26.00,0.19,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,5,2.00,26.00,0.37,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,6,2.50,30.00,0.50,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,7,3.00,38.00,0.55,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,8,3.50,40.00,0.46,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,9,4.00,46.00,0.63,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,10,4.50,45.00,0.70,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,11,5.00,40.00,0.68,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,12,5.50,34.00,0.57,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,13,6.00,32.00,0.36,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,14,6.50,26.00,0.24,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,15,7.00,18.00,0.02,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,55,BUFFM02,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec03,meters,16,7.50,40.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,2,1.00,9.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,3,2.00,17.00,0.02,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,4,3.00,12.00,0.17,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,5,4.00,16.00,0.23,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,6,5.00,16.00,0.20,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,7,6.00,23.00,0.32,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,8,7.00,19.00,0.17,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,9,8.00,20.00,0.15,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,10,9.00,24.00,0.10,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,11,10.00,10.00,0.02,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,12,11.00,4.00,0.01,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,13,12.00,5.00,0.01,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Newton,24,BUFFM01,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,14,13.00,2.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,2,0.50,4.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,3,1.00,10.00,0.02,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,4,1.50,16.00,0.11,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,5,2.00,26.00,0.21,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,6,2.50,32.00,0.34,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,7,3.00,37.00,0.50,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,8,3.50,34.00,0.38,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,9,4.00,30.00,0.16,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,10,4.50,20.00,0.06,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,11,5.00,15.00,0.03,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,12,5.50,17.00,0.03,
Buffalo National River,BUFF,Tributary,,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec04,meters,13,6.00,10.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,2,2.00,8.00,0.04,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,3,4.00,17.00,0.28,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,4,6.00,22.00,0.19,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,5,8.00,31.00,0.44,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,6,10.00,32.00,0.58,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,7,12.00,32.00,0.60,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,8,14.00,30.00,0.54,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,9,16.00,39.00,0.59,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,10,18.00,37.00,0.47,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,11,20.00,32.00,0.58,
Buffalo National River,BUFF,Mainstem,,Buffalo River,,Searcy,69,BUFFM04,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec05,meters,12,22.00,8.00,0.06,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,2,0.30,6.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,3,0.60,10.00,0.02,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,4,0.90,15.00,0.05,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,5,1.20,14.00,0.23,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,6,1.50,11.00,0.14,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,7,1.80,10.00,0.01,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,8,2.10,7.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,9,2.40,2.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,1,0.00,0.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,2,0.30,2.00,0.00,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,3,0.60,6.00,0.28,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,4,0.90,12.00,0.30,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,5,1.20,15.00,0.52,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,6,1.50,16.00,0.42,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,7,1.80,16.00,0.60,
Buffalo National River,BUFF,Tributary,,Buffalo River,Mill Branch,Newton,225,BUFFT16,,,BUFFRMINVE2008Dec02,2008,12/2/2008 0:00:00,2/18/2009 0:00:00,BUFFRMINVE2008Dec10,meters,8,2.10,11.00,0.64,
