ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,SiteNumber,TransectNumber,SampleLocation,ChannelUnit,PoolForm,Width_Meters,Depth_Centimeters,Velocity_MetersPerSecond,Velocity_MetersPerSecond_flag,DominantWentworthSubstrate_Millimeters,WentworthMidpoint_Millimeters,EmbeddedCanopyCover,ECC_MidpointValue1_Percent,CanopyCover,ECC_MidpointValue2_Percent,Comment,dwcType,dwcBasisOfRecord
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,3,3,Middle,Pool,NA,3,20,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,4,3,Middle,Pool,NA,4.3,50,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,1,1,Middle,Pool,NA,5.3,86,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,2,1,Middle,Pool,NA,5.5,92,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,3,1,Middle,Pool,NA,2.7,47,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,4,1,Middle,Pool,NA,1.8,22,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,5,1,Middle,Pool,NA,2.6,28,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,1,2,Middle,Pool,NA,5,61,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,2,2,Middle,Pool,NA,4.7,80,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,3,2,Middle,Pool,NA,3.6,72,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,4,2,Middle,Pool,NA,4.2,77,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,5,2,Middle,Pool,NA,2.3,33,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,1,3,Middle,Pool,NA,2.7,24,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,2,3,Middle,Pool,NA,6,11,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,3,3,Middle,Pool,NA,3.3,50,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,4,3,Middle,Pool,NA,5,31,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2010Sep07,TAPRShiner2010Sep08,main,5,3,Middle,Pool,NA,1.4,7,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,1,1,Middle,Pool,NA,2.6,36,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,2,1,Middle,Pool,NA,5.8,96,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,3,1,Middle,Pool,NA,2.1,22,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,4,1,Middle,Pool,NA,2.3,26,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,5,1,Middle,Pool,NA,1.9,28,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,1,2,Middle,Pool,NA,5.5,69,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,2,2,Middle,Pool,NA,5.4,71,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,3,2,Middle,Pool,NA,1.6,22,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,4,2,Middle,Pool,NA,4.7,80,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,5,2,Middle,Pool,NA,2.9,45,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,1,3,Middle,Pool,NA,5.2,86,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,2,3,Middle,Pool,NA,6,60,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,3,3,Middle,Pool,NA,1.6,15,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,4,3,Middle,Pool,NA,6.8,54,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2013Sep18,TAPRShiner2013Sep19,main,5,3,Middle,Pool,NA,3.2,40,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,1,1,Middle,Pool,NA,3.2,18,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,2,1,Middle,Pool,NA,3.9,41,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,3,1,Middle,Pool,NA,2,18,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,4,1,Middle,Pool,NA,1.29,9,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,1,2,Middle,Pool,NA,3.3,34,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,2,2,Middle,Pool,NA,2.6,16,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,3,2,Middle,Pool,NA,4.83,57,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,4,2,Middle,Pool,NA,1.58,12,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,1,3,Middle,Pool,NA,2.8,10,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,2,3,Middle,Pool,NA,2.3,26,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,3,3,Middle,Pool,NA,3.55,28,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2014Sept09,TAPRShiner2014Sep09,main,4,3,Middle,Pool,NA,1.6,4,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,1,1,Middle,Pool,NA,1.8,20,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,2,1,Middle,Pool,NA,5.1,75,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,3,1,Middle,Pool,NA,3,48,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,4,1,Middle,Pool,NA,1.7,20,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,5,1,Middle,Pool,NA,2.2,16,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,1,2,Middle,Pool,NA,4.4,47,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,2,2,Middle,Pool,NA,4.9,50,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,3,2,Middle,Pool,NA,5.3,80,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,4,2,Middle,Pool,NA,2.8,26,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,5,2,Middle,Pool,NA,2.8,12,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,1,3,Middle,Pool,NA,5.2,68,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,2,3,Middle,Pool,NA,4.6,64,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,3,3,Middle,Pool,NA,6.8,48,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,4,3,Middle,Pool,NA,2.4,24,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,5,3,Middle,Pool,NA,2.8,11,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,1,1,Middle,Pool,NA,4.4,46,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,2,1,Middle,Pool,NA,6.7,43,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,3,1,Middle,Pool,NA,3.2,51,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,4,1,Middle,Pool,NA,8.6,72,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,5,1,Middle,Pool,NA,4.6,36,0.06,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,1,2,Middle,Pool,NA,5.3,68,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,2,2,Middle,Pool,NA,5.2,78,-0.01,R,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,3,2,Middle,Pool,NA,4.4,54,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,4,2,Middle,Pool,NA,5.9,83,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,5,2,Middle,Pool,NA,5.9,50,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,1,3,Middle,Pool,NA,6.1,82,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,2,3,Middle,Pool,NA,6,24,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,3,3,Middle,Pool,NA,3.3,36,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,4,3,Middle,Pool,NA,4.3,54,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,main,5,3,Middle,Pool,NA,5.7,55,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,1,1,Middle,Pool,NA,1.2,8,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,2,1,Middle,Pool,NA,4.6,34,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,3,1,Middle,Pool,NA,1.5,6,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,4,1,Middle,Pool,NA,1.6,8,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,1,2,Middle,Pool,NA,4.2,30,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,2,2,Middle,Pool,NA,3.6,18,-0.01,R,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,3,2,Middle,Pool,NA,6.3,66,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,4,2,Middle,Pool,NA,2,31,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,1,3,Middle,Pool,NA,4.7,36,-0.01,R,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,2,3,Middle,Pool,NA,2.9,16,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,3,3,Middle,Pool,NA,4.2,19,-0.01,R,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,main,4,3,Middle,Pool,NA,1.4,10,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,1,1,Middle,Pool,NA,5,50,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,2,1,Middle,Pool,NA,4.8,60,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,3,1,Middle,Pool,NA,4,16,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,4,1,Middle,Pool,NA,1.4,10,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,1,2,Middle,Pool,NA,4.3,46,0.05,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,2,2,Middle,Pool,NA,4.3,52,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,3,2,Middle,Pool,NA,5,38,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,4,2,Middle,Pool,NA,2.6,24,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,1,3,Middle,Pool,NA,3,18,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,2,3,Middle,Pool,NA,2.5,14,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,3,3,Middle,Pool,NA,2,32,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,4,3,Middle,Pool,NA,2.5,22,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,1,1,Middle,Pool,NA,2.6,12,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,2,1,Middle,Pool,NA,4,58,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,3,1,Middle,Pool,NA,2,16,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,4,1,Middle,Pool,NA,1.9,10,-0.01,R,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,1,2,Middle,Pool,NA,3.8,34,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,2,2,Middle,Pool,NA,3.7,48,-0.01,R,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,3,2,Middle,Pool,NA,4.3,66,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,4,2,Middle,Pool,NA,2.2,25,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,1,3,Middle,Pool,NA,3.6,44,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,2,3,Middle,Pool,NA,2.5,26,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,3,3,Middle,Pool,NA,5.5,42,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2019Sep10,TAPRShiner2019Sep11,main,4,3,Middle,Pool,NA,1.4,18,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,1,1,Middle,Pool,NA,3,36,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,2,1,Middle,Pool,NA,1.6,18,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,3,1,Middle,Pool,NA,2.1,24,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,4,1,Middle,Pool,NA,1.1,10,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,1,2,Middle,Pool,NA,2.8,23,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,2,2,Middle,Pool,NA,2.9,22,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
