ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_Celcius,AirTemp_Celcius,pH,SpecificConductance_MicrosiemensPerCentimeter,Conductivity_MicrosiemensPerCentimeter,DissolvedOxygen_MilligramsPerLiter,SecchiTube_Centimeters,dwcType,dwcBasisOfRecord
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,16:30:00,17.6,14,8.01,414,310,7.4,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,16:30:00,17.39,14,7.84,479,358.6,7.32,81,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,16:30:00,16.89,14,7.65,483,365,6.9,91,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,16:30:00,16.29,14,7.3,476,365.4,5.34,95,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,1,BEGINNING,09:55:00,21.6,32.5,-999,-999,-999,8.27,89.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,2,BEGINNING,09:55:00,-999,-999,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,3,BEGINNING,09:55:00,24.6,31,-999,-999,-999,9.52,100.5,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2002Sep30,TAPRShiner2002Oct02,1,BEGINNING,13:30:00,21.79,21,7.8,-999,404,5.19,21,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,1,BEGINNING,15:15:00,22,28,7.73,514,484,8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,2,BEGINNING,15:15:00,22,29,7.92,509,479,7.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,3,BEGINNING,15:15:00,21.7,28,7.88,513,481,8.31,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,4,BEGINNING,15:15:00,20.89,29,7.88,516,475,7.67,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,5,BEGINNING,15:15:00,17.1,27,7.8,531,451,8,69,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2004Oct04,TAPRShiner2004Oct04,1,BEGINNING,15:32:00,19.82,30,7.8,552,497,9.19,35,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,1,BEGINNING,15:00:00,24.2,32,7.86,457,312,7.55,69.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,2,BEGINNING,15:00:00,25.5,32,7.69,337,501,6.92,68.09,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,3,BEGINNING,15:00:00,27.89,34,7.86,330,506,8.3,57,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,4,BEGINNING,15:00:00,25.89,34,7.84,328,489,6.4,75,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,5,BEGINNING,15:00:00,26.1,34,7.94,316,474,7.78,70,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,1,BEGINNING,15:16:00,22.79,26,8.06,351.5,334.1,7.09,94,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,2,BEGINNING,15:20:00,22.5,25,7.67,533,507,6.38,90,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,3,BEGINNING,15:24:00,23.2,25,7.65,533,514,5.99,66,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,4,BEGINNING,15:29:00,23,25,7.65,501,485,7.1,62,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,5,BEGINNING,15:33:00,21,27,8.25,450,408,7.94,59,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,1,BEGINNING,15:00:00,18.29,19,7.94,459,412,5.86,14,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,2,BEGINNING,13:10:00,19.2,19,7.57,428.6,388.9,6.5,8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,3,BEGINNING,14:55:00,19.39,19,7.59,389.9,357.1,7.65,25,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,1,BEGINNING,12:55:00,23.79,45,8.02,452.8,442.5,7.86,33,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,2,BEGINNING,12:47:00,27.5,33.5,7.59,474.8,497,5.08,27,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,3,BEGINNING,12:20:00,24.29,34,7.51,500.5,495.5,4.3,50,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,1,BEGINNING,14:40:00,28.29,31,-999,-999,-999,8.97,76.8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,2,BEGINNING,14:40:00,29.6,34,-999,-999,-999,9.35,70,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,3,BEGINNING,14:40:00,30.79,32,-999,-999,-999,8.69,89,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,09:30:00,16.29,15,7.71,-999,488,5.73,47,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,2,BEGINNING,09:30:00,16,15,7.44,-999,384,8.65,28,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,3,BEGINNING,09:30:00,15.89,14,7.44,-999,376,8.35,24,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,1,BEGINNING,13:35:00,23,30,7.96,520,477,9.97,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,2,BEGINNING,13:35:00,21.89,28,8,505,475,10.56,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,3,BEGINNING,13:35:00,22,29,7.98,517,487,11.55,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,4,BEGINNING,13:35:00,21.79,29,7.96,520,489,10.25,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,5,BEGINNING,13:35:00,21.29,29,7.61,501,468,8.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,1,BEGINNING,13:45:00,16.79,24,7.82,471,395,8.65,25,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,2,BEGINNING,13:45:00,18.2,25,8.02,512,444,9.34,25,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,3,BEGINNING,13:45:00,20.7,24,8.02,510,468,9.48,43,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,4,BEGINNING,13:45:00,19.1,27,8.69,550,497,9.52,41,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,5,BEGINNING,13:45:00,20.39,27,8.05,560,510,9.06,30,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,1,BEGINNING,13:50:00,24.89,33,7.17,250.8,166.2,7.82,64.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,2,BEGINNING,13:50:00,27,33,7.63,354,537,9.81,70.69,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,3,BEGINNING,13:50:00,24.29,33,7.42,598,408.1,7.98,31,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,4,BEGINNING,13:50:00,26.89,34,7.76,346,525,6.44,13.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,1,BEGINNING,10:20:00,21.2,31,-999,-999,-999,2.75,92,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,2,BEGINNING,10:20:00,24.1,30,-999,-999,-999,8.31,33,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,3,BEGINNING,10:20:00,24.1,30,-999,-999,-999,8.32,26.2,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,10:00:00,16.79,15,6.75,-999,501,7.09,31,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,2,BEGINNING,10:00:00,16.89,15,7.25,-999,478,6.76,51,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,3,BEGINNING,10:00:00,18.6,14,7.07,-999,473,4.63,52,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,1,BEGINNING,15:15:00,17.79,25,7.96,524,469,6.28,75,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,2,BEGINNING,15:15:00,18.5,25,7.82,541,472,7.09,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,3,BEGINNING,15:15:00,18.39,25,7.67,521,456,3.27,85,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,4,BEGINNING,15:15:00,18.7,25,7.9,514,452,6.32,78,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,5,BEGINNING,15:15:00,18.79,25,7.75,531,467,8.46,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,1,BEGINNING,16:00:00,20.5,27,8.11,477,436,8.67,32,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,2,BEGINNING,16:00:00,22.6,27,8.09,496,474,9.8,49,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,3,BEGINNING,16:00:00,20.2,26,8.02,560,507,9.17,35,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,4,BEGINNING,16:00:00,18.7,26,7.9,599,527,9.14,31,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,5,BEGINNING,16:00:00,21,25,7.96,592,547,10.18,42,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,1,BEGINNING,15:55:00,26.2,31,7.73,329,498,7.84,50.7,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,2,BEGINNING,15:55:00,27.29,34,7.9,486,511,7.28,65.8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,3,BEGINNING,15:55:00,27.2,34,7.76,165,251,7.92,70.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,4,BEGINNING,15:55:00,24.39,34,7.65,558,379,7.61,70.3,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,5,BEGINNING,15:55:00,25.79,34,6.94,358,536,7.23,62,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,1,BEGINNING,14:10:00,26.89,27,7.23,248,382,-999,12,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,2,BEGINNING,14:30:00,26.5,27,7.75,220,334,11.18,9,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,3,BEGINNING,15:00:00,25.5,27,7.46,356,529,6.69,17,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,4,BEGINNING,15:20:00,27.89,27,7.96,200,302,10.6,33,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,1,BEGINNING,17:12:00,24,24,8.18,530,493,6.08,7,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,2,BEGINNING,17:20:00,22.1,24,8.05,554,528,7.5,12,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,3,BEGINNING,17:26:00,25.29,24,7.78,406,409.5,6.18,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,4,BEGINNING,17:30:00,25.29,24,8.1,567,568,7.98,22,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,5,BEGINNING,17:36:00,23.2,24,7.5,573,554,7.5,33,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,1,BEGINNING,16:58:00,19.6,19,8,465.3,427.9,7.67,19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,2,BEGINNING,17:02:00,19.39,19,7.78,468.3,429,7.19,18,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,3,BEGINNING,17:04:00,20,19,7.84,453.5,419.1,-999,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,4,BEGINNING,17:17:00,19,19,7.96,474,431.1,-999,18,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,5,BEGINNING,17:07:00,19,19,7.86,464.7,422.1,-999,22,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,1,BEGINNING,09:41:00,21.89,24,7.92,463.9,436.4,5.28,17,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,2,BEGINNING,09:57:00,22.2,25,7.67,491.6,464.8,4.77,19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,3,BEGINNING,10:20:00,20.79,26,7.13,515.8,474.4,1.7,52,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,4,BEGINNING,10:30:00,20.79,27,7.84,492.5,452.8,5.45,22,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner05middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,10:45:00,15.89,15,7.59,-999,273,7.55,7,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,1,BEGINNING,14:15:00,16.7,21,-999,-999,-999,8.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,2,BEGINNING,14:15:00,15.8,21,-999,-999,-999,8.4,75,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,3,BEGINNING,14:15:00,18,21,-999,-999,-999,5.63,90,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,4,BEGINNING,14:15:00,17.5,22,-999,-999,-999,9.05,72,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,5,BEGINNING,14:15:00,17.39,22,-999,-999,-999,6.17,81,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,1,BEGINNING,08:00:00,16.6,14,7.55,-999,410,6.82,13,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,2,BEGINNING,08:00:00,15.8,13,7.9,-999,316,7.01,13,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,3,BEGINNING,08:00:00,16.7,14,7.46,-999,325,5.5,17,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,4,BEGINNING,08:00:00,16.6,15,7.42,-999,334,5.59,17,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,5,BEGINNING,08:00:00,18.39,13,7.38,-999,433,5.01,25,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,1,BEGINNING,15:00:00,21.7,29,7.71,523,489,6.96,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,2,BEGINNING,15:00:00,21.7,29,7.53,522,489,7.28,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,3,BEGINNING,15:00:00,21.79,29,7.61,522,489,7.26,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,4,BEGINNING,15:00:00,21.6,29,7.65,522,488,7.09,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,5,BEGINNING,15:00:00,21.5,29,7.63,518,-999,7.09,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,1,BEGINNING,09:02:00,16.5,17,7.84,421,363,5.4,8.39,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,2,BEGINNING,09:02:00,16.7,17,7.86,418,352,6.07,10.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,3,BEGINNING,09:02:00,16.79,17,7.86,415,350,5.88,10,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,4,BEGINNING,09:02:00,16.6,17,7.88,392,329,6.23,13.39,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,5,BEGINNING,09:02:00,17.2,18,7.75,504,429,5.36,22.79,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,08:00:00,20.2,23,7.19,507,366,4.09,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,08:00:00,20.39,23,7.51,512,370,6.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,08:00:00,20.2,23,7.59,488,353,4.65,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,08:00:00,20,23,7.63,504,365,5.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,08:00:00,20,23,7.38,501,364,4.05,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,1,BEGINNING,08:30:00,16.2,20,7.03,519,395.4,3.95,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,2,BEGINNING,08:50:00,17,21,6.9,546,413.3,3.2,76,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,3,BEGINNING,09:00:00,17.29,21,7.15,539,407.7,1.9,62,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,4,BEGINNING,09:11:00,17.5,21,7.3,426,319.9,1.94,57,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,5,BEGINNING,09:25:00,17.29,21,7.42,507,382.3,4.86,17,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,1,BEGINNING,13:00:00,18.89,20,7.63,550,481,5.75,115,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,2,BEGINNING,12:57:00,18.7,20,7.55,550,482,6.05,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,3,BEGINNING,13:03:00,18.6,20,7.76,545,478,5.88,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,4,BEGINNING,13:07:00,18.79,20,7.19,557,492,4.38,116,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,5,BEGINNING,13:19:00,18.89,20,7.48,546,482,5.65,68,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,1,BEGINNING,16:20:00,21.6,27.5,7.59,500,479,6.22,58,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,2,BEGINNING,16:26:00,21,27.5,7.53,508,484,5.69,58,Event,MachineObservation
