ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,DischargeNo,DistanceFromBank_Meters,Depth_Centimeters,Velocity_MetersPerSecond,Velocity_MetersPerSecond_flag,Comments,dwcType,dwcBasisOfRecord
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,12,16.5,60,0.08,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,13,18,50,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,14,19.5,35,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,15,21,24,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,16,22.5,16,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,17,24,40,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,18,25.5,28,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,main,19,27,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,2,1,40,0.11,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,3,2,56,0.03,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,4,3,45,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,5,4,25,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,6,5,14,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,7,6,2,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,2,0.5,18,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,3,1,18,0.02,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,4,1.5,11,0.03,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,5,2,16,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,6,2.5,19,0.07,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,7,3,24,0.08,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,8,3.5,22,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,9,4,11,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,10,4.5,10,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,11,5,8,0.03,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,12,5.5,5,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,13,6,2,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,2,0.25,11,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,3,0.5,16,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,4,0.75,20,0.08,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,5,1,27,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,6,1.25,28,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,7,1.5,29,0.09,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,8,1.75,25,0.1,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,9,2,22,0.09,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,10,2.25,26,0.08,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,11,2.5,25,0.1,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,12,2.75,22,0.13,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,13,3,19,0.16,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,14,3.25,12,0.12,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,15,3.5,8,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,16,3.75,5,0.02,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,17,4,2,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,18,4.25,1,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,19,4.4,1,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,2,0.5,42,0.12,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,3,1,30,0.14,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,4,1.5,34,0.12,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,5,2,38,0.36,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,6,2.5,40,0.28,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,7,3,32,0.2,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,8,3.5,40,0.33,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,9,4,34,0.36,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,10,4.5,28,0.22,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,11,5,30,0.18,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,12,5.5,36,0.14,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,13,6,36,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,14,6.5,30,0.03,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,15,7,20,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,16,7.5,8,-0.02,R,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,17,8,14,-0.02,R,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,18,8.5,8,-0.02,R,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,main,19,9,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,2,0.5,12,0.1,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,3,1,17,0.21,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,4,1.5,22,0.07,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,5,2,18,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,6,2.5,14,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,7,3,12,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,main,8,3.5,2,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,2,0.4,10,-0.02,R,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,3,0.8,10,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,4,1.2,12,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,5,1.6,12,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,6,2,8,0.08,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,7,2.4,8,0.07,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,8,2.8,12,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,9,3.2,10,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,10,3.6,8,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,11,4,8,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,12,4.4,6,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,13,4.8,2,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,14,5.2,4,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,15,5.6,2,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,main,16,6,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,2,0.5,2,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,3,1,2,0.2,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,4,1.5,1,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,5,2,2,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,6,2.5,2,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,7,3,4,0.02,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,8,3.5,4,0.07,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,9,4,4,0.02,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,10,4.5,7,0.02,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,11,5,10,0.07,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,12,5.5,12,0.07,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,13,6,9,0.14,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,14,6.5,14,0.22,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,15,7,12,0.23,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,16,7.5,10,0.15,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,17,8,8,0.15,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,18,8.5,7,0.11,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,19,9,6,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,20,9.5,2,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,Main,21,10,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,2,0.5,18,-0.05,R,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,3,1,38,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,4,1.5,42,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,5,2,46,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,6,2.5,50,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,7,3,50,0.02,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,8,3.5,48,0.14,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,9,4,50,0.27,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,10,4.5,42,0.23,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,11,5,36,0.3,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,12,5.5,30,0.26,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,13,6,26,0.23,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,14,6.5,24,0.12,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,15,7,18,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,16,7.5,12,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,17,8,14,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,18,8.5,13,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,19,9,6,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,main,20,9.5,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,2,0.1,2,-0.01,R,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,3,0.2,3,0.02,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,4,0.3,11,0.14,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,5,0.4,11,0.16,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,6,0.5,10,0.13,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,7,0.6,12,0.15,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,8,0.7,14,0.18,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,9,0.8,17,0.17,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,10,0.9,16,0.19,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,11,1,11,0.21,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,12,1.1,16,0.2,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,13,1.2,17,0.1,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,14,1.3,17,0.11,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,15,1.4,16,0.19,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,16,1.5,15,0.2,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,17,1.6,16,0.15,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,18,1.7,2,0.07,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,main,19,1.8,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,1,0,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,2,0.5,0,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,3,1,10,0.01,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,4,1.5,14,0.04,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,5,2,20,0.06,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,6,2.5,21,0,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,7,3,16,0.05,A,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,main,8,3.5,0,0,A,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,main,1,0,0,0,A,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,main,2,0.5,29,0,A,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,main,3,1,46,0.07,A,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,main,4,1.5,56,0.27,A,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,main,5,2,62,0.3,A,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,main,6,2.5,45,0.6,A,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,main,7,3,30,0.45,A,NA,Event,HumanObservation
