ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,TransectNumber,SampleLocation,Season,BankAngle_Degrees,BankVegCover_Percent,BankHeight_Meters,BankSubstrate,LargeTrees_TR,SmTreesShrubs_SH,GrassForbes_GR,BareRockSediment_BA,Artificial_AR,Comment,dwcType,dwcBasisOfRecord
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,2,Left,2017,>60,>80,>4,Bedrock/artificial,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,2,Right,2017,>60,>80,2.1-3,Silt,FALSE,TRUE,FALSE,FALSE,FALSE,7m sandbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,3,Left,2017,>60,>80,>4,Bedrock/artificial,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,3,Right,2017,31-60,>80,2.1-3,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,9.5m sandbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,4,Left,2017,>60,>80,>4,Silt,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,4,Right,2017,31-60,>80,1.1-2,Silt,TRUE,FALSE,FALSE,FALSE,FALSE,19m sandbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,5,Left,2017,>60,>80,>4,Bedrock/artificial,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,5,Right,2017,31-60,>80,1.1-2,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,27m rockbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,6,Left,2017,>60,>80,1.1-2,Gravel/sand,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,6,Right,2017,31-60,>80,1.1-2,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,24.5m rockbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,7,Left,2017,>60,>80,1.1-2,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,7,Right,2017,31-60,>80,1.1-2,Silt,TRUE,FALSE,TRUE,FALSE,FALSE,21m rockbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,8,Left,2017,31-60,>80,1.1-2,Gravel/sand,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,8,Right,2017,31-60,50-80,2.1-3,Silt,TRUE,FALSE,FALSE,FALSE,FALSE,4m rockbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,9,Left,2017,0-30,>80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,15.5m sandbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,9,Right,2017,>60,>80,2.1-3,Silt,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,10,Left,2017,0-30,>80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,18m rockbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,10,Right,2017,>60,50-80,2.1-3,Silt,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,11,Left,2017,0-30,>80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,17.5m rockbar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,Main,11,Right,2017,>60,>80,2.1-3,Silt,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,1,Left,2019,>60,>80,>4,Bedrock/artificial,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,1,Right,2019,>60,>80,2.1-3,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,7 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,2,Left,2019,>60,50-80,>4,Bedrock/artificial,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,2,Right,2019,0-30,>80,0-1,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,65 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,3,Left,2019,31-60,>80,>4,Bedrock/artificial,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,3,Right,2019,31-60,>80,1.1-2,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,10 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,4,Left,2019,31-60,50-80,>4,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,4,Right,2019,31-60,>80,0-1,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,18.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,5,Left,2019,>60,>80,>4,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,5,Right,2019,0-30,>80,0-1,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,26 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,6,Left,2019,>60,50-80,1.1-2,Gravel/sand,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,6,Right,2019,0-30,>80,0-1,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,25 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,7,Left,2019,>60,50-80,1.1-2,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,7,Right,2019,0-30,>80,0-1,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,15.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,8,Left,2019,>60,50-80,1.1-2,Gravel/sand,FALSE,TRUE,FALSE,FALSE,FALSE,7.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,8,Right,2019,31-60,>80,1.1-2,Gravel/sand,TRUE,TRUE,FALSE,FALSE,FALSE,3 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,9,Left,2019,0-30,>80,0-1,Sand,FALSE,TRUE,FALSE,FALSE,FALSE,15 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,9,Right,2019,>60,50-80,2.1-3,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,10,Left,2019,0-30,>80,0-1,Sand,FALSE,TRUE,FALSE,FALSE,FALSE,24 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,10,Right,2019,>60,50-80,2.1-3,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,11,Left,2019,0-30,>80,0-1,Sand,FALSE,TRUE,FALSE,FALSE,FALSE,25.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,main,11,Right,2019,>60,50-80,2.1-3,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,1,Left,2021,>60,20-49,>4,Sand,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,1,Right,2021,>60,20-49,>4,Sand,FALSE,FALSE,FALSE,TRUE,FALSE,7.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,2,Left,2021,>60,<20,>4,Bedrock/artificial,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,2,Right,2021,>60,50-80,2.1-3,Sand,FALSE,TRUE,FALSE,FALSE,FALSE,7 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,3,Left,2021,>60,<20,>4,Sand,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,3,Right,2021,>60,20-49,3.1-4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,14 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,4,Left,2021,>60,>80,>4,Silt,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,4,Right,2021,>60,<20,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,5 m sand bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,5,Left,2021,>60,50-80,>4,Silt,FALSE,TRUE,FALSE,FALSE,FALSE,22 m sand bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,5,Right,2021,>60,<20,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,10 m gravel island,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,6,Left,2021,>60,50-80,2.1-3,Sand,FALSE,TRUE,FALSE,FALSE,FALSE,25 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,6,Right,2021,>60,<20,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,7 m gravel island,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,7,Left,2021,31-60,>80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,20 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,7,Right,2021,>60,<20,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,7 m gravel island,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,8,Left,2021,>60,<20,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,5 m gravel island,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,8,Right,2021,0-30,>80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,36 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,9,Left,2021,0-30,>80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,32.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,9,Right,2021,>60,<20,3.1-4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,10,Left,2021,0-30,>80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,18.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,10,Right,2021,>60,<20,3.1-4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,4 m gravel island,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,11,Left,2021,0-30,50-80,0-1,Sand,FALSE,FALSE,TRUE,FALSE,FALSE,8 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,main,11,Right,2021,>60,<20,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,15 m gravel island,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,1,Left,2023,>60,50-80,>4,Gravel/sand,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,1,Right,2023,>60,50-80,2.1-3,Sand,FALSE,TRUE,FALSE,FALSE,FALSE,14.2 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,2,Left,2023,>60,>80,>4,Gravel/sand,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,2,Right,2023,31-60,>80,1.1-2,Silt,TRUE,FALSE,TRUE,FALSE,FALSE,14.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,3,Left,2023,>60,20-49,>4,Boulder/cobble,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,3,Right,2023,>60,50-80,3.1-4,Silt,TRUE,TRUE,TRUE,FALSE,FALSE,6.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,4,Left,2023,>60,50-80,>4,Boulder/cobble,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,4,Right,2023,>60,50-80,3.1-4,Silt,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,5,Left,2023,0-30,>80,1.1-2,Silt,FALSE,FALSE,TRUE,FALSE,FALSE,34.2 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,5,Right,2023,>60,20-49,3.1-4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,6,Left,2023,31-60,>80,1.1-2,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,50.7 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,6,Right,2023,>60,20-49,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,7,Left,2023,31-60,>80,1.1-2,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,48.5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,7,Right,2023,>60,20-49,>4,Silt,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,8,Left,2023,0-30,>80,0-1,Silt,FALSE,FALSE,TRUE,FALSE,FALSE,50 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,8,Right,2023,>60,50-80,3.1-4,Silt,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,9,Left,2023,0-30,>80,0-1,Silt,FALSE,FALSE,TRUE,FALSE,FALSE,47.6 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,9,Right,2023,>60,50-80,3.1-4,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,10,Left,2023,0-30,>80,0-1,Silt,FALSE,FALSE,TRUE,FALSE,FALSE,43 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,10,Right,2023,>60,50-80,3.1-4,Silt,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,11,Left,2023,0-30,>80,1.1-2,Silt,FALSE,FALSE,TRUE,FALSE,FALSE,34 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,main,11,Right,2023,>60,50-80,3.1-4,Silt,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,1,Left,2009,>60,50-80,>4,Sand,FALSE,TRUE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,1,Right,2009,>60,50-80,>4,Silt,FALSE,TRUE,TRUE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,2,Left,2009,>60,50-80,>4,Silt,FALSE,TRUE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,2,Right,2009,31-60,50-80,>4,Silt,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,3,Left,2009,>60,50-80,>4,Sand,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,3,Right,2009,31-60,50-80,3.1-4,Bedrock/artificial,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,4,Left,2009,31-60,50-80,3.1-4,Sand,FALSE,TRUE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,4,Right,2009,31-60,50-80,2.1-3,Bedrock/artificial,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,5,Left,2009,31-60,50-80,3.1-4,Sand,FALSE,TRUE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,5,Right,2009,31-60,50-80,3.1-4,Sand,FALSE,TRUE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,6,Left,2009,31-60,>80,3.1-4,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,6,Right,2009,31-60,>80,3.1-4,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,7,Left,2009,31-60,>80,>4,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,7,Right,2009,31-60,>80,3.1-4,Sand,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,8,Left,2009,31-60,20-49,2.1-3,Sand,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,8,Right,2009,31-60,50-80,2.1-3,Sand,FALSE,TRUE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,9,Left,2009,31-60,50-80,>4,Sand,TRUE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,9,Right,2009,0-30,>80,1.1-2,Boulder/cobble,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,10,Left,2009,31-60,50-80,2.1-3,Sand,TRUE,FALSE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,10,Right,2009,31-60,50-80,>4,Boulder/cobble,FALSE,TRUE,FALSE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,11,Left,2009,>60,>80,>4,Sand,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,main,11,Right,2009,31-60,50-80,3.1-4,Boulder/cobble,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,main,1,Left,2012,>60,50-80,3.1-4,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,main,1,Right,2012,>60,>80,>4,Sand,TRUE,TRUE,FALSE,FALSE,FALSE,5 m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,main,2,Left,2012,>60,50-80,3.1-4,Silt,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,main,2,Right,2012,31-60,>80,3.1-4,Sand,TRUE,FALSE,TRUE,FALSE,FALSE,4.6m gravel bar,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,main,3,Left,2012,>60,50-80,>4,Silt,TRUE,FALSE,TRUE,FALSE,FALSE,9.6m gravel/silt bar,Event,HumanObservation
