Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2007Nov26	2007	11/26/2007 0:00:00	1/23/2008 0:00:00	BUFFRMINVE2007Dec04	3	L	5.90	25.00	0.16	16.00	2.00	0.00	2.00	2.00	2.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2007Nov26	2007	11/26/2007 0:00:00	1/23/2008 0:00:00	BUFFRMINVE2007Dec04	3	M	6.40	24.00	0.37	16.00	2.00	2.00	1.00	3.00	2.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2007Nov26	2007	11/26/2007 0:00:00	1/23/2008 0:00:00	BUFFRMINVE2007Dec04	3	R	10.10	25.00	0.34	15.00	2.00	0.00	0.00	2.00	2.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2007JAN04	2006	1/4/2007 0:00:00	2/22/2007 0:00:00	BUFFRMINVE2007JAN08	3	L	16.20	26.00	0.76	15.00	2.00	0.00	0.00	2.00	1.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2007JAN04	2006	1/4/2007 0:00:00	2/22/2007 0:00:00	BUFFRMINVE2007JAN08	3	M	11.20	42.00	1.15	15.00	2.00	1.00	0.00	2.00	1.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2007JAN04	2006	1/4/2007 0:00:00	2/22/2007 0:00:00	BUFFRMINVE2007JAN08	3	R	9.10	22.00	0.75	15.00	2.00	0.00	1.00	2.00	1.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2008Dec02	2008	12/2/2008 0:00:00	2/18/2009 0:00:00	BUFFRMINVE2008Dec04	3	L	-999.00	9.00	0.52	16.00	1.00	0.00	1.00	2.00	2.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2008Dec02	2008	12/2/2008 0:00:00	2/18/2009 0:00:00	BUFFRMINVE2008Dec04	3	M	-999.00	10.00	0.40	14.00	2.00	0.00	2.00	2.00	3.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2008Dec02	2008	12/2/2008 0:00:00	2/18/2009 0:00:00	BUFFRMINVE2008Dec04	3	R	-999.00	18.00	0.50	14.00	1.00	0.00	1.00	2.00	3.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2009Dec07	2009	12/7/2009 0:00:00	1/21/2010 0:00:00	BUFFRMINVE2009Dec08	3	L	-999.00	20.00	1.71	15.00	1.00	0.00	0.00	2.00	1.00	2.00	
