ParkName,ParkCode,LocationType,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,StartDate,EndDate,EventID,Units,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov15,meters,9,4,8,0.12,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov15,meters,10,4.5,5,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov15,meters,11,5,2,0.05,,
Buffalo National River,BUFF,Tributary,Buffalo River,Little Buffalo,Newton,420,BUFFT09,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov29,meters,1,0,0,0,no discharge - Dead flow meter,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,1,0,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,2,0.5,8,0.12,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,3,1,10,0.39,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,4,1.5,10,0.6,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,5,2,8,0.3,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,6,2.5,6,0.31,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,7,3,16,0.29,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,8,3.5,16,-0.03,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,9,4,16,-0.04,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,10,4.5,28,0.08,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,11,5,20,0.1,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (L),Marion,366,BUFFT29,,,BUFFRMINVE2017Nov15,2017,11/15/2017 0:00,12/8/2017 0:00,BUFFRMINVE2017Nov30,meters,12,5.5,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,1,0,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,2,0.5,26,0.25,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,3,1,50,0.27,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,4,1.5,50,0.3,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,5,2,40,0.35,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,6,2.5,38,0.49,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,7,3,36,0.58,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,8,3.5,36,0.46,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,9,4,36,0.4,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,10,4.5,38,0.42,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,11,5,28,0.37,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,12,5.5,28,0.25,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,13,6,24,0.2,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,14,6.5,18,0.12,,
Buffalo National River,BUFF,Tributary,Buffalo River,Mill Creek (U),Newton,646,BUFFT07,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,15,7,4,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,1,0,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,2,1.5,32,0.07,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,3,3,46,0.13,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,4,4.5,58,0.22,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,5,6,62,0.19,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,6,7.5,64,0.13,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,7,9,60,0.16,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,8,10.5,60,0.15,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,9,12,58,0.19,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,10,13.5,60,0.37,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,11,15,70,0.37,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,12,16.5,62,0.26,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,13,18,60,0.16,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,14,19.5,40,0.06,,
Buffalo National River,BUFF,Tributary,Buffalo River,Big Creek (U),Newton,244,BUFFT13,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov04,meters,15,21,4,0.04,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,1,0,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,2,0.5,8,0.14,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,3,1,10,0.21,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,4,1.5,18,0.22,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,5,2,20,0.21,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,6,2.5,22,0.31,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,7,3,24,0.31,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,8,3.5,22,0.33,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,9,4,22,0.27,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,10,4.5,24,0.31,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,11,5,18,0.27,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,12,5.5,14,0.24,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,13,6,12,0.13,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,14,6.5,12,0.16,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,15,7,10,0.13,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,16,7.5,8,0.06,,
Buffalo National River,BUFF,Tributary,Buffalo River,Clabber Creek,Marion,476,BUFFT27,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov05,meters,17,8,4,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,1,0,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,2,0.5,36,0.4,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,3,1,36,0.76,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,4,1.5,28,0.7,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,5,2,24,0.5,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,6,2.5,22,0.46,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,7,3,18,0.32,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,8,3.5,14,0.14,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,9,4,10,0.12,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,10,4.5,10,0.08,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,11,5,4,0.03,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,12,5.5,4,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Davis Creek,Newton,383,BUFFT15,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,13,6,4,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,1,0,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,2,0.5,31,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,3,1,50,0.03,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,4,1.5,70,0.04,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,5,2,67,0.09,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,6,2.5,62,0.07,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,7,3,58,0.09,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,8,3.5,54,0.1,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,9,4,48,0.09,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,10,4.5,44,0.08,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,11,5,41,0.08,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,12,5.5,40,0.07,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,13,6,38,0.07,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,14,6.5,34,0.04,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,15,7,30,0.04,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,16,7.5,24,0.06,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,17,8,20,0.02,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,18,8.5,12,0.02,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,19,9,5,-0.01,,
Buffalo National River,BUFF,Tributary,Buffalo River,Calf Creek,Searcy,378,BUFFT19,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov06,meters,20,9.5,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,1,0,0,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,2,0.5,28,0.04,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,3,1,28,0.02,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,4,1.5,32,0.06,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,5,2,34,0.05,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,6,2.5,30,0.03,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,7,3,24,0.02,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,8,3.5,22,0.05,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,9,4,20,0.04,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,10,4.5,18,0.05,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,11,5,20,0.03,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,12,5.5,26,0.06,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,13,6,22,0.03,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,14,6.5,10,0.02,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,15,7,6,0.01,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,16,7.5,10,0.02,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,17,8,12,0.02,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,18,8.5,8,0,,
Buffalo National River,BUFF,Tributary,Buffalo River,Middle Creek,Marion,603,BUFFT30,,,BUFFRMINVE2019Nov04,2019,11/4/2019 0:00,11/21/2019 0:00,BUFFRMINVE2019Nov19,meters,19,9,0,0,,
