"ParkCode","dwcType","dwcBasisOfRecord","scientificName","DataReleaseID","CalYr","Type","Count","DensityClass_Estimated","DensityClass_Actual","Correct"
"WICR","Event","HumanObservation","Physaria filiformis","A_66c",2016,"srs",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_66e",2016,"srs",16,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_67c",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_67g",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_68b",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72a",2016,"subj",135,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72f",2016,"subj",21,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72g",2016,"subj",12,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72h",2016,"subj",198,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72i",2016,"subj",348,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_73d",2016,"subj",60,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_74e",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_75d",2016,"srs",1,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_75i",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_76i",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81c",2016,"srs",19,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_82h",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_83a",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_84a",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_91h",2016,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_10a",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_11b",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_11f",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_16i",2017,"srs",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_22a",2017,"srs",15,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_22h",2017,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_26h",2017,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_28a",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_28d",2017,"srs",2,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_32a",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_32c",2017,"srs",38,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_32e",2017,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_32f",2017,"srs",17,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_32h",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_33a",2017,"srs",5,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_34a",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_38b",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_39c",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_40d",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_41f",2017,"srs",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_44d",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_45a",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_45g",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_46i",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_47c",2017,"srs",4,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_47i",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_50a",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_50b",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_50f",2017,"srs",1,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_51e",2017,"srs",4,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_51i",2017,"srs",1,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_52b",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_53a",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_53h",2017,"srs",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_57b",2017,"srs",19,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_58f",2017,"srs",5,2,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_59f",2017,"srs",14,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_59i",2017,"srs",9,2,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_60d",2017,"srs",2,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_60f",2017,"srs",14,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_64a",2017,"srs",12,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_64b",2017,"srs",14,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_64g",2017,"srs",3,2,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_65f",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_65g",2017,"subj",123,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_67b",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72c",2017,"subj",227,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72e",2017,"srs",114,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72f",2017,"subj",272,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72g",2017,"srs",39,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72h",2017,"subj",514,4,5,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72i",2017,"subj",458,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_73a",2017,"subj",62,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_74a",2017,"subj",103,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_74b",2017,"subj",132,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_75c",2017,"srs",1,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_76d",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_76h",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_76i",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80c",2017,"subj",75,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80d",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80f",2017,"subj",102,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_81b",2017,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_81c",2017,"subj",116,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_81e",2017,"srs",26,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81f",2017,"subj",243,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81g",2017,"srs",2,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_82e",2017,"srs",4,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_84g",2017,"srs",1,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_89e",2017,"srs",3,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_90h",2017,"srs",19,0,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_92c",2017,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_11b",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_16h",2018,"subj",95,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_17a",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_17g",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_17h",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_22b",2018,"subj",85,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_26d",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_26i",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_27f",2018,"srs",16,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_27i",2018,"srs",11,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_28h",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_29d",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_32h",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_33d",2018,"srs",15,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_34b",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_38d",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_39g",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_45i",2018,"srs",0,0,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_46a",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_46c",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_46e",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_47g",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_50d",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_50i",2018,"srs",17,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_51c",2018,"srs",3,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_51e",2018,"srs",4,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_51h",2018,"srs",36,3,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_52d",2018,"srs",2,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_52i",2018,"srs",3,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_53g",2018,"srs",20,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_54a",2018,"srs",2,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_57c",2018,"srs",37,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_57e",2018,"subj",108,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_58b",2018,"srs",7,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_59g",2018,"srs",18,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_64i",2018,"subj",206,5,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_65e",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_66e",2018,"srs",53,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_66f",2018,"srs",11,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_66g",2018,"srs",148,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_67h",2018,"srs",12,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72a",2018,"subj",195,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72b",2018,"subj",113,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72d",2018,"subj",161,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72f",2018,"subj",487,5,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72h",2018,"subj",547,6,5,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72i",2018,"subj",699,6,5,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_73a",2018,"srs",93,4,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_73c",2018,"subj",32,3,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_73d",2018,"srs",29,3,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_73g",2018,"subj",75,4,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_73h",2018,"srs",6,2,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_74b",2018,"srs",49,3,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_75a",2018,"srs",5,2,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_75f",2018,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_75g",2018,"srs",11,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_76c",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_76i",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80b",2018,"srs",17,3,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_80c",2018,"srs",153,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80e",2018,"subj",90,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80f",2018,"srs",132,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80i",2018,"srs",4,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81c",2018,"srs",56,4,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_81e",2018,"srs",6,2,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_81f",2018,"subj",138,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_82c",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_82d",2018,"subj",48,3,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_83c",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_84c",2018,"srs",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_84i",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_89a",2018,"srs",21,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_90a",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_90h",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_92i",2018,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_10a",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_10g",2019,"subj",37,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_16d",2019,"subj",65,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_21h",2019,"srs",59,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_22a",2019,"srs",216,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_22b",2019,"srs",151,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_23d",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_23f",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_26b",2019,"srs",6,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_26h",2019,"srs",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_26i",2019,"srs",6,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_27d",2019,"srs",4,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_27e",2019,"srs",137,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_28d",2019,"srs",25,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_28f",2019,"srs",5,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_32c",2019,"srs",120,2,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_32d",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_33a",2019,"srs",58,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_33b",2019,"subj",176,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_33d",2019,"srs",48,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_34h",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_35c",2019,"subj",96,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_40b",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_40c",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_44h",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_47d",2019,"srs",11,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_50i",2019,"subj",249,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_51a",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_51c",2019,"srs",11,0,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_52g",2019,"subj",103,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_53c",2019,"srs",2,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_53h",2019,"srs",35,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_54e",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_54g",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_58d",2019,"srs",16,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_60a",2019,"srs",78,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_60c",2019,"srs",41,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_60e",2019,"srs",4,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_60h",2019,"srs",3,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_61b",2019,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_61e",2019,"srs",13,0,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_64e",2019,"srs",3,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_64g",2019,"srs",77,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_67i",2019,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_68f",2019,"srs",15,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_68i",2019,"srs",4,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72e",2019,"subj",1177,5,6,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72h",2019,"subj",1169,5,6,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72i",2019,"subj",1498,4,6,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_74b",2019,"srs",122,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_74c",2019,"subj",91,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_74e",2019,"srs",98,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_75d",2019,"srs",64,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_75h",2019,"srs",163,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_76c",2019,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_81a",2019,"srs",32,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81e",2019,"srs",490,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81g",2019,"srs",712,4,5,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_82b",2019,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_82d",2019,"subj",354,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_82i",2019,"srs",233,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_83a",2019,"srs",2,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_83c",2019,"srs",10,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_83f",2019,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_83g",2019,"srs",99,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_84f",2019,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_89b",2019,"subj",146,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_90a",2019,"srs",30,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_90i",2019,"srs",117,2,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_91f",2019,"srs",136,2,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_91g",2019,"srs",229,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_92a",2019,"srs",58,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_10c",2021,"srs",38,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_11a",2021,"srs",99,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_11b",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_11d",2021,"srs",44,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_11i",2021,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_16i",2021,"srs",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_22a",2021,"srs",188,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_22d",2021,"srs",10,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_26a",2021,"srs",1,0,1,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_27e",2021,"srs",420,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_28d",2021,"srs",91,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_29d",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_33d",2021,"srs",88,3,3,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_34f",2021,"srs",5,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_40d",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_40g",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_41g",2021,"srs",7,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_44i",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_45f",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_45g",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_47h",2021,"srs",51,2,3,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_48h",2021,"srs",385,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_50d",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_50i",2021,"srs",298,2,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_52f",2021,"srs",4,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_53i",2021,"srs",235,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_57b",2021,"srs",153,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_57c",2021,"srs",302,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_58h",2021,"srs",377,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_60b",2021,"srs",192,2,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_61a",2021,"srs",350,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_61b",2021,"srs",15,1,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_61e",2021,"srs",390,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_64d",2021,"srs",4,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_64g",2021,"srs",118,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_65a",2021,"srs",141,3,4,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_65h",2021,"srs",21,3,2,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_66f",2021,"srs",1148,4,6,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_67a",2021,"srs",270,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_67d",2021,"srs",2,1,1,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_68g",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_68i",2021,"srs",302,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72c",2021,"subj",895,5,5,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_72e",2021,"srs",618,4,5,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72h",2021,"subj",1044,5,6,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_72i",2021,"subj",724,5,5,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_74d",2021,"subj",2310,6,6,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_75h",2021,"srs",205,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_76f",2021,"srs",143,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_79b",2021,"subj",0,1,0,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_80b",2021,"subj",828,5,5,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_80f",2021,"subj",1177,5,6,FALSE
"WICR","Event","HumanObservation","Physaria filiformis","A_80g",2021,"srs",0,0,0,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81a",2021,"subj",15,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_81i",2021,"srs",357,4,4,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_82a",2021,"srs",49,2,2,TRUE
"WICR","Event","HumanObservation","Physaria filiformis","A_83a",2021,"srs",1,1,1,TRUE
