"ParkName","ParkCode","dwcType","dwcBasisOfRecord","CalYr","scientificName","GridSizeInMeters","DataReleaseID","DensityClass","ClassRange","LowerBound","UpperBound","Midpoint"
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100d",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_100i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_101i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_102i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_103i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104b",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_104i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105d",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_105i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106c",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_106i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_107i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10c",3,"50 - 100",50,99,74.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10f",4,"100 - 500",100,499,299.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10g",3,"50 - 100",50,99,74.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10h",2,"10 - 50",10,49,29.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_10i",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11a",3,"50 - 100",50,99,74.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11b",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11d",2,"10 - 50",10,49,29.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11g",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11h",3,"50 - 100",50,99,74.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_11i",2,"10 - 50",10,49,29.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_12i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_13i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_14i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15f",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_15i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16b",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16d",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16g",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16h",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_16i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17b",4,"100 - 500",100,499,299.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17c",2,"10 - 50",10,49,29.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17e",2,"10 - 50",10,49,29.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_17i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_18i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_19i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_1i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20c",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20e",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_20i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21e",2,"10 - 50",10,49,29.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21f",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_21i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22a",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22c",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22h",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_22i",2,"10 - 50",10,49,29.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23a",3,"50 - 100",50,99,74.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_23i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24a",1,"1 - 10",1,9,5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24e",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24f",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24g",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24h",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_24i",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_25a",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_25b",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_25c",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_25d",0,"0",0,0,0
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",1997,"Physaria filiformis",5,"A_25e",0,"0",0,0,0
