ParkName,ParkCode,Season,LocationID,EventID,Units,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,DETimeStamp
Buffalo National River,BUFF,2013,BUFFRMINVEBT05,BUFFRMINVE2014Jan24,meters,11,5,32,0.16,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT05,BUFFRMINVE2014Jan24,meters,12,5.5,33,0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT05,BUFFRMINVE2014Jan24,meters,13,6,30,0.2,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT05,BUFFRMINVE2014Jan24,meters,14,6.5,20,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT05,BUFFRMINVE2014Jan24,meters,15,7,12,0.03,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT05,BUFFRMINVE2014Jan24,meters,16,7.5,14,0.05,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,2,0.75,18,0.03,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,3,1.5,14,0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,4,2.25,14,0.05,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,5,3,12,0.07,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,6,3.75,12,0.07,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,7,4.5,16,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,8,5.25,16,0.11,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,9,6,17,0.15,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,10,6.75,19,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,11,7.5,15,0.11,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,12,8.25,14,0.08,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,13,9,8,0.03,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,14,9.75,4,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT07,BUFFRMINVE2013Nov21,meters,15,10.5,2,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,2,2,19,0.84,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,3,4,28,1.07,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,4,6,30,0.92,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,5,8,35,0.82,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,6,10,27,0.65,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,7,12,24,0.51,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,8,14,21,0.5,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,9,16,12,0.31,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,10,18,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT09,BUFFRMINVE2014Jan23,meters,11,20,1,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,2,0.5,30,0.22,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,3,1,36,0.66,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,4,1.5,32,1.01,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,5,2,26,1.07,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,6,2.5,28,1.04,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,7,3,27,1.18,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,8,3.5,28,1.1,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,9,4,22,0.99,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,10,4.5,21,0.86,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,11,5,16,0.8,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,12,5.5,14,0.54,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,13,6,12,0.56,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,14,6.5,10,0.94,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,15,7,10,0.69,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,16,7.5,7,0.97,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,17,8,7,0.36,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,18,8.5,8,0.41,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,19,9,6,0.08,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,20,9.5,4,0.13,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT13,BUFFRMINVE2014Jan24,meters,22,10,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,2,0.3,4,-0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,3,0.6,12,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,4,0.9,14,0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,5,1.2,12,0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,6,1.5,15,0.17,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,7,1.8,16,0.05,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,8,2.1,14,0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,9,2.4,10,-0.01,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,10,2.7,6,-0.03,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,11,3,2,-0.05,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,12,3.3,4,-0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,13,3.6,4,-0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,14,3.9,4,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,15,4.2,1,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,16,4.5,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT15,BUFFRMINVE2013Nov21,meters,17,4.8,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,2,0.5,4,0.01,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,3,1,8,0.16,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,4,1.5,12,0.21,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,5,2,16,0.25,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,6,2.5,24,0.22,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,7,3,24,0.28,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,8,3.5,22,0.27,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,9,4,29,0.24,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,10,4.5,27,0.22,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,11,5,23,0.25,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,12,5.5,25,0.19,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,13,6,28,0.15,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,14,6.5,28,0.16,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,15,7,23,0.11,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,16,7.5,16,0.11,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,17,8,14,0.09,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,18,8.5,10,0.03,,10/5/2020 11:46
Buffalo National River,BUFF,2013,BUFFRMINVEBT23,BUFFRMINVE2014Jan30,meters,19,9,4,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,2,0.5,36,0.21,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,3,1,40,0.21,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,4,1.5,29,0.17,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,5,2,32,0.22,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,6,2.5,32,0.2,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,7,3,32,0.19,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,8,3.5,26,0.14,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,9,4,24,0.08,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,10,4.5,20,0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,11,5,20,0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,12,5.5,14,0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,13,6,14,0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,14,6.5,8,-0.03,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,15,7,4,-0.05,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT07,BUFFRMINVE2015Nov23,meters,16,7.5,2,-0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,2,0.5,4,-0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,3,1,4,-0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,4,1.5,6,0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,5,2,6,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,6,2.5,8,0.05,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,7,3,6,0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,8,3.5,7,0.25,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,9,4,10,0.3,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,10,4.5,11,0.4,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,11,5,12,0.27,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,12,5.5,12,0.4,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,13,6,13,0.36,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,14,6.5,14,0.4,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,15,7,13,0.31,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,16,7.5,8,0.27,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT15,BUFFRMINVE2015Nov23,meters,17,8,10,0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,2,0.5,17,0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,3,1,34,0.47,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,4,1.5,71,0.51,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,5,2,76,0.5,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,6,2.5,82,0.29,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,7,3,68,0.14,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,8,3.5,60,0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,9,4,51,-0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,10,4.5,41,-0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,11,5,38,-0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT19,BUFFRMINVE2015Dec07,meters,12,5.5,18,0.01,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,2,1,17,0.08,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,3,2,10,0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,4,3,16,0.04,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,5,4,42,0.16,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,6,5,28,0.31,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,7,6,20,0.19,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,8,7,36,0.16,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,9,8,18,0.19,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,10,9,10,0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT27,BUFFRMINVE2015Nov24,meters,11,10,1,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,2,0.5,4,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,3,1,5,0.16,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,4,1.5,7,0.2,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,5,2,10,0.31,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,6,2.5,13,0.31,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,7,3,13,0.46,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,8,3.5,8,0.34,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,9,4,14,0.24,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,10,4.5,14,0.3,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,11,5,10,-0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT30,BUFFRMINVE2015Dec08,meters,12,5.5,1,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,2,0.5,16,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,3,1,24,0.09,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,4,1.5,26,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,5,2,27,0.11,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,6,2.5,26,0.15,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,7,3,24,0.14,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,8,3.5,22,0.13,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,9,4,20,0.12,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,10,4.5,18,0.13,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,11,5,16,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,12,5.5,13,0.07,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,13,6,10,0.03,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,14,6.5,9,0.02,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,15,7,2,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,16,7.5,2,0,,10/5/2020 11:46
Buffalo National River,BUFF,2015,BUFFRMINVEBT31,BUFFRMINVE2015Dec08,meters,17,8,1,0,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT05,BUFFRMINVE2017Dec04,meters,1,0,0,0,"No discharge taken, too low for meaningful results",10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,2,0.5,8,0.32,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,3,1,12,0.21,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,4,1.5,15,0.14,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,5,2,12,0.2,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,6,2.5,12,0.28,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,7,3,9,0.08,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT07,BUFFRMINVE2017Nov15,meters,8,3.5,6,0.01,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT09,BUFFRMINVE2017Nov29,meters,1,0,0,0,no discharge - Dead flow meter,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,1,0,0,0,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,2,1,12,0.07,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,3,2,19,0.15,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,4,3,20,0.12,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,5,4,18,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,6,5,16,0.17,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,7,6,16,0.12,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,8,7,18,0.07,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,9,8,18,0.1,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,10,9,14,0.06,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,11,10,11,0.05,,10/5/2020 11:46
Buffalo National River,BUFF,2017,BUFFRMINVEBT13,BUFFRMINVE2017Nov15,meters,12,11,10,0.07,,10/5/2020 11:46
