ParkName,ParkCode,Season,LocationID,EventID,Units,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,DETimeStamp
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,7,1.5,26,0.17,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,8,1.75,22,0.19,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,9,2,22,0.18,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,10,2.25,20,0.17,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,11,2.5,24,0.16,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,12,2.75,22,0.18,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,13,3,22,0.13,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,14,3.25,18,0.16,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,15,3.5,7,0.11,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2019,GWCAAquBug03,GWCAAquBug2019May06,meters,16,3.75,4,0.02,,10/5/2020 11:46
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,1,0,0,0,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,2,0.1,1,0,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,3,0.2,2,0.02,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,4,0.3,4,0.27,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,5,0.4,6,0.24,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,6,0.5,8,0.16,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,7,0.6,11,0.15,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,8,0.7,14,0.04,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,9,0.8,12,0.06,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,10,0.9,10,0.06,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,11,1,12,0.07,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,12,1.1,8,0.29,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,13,1.2,6,0.31,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,14,1.3,5,0.33,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,15,1.4,10,0.47,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,16,1.5,8,0.37,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,17,1.6,7,0.56,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,18,1.7,4,0.19,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,19,1.8,6,0.23,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,20,1.9,4,0.22,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug01,GWCAAquBug2022May02,meters,21,2,2,0.01,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,1,0,0,0,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,2,0.5,8,0.01,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,3,1,9,0.08,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,4,1.5,8,0.19,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,5,2,8,0.14,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,6,2.5,4,0.12,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,7,3,4,0.04,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,8,3.5,6,0.03,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,9,4,2,0.05,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug02,GWCAAquBug2022May02,meters,10,4.3,0,0,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,1,0,0,0,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,2,0.5,12,0.03,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,3,1,14,0.01,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,4,1.5,16,0.03,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,5,2,16,0.05,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,6,2.5,24,0.04,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,7,3,24,0.04,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,8,3.5,22,0.03,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,9,4,20,0.04,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,10,4.5,6,0.01,,2/15/2023 16:18
George Washington Carver National Monument,GWCA,2022,GWCAAquBug03,GWCAAquBug2022May02,meters,11,4.6,0,0,,2/15/2023 16:18
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,1,0,0,0,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,2,0.1,2,0,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,3,0.2,6,0.01,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,4,0.3,8,0.01,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,5,0.4,8,0.03,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,6,0.5,10,0.02,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,7,0.6,16,0.05,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,8,0.7,16,0.08,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,9,0.8,16,0.21,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,10,0.9,16,0.22,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,11,1,18,0.23,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,12,1.1,16,0.19,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,13,1.2,16,0.21,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,14,1.3,10,0.16,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,15,1.4,6,0.17,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,16,1.5,6,0.15,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,17,1.6,5,0.18,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,18,1.7,5,0.16,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,19,1.8,5,0.15,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,20,1.9,6,0.13,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2017,HEHOAqubug01,HEHOAquBug2017Jul17,meters,21,2,0,0,,10/5/2020 11:46
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,1,0.5,4,0.01,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,2,1,9,0.01,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,3,1.5,16,0.07,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,4,2,22,0.09,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,5,2.5,24,0.04,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,6,3,20,0.05,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,7,3.5,20,0.06,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,8,4,14,0.09,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,9,4.5,12,0.04,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2021,HEHOAqubug01,HEHOAquBug2021Jul26,meters,10,5,6,0.01,,2/13/2023 13:51
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,1,0,0,0,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,2,0.5,14,0.17,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,3,1,15,0.59,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,4,1.5,16,0.17,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,5,2,10,0.38,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,6,2.5,12,0.22,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,7,3,7,0.21,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2022,HEHOAqubug01,HEHOAquBug2022Jul05,meters,8,3.5,6,0.02,,9/20/2023 13:57
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,1,0,0,0,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,2,0.25,7,0,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,3,0.5,9,0.01,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,4,0.75,14,0.01,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,5,1,20,0.03,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,6,1.25,24,0.04,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,7,1.5,27,0.06,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,8,1.75,27,0.05,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,9,2,30,0.04,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,10,2.25,26,0.04,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,11,2.5,20,0.02,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,12,2.75,18,0.01,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,13,3,16,0.01,,9/20/2023 13:58
Herbert Hoover National Historic Site,HEHO,2023,HEHOAqubug01,HEHOAquBug2023Jul17,meters,14,3.25,4,0,,9/20/2023 13:58
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,1,0,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,2,0.3,2,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,3,0.6,8,0.08,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,4,0.9,10,0.16,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,5,1.2,10,0.13,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,6,1.5,10,0.15,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,7,1.8,10,0.13,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,8,2.1,14,0.14,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,9,2.4,12,0.1,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,10,2.7,12,0.17,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,11,3,12,0.11,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,12,3.3,18,0.13,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,13,3.6,18,0.13,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,14,3.9,20,0.14,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,15,4.2,26,0.11,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,16,4.5,26,0.11,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,17,4.8,30,0.11,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,18,5.1,30,0.11,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,19,5.4,34,0.09,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug01,HOSPAqubug2009Jun17,meters,20,5.7,34,0.07,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,1,0,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,2,0.5,18,0.1,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,3,1,23,0.1,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,4,1.5,26,0.08,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,5,2,20,0.14,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,6,2.5,17,0.05,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,7,3,23,0.05,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,8,3.5,14,0.05,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,9,4,12,0.13,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,10,4.5,8,0.09,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,11,5,2,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2009,HOSPAqubug02,HOSPAqubug2009Jun16,meters,12,5.2,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,1,0,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,2,0.25,4,0.06,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,3,0.5,6,0.07,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,4,0.75,6,0.21,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,5,1,10,0.37,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,6,1.25,8,0.3,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,7,1.5,16,0.5,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,8,1.75,14,0.42,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,9,2,8,0.17,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,10,2.25,2,0.11,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,11,2.5,5,0.16,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug01,HOSPAqubug2012Jul10,meters,12,2.75,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,1,0,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,2,0.5,12,0.02,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,3,1,25,0.05,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,4,1.5,30,0.04,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,5,2,33,0.08,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,6,2.5,32,0.09,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,7,3,31,0.09,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,8,3.5,27,0.05,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,9,4,25,0.03,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,10,4.5,21,0.01,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,11,5,18,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,12,5.5,14,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2012,HOSPAqubug02,HOSPAqubug2012Jul10,meters,13,6,4,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,1,0,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,2,1,15,0.31,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,3,2,20,0.34,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,4,3,20,0.26,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,5,4,22,0.34,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,6,5,24,0.24,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,7,6,29,0.29,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,8,7,22,0.32,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,9,8,9,0.7,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug01,HOSPAquBug2015Jul07,meters,10,8.5,5,-0.01,half meter,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,1,0,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,2,0.5,8,0.12,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,3,1,9,0.03,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,4,1.5,10,0.13,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,5,2,12,0.13,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,6,2.5,11,0.09,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,7,3,22,0.18,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,8,3.5,24,0.65,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,9,4,25,0.47,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,10,4.5,23,0.1,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,11,5,18,0.01,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,12,5.5,8,-0.01,,10/5/2020 11:46
Hot Springs National Park,HOSP,2015,HOSPAqubug02,HOSPAquBug2015Jul07,meters,13,6,4,-0.02,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,1,0,0,0,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,2,0.5,6,0.05,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,3,1,8,0.07,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,4,1.5,8,0.09,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,5,2,14,0.14,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,6,2.5,12,0.14,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,7,3,14,0.1,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,8,3.5,10,0.03,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,9,4,10,0.18,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,10,4.5,10,0.08,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,11,5,11,0.11,,10/5/2020 11:46
Hot Springs National Park,HOSP,2018,HOSPAqubug01,HOSPAquBug2018Jul09,meters,12,5.5,11,0.1,,10/5/2020 11:46
