ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,ChannelTypeDescr,SiteNumber,TransectNumber,SampleLocation,SampleLocationDescr,ChannelUnit,ChannelUnitDescr,PoolForm,Width_m,Depth_cm,Velocity_ms,DomSubstrate,WentworthSubstrateDescr,WentworthMidpoint,Embeddedness,EmbedCanCoverDescrb,ECC_MidpoinValueb,CanopyCover,EmbedCanCoverDescr,ECC_MidpoinValue,Comment
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,main,The channel that contains the majority of flow,3,3,M,Middle,PO,Pool,N/A,4.80,32,-0.02,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,main,The channel that contains the majority of flow,4,3,M,Middle,PO,Pool,N/A,2.80,10,0.03,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,main,The channel that contains the majority of flow,5,3,M,Middle,PO,Pool,N/A,4.80,30,0.01,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,1,1,M,Middle,PO,Pool,N/A,2.30,20,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,2,1,M,Middle,PO,Pool,N/A,4.30,10,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,3,1,M,Middle,PO,Pool,N/A,2.30,12,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,4,1,M,Middle,PO,Pool,N/A,1.10,14,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,1,2,M,Middle,PO,Pool,N/A,5.20,16,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,2,2,M,Middle,PO,Pool,N/A,2.00,20,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,3,2,M,Middle,PO,Pool,N/A,2.20,26,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,4,2,M,Middle,PO,Pool,N/A,2.00,26,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,1,3,M,Middle,PO,Pool,N/A,3.20,8,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,2,3,M,Middle,PO,Pool,N/A,1.60,14,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,3,3,M,Middle,PO,Pool,N/A,3.00,16,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,main,The channel that contains the majority of flow,4,3,M,Middle,PO,Pool,N/A,1.90,20,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,1,1,M,Middle,PO,Pool,N/A,3.00,14,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,2,1,M,Middle,PO,Pool,N/A,3.20,8,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,3,1,M,Middle,PO,Pool,N/A,3.00,25,-0.01,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,4,1,M,Middle,PO,Pool,N/A,4.40,47,-0.01,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,5,1,M,Middle,PO,Pool,N/A,2.90,20,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,1,2,M,Middle,PO,Pool,N/A,4.70,36,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,2,2,M,Middle,PO,Pool,N/A,4.00,26,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,3,2,M,Middle,PO,Pool,N/A,6.70,46,0.02,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,4,2,M,Middle,PO,Pool,N/A,3.90,26,0.03,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,5,2,M,Middle,PO,Pool,N/A,3.60,56,-0.03,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,1,3,M,Middle,PO,Pool,N/A,2.00,20,0.01,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,2,3,M,Middle,PO,Pool,N/A,1.80,10,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,3,3,M,Middle,PO,Pool,N/A,3.90,42,-0.02,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,4,3,M,Middle,PO,Pool,N/A,3.40,18,0.02,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,The channel that contains the majority of flow,5,3,M,Middle,PO,Pool,N/A,3.00,26,0.01,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,1,1,M,Middle,PO,Pool,N/A,3.40,40,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,2,1,M,Middle,PO,Pool,N/A,3.30,46,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,3,1,M,Middle,PO,Pool,N/A,3.80,19,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,4,1,M,Middle,PO,Pool,N/A,2.60,20,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,1,2,M,Middle,PO,Pool,N/A,4.10,45,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,2,2,M,Middle,PO,Pool,N/A,4.30,40,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,3,2,M,Middle,PO,Pool,N/A,4.40,50,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,4,2,M,Middle,PO,Pool,N/A,3.20,18,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,1,3,M,Middle,PO,Pool,N/A,2.80,40,-0.01,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,2,3,M,Middle,PO,Pool,N/A,3.90,30,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,3,3,M,Middle,PO,Pool,N/A,5.50,58,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,main,The channel that contains the majority of flow,4,3,M,Middle,PO,Pool,N/A,3.10,2,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,1,1,M,Middle,PO,Pool,N/A,2.60,16,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,2,1,M,Middle,PO,Pool,N/A,3.80,25,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,3,1,M,Middle,PO,Pool,N/A,3.50,64,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,4,1,M,Middle,PO,Pool,N/A,4.20,56,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,5,1,M,Middle,PO,Pool,N/A,2.00,17,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,1,2,M,Middle,PO,Pool,N/A,4.80,26,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,2,2,M,Middle,PO,Pool,N/A,4.20,61,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,3,2,M,Middle,PO,Pool,N/A,4.00,56,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,4,2,M,Middle,PO,Pool,N/A,2.70,17,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,5,2,M,Middle,PO,Pool,N/A,3.20,77,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,1,3,M,Middle,PO,Pool,N/A,4.10,18,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,2,3,M,Middle,PO,Pool,N/A,2.30,43,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,3,3,M,Middle,PO,Pool,N/A,4.00,16,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,4,3,M,Middle,PO,Pool,N/A,2.30,5,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2022Aug16,TAPRShiner2022Aug17,main,The channel that contains the majority of flow,5,3,M,Middle,PO,Pool,N/A,2.40,65,0.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,1,1,M,Middle,PO,Pool,N/A,2.50,45,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,2,1,M,Middle,PO,Pool,N/A,1.10,33,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,3,1,M,Middle,PO,Pool,N/A,3.00,55,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,4,1,M,Middle,PO,Pool,N/A,4.00,50,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,5,1,M,Middle,PO,Pool,N/A,4.30,60,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,1,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,2,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,3,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,4,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,5,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,1,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,2,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,3,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,4,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,The channel that contains the majority of flow,5,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,1,1,M,Middle,PO,Pool,N/A,2.00,15,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,2,1,M,Middle,PO,Pool,N/A,2.80,45,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,3,1,M,Middle,PO,Pool,N/A,4.10,80,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,4,1,M,Middle,PO,Pool,N/A,1.90,20,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,5,1,M,Middle,PO,Pool,N/A,3.80,35,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,1,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,2,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,3,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,4,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,5,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,1,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,2,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,3,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,4,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,The channel that contains the majority of flow,5,3,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,1,1,M,Middle,PO,Pool,N/A,2.00,13,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,2,1,M,Middle,PO,Pool,N/A,3.80,40,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,3,1,M,Middle,PO,Pool,N/A,3.00,40,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,4,1,M,Middle,PO,Pool,N/A,4.20,74,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,5,1,M,Middle,PO,Pool,N/A,1.60,29,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,1,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,2,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,3,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,4,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,The channel that contains the majority of flow,5,2,M,Middle,PO,Pool,N/A,-999.00,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
