ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,ChannelTypeDescr,SiteNumber,TransectNumber,SampleLocation,SampleLocationDescr,ChannelUnit,ChannelUnitDescr,PoolForm,Width_m,Depth_cm,Velocity_ms,DomSubstrate,WentworthSubstrateDescr,WentworthMidpoint,Embeddedness,EmbedCanCoverDescrb,ECC_MidpoinValueb,CanopyCover,EmbedCanCoverDescr,ECC_MidpoinValue,Comment
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul24,main,The channel that contains the majority of flow,1,3,L,Left,RU,Run/Race,N/A,11.70,78,0.40,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul24,main,The channel that contains the majority of flow,1,5,L,Left,RU,Run/Race,N/A,9.90,56,0.60,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul24,main,The channel that contains the majority of flow,1,8,L,Left,RU,Run/Race,N/A,11.90,70,0.93,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Jul29,main,The channel that contains the majority of flow,1,1,R,Right,RU,Run/Race,N/A,-999.00,77,0.05,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Jul29,main,The channel that contains the majority of flow,1,2,R,Right,RU,Run/Race,N/A,14.60,20,0.23,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Jul29,main,The channel that contains the majority of flow,1,4,L,Left,RU,Run/Race,N/A,13.20,58,1.08,13,22.6-32mm,27.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Jul29,main,The channel that contains the majority of flow,1,8,L,Left,RU,Run/Race,N/A,12.60,82,0.88,13,22.6-32mm,27.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Jul29,main,The channel that contains the majority of flow,1,10,M,Middle,RU,Run/Race,N/A,7.80,80,0.75,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Jul29,main,The channel that contains the majority of flow,1,11,L,Left,RU,Run/Race,N/A,12.60,79,0.03,14,32-45 mm,38.50,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,1,R,Right,RRX,Riffle-Run Complex,N/A,23.00,86,0.20,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,2,R,Right,RI,Riffle,N/A,17.00,20,0.58,12,16-22.6 mm,19.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,3,L,Left,RU,Run/Race,N/A,11.00,113,0.34,17,90-128 mm,109.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,4,L,Left,RRX,Riffle-Run Complex,N/A,14.00,58,1.12,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,5,L,Left,RI,Riffle,N/A,12.00,36,0.77,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,6,M,Middle,RRX,Riffle-Run Complex,N/A,14.50,105,0.20,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,7,L,Left,RU,Run/Race,N/A,14.00,107,0.54,14,32-45 mm,38.50,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul30,main,The channel that contains the majority of flow,1,11,L,Left,RU,Run/Race,N/A,13.50,72,9.99999977648258e-03,11,11.3-16 mm,13.65,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul29,main,The channel that contains the majority of flow,1,1,L,Left,RU,Run/Race,N/A,22.40,20,0.31,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul29,main,The channel that contains the majority of flow,1,6,L,Left,RU,Run/Race,N/A,9.80,66,9.99999977648258e-03,9,5.7-8 mm,6.85,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul25,main,The channel that contains the majority of flow,1,2,R,Right,RU,Run/Race,N/A,17.00,24,0.41,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul25,main,The channel that contains the majority of flow,1,11,L,Left,RU,Run/Race,N/A,18.00,72,-0.09,13,22.6-32mm,27.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul25,main,The channel that contains the majority of flow,1,4,L,Left,RU,Run/Race,N/A,14.00,58,1.45,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,The channel that contains the majority of flow,1,1,R,Right,RU,Run/Race,N/A,21.80,89,0.15,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,The channel that contains the majority of flow,1,4,R,Right,RU,Run/Race,N/A,11.40,38,0.75,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,The channel that contains the majority of flow,1,5,M,Middle,RU,Run/Race,N/A,12.40,62,0.94,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,The channel that contains the majority of flow,1,7,L,Left,RU,Run/Race,N/A,11.80,103,0.34,11,11.3-16 mm,13.65,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,The channel that contains the majority of flow,1,10,M,Middle,RU,Run/Race,N/A,10.00,106,0.34,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,The channel that contains the majority of flow,1,11,L,Left,RU,Run/Race,N/A,15.00,62,9.99999977648258e-03,9,5.7-8 mm,6.85,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSprngs2019Jul29,OZRSSprngs2019Jul29,main,The channel that contains the majority of flow,1,3,R,Right,RU,Run/Race,N/A,14.50,32,0.58,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSprngs2022Jul27,OZRSSprngs2022Jul27,main,The channel that contains the majority of flow,1,1,M,Middle,RU,Run/Race,N/A,24.70,68,0.25,12,16-22.6 mm,19.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSprngs2022Jul27,OZRSSprngs2022Jul27,main,The channel that contains the majority of flow,1,2,L,Left,RU,Run/Race,N/A,12.80,60,0.20,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSprngs2022Jul27,OZRSSprngs2022Jul27,main,The channel that contains the majority of flow,1,5,M,Middle,RU,Run/Race,N/A,11.90,63,0.04,21,362-512 mm,437.00,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSprngs2022Jul27,OZRSSprngs2022Jul27,main,The channel that contains the majority of flow,1,6,L,Left,RU,Run/Race,N/A,16.50,103,-0.02,18,128-180 mm,154.00,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSprngs2022Jul27,OZRSSprngs2022Jul27,main,The channel that contains the majority of flow,1,8,L,Left,RU,Run/Race,N/A,11.90,81,0.93,17,90-128 mm,109.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,OZRSSprngs2022Jul27,OZRSSprngs2022Jul27,main,The channel that contains the majority of flow,1,10,R,Right,RU,Run/Race,N/A,10.10,-999,-999.00,-999,no data,-999.00,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,1,L,Left,RU,Run/Race,N/A,-999.00,68,0.21,18,128-180 mm,154.00,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,1,M,Middle,RU,Run/Race,N/A,-999.00,92,0.27,12,16-22.6 mm,19.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,1,R,Right,RU,Run/Race,N/A,-999.00,120,0.44,12,16-22.6 mm,19.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,3,L,Left,RU,Run/Race,N/A,-999.00,100,0.47,3,0.125-0.25 mm (fine sand),0.18,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,3,M,Middle,RU,Run/Race,N/A,-999.00,100,0.58,12,16-22.6 mm,19.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,3,R,Right,RU,Run/Race,N/A,-999.00,48,0.27,12,16-22.6 mm,19.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,5,L,Left,RU,Run/Race,N/A,-999.00,84,0.05,1,<0.062 mm (silt/clay),0.03,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,5,M,Middle,RU,Run/Race,N/A,-999.00,115,0.25,10,8-11.3 mm,9.65,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,5,R,Right,RU,Run/Race,N/A,-999.00,54,0.27,19,180-256 mm,218.00,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,7,L,Left,RU,Run/Race,N/A,-999.00,90,0.74,14,32-45 mm,38.50,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,7,M,Middle,RU,Run/Race,N/A,-999.00,62,0.73,13,22.6-32mm,27.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,7,R,Right,RU,Run/Race,N/A,-999.00,86,0.50,8,4-5.7 mm,4.85,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,9,L,Left,RU,Run/Race,N/A,-999.00,68,0.75,14,32-45 mm,38.50,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,9,M,Middle,RU,Run/Race,N/A,-999.00,70,0.76,13,22.6-32mm,27.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,9,R,Right,RU,Run/Race,N/A,-999.00,58,0.31,12,16-22.6 mm,19.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,11,L,Left,RU,Run/Race,N/A,-999.00,30,0.25,6,1-2 mm,1.50,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,11,M,Middle,RU,Run/Race,N/A,-999.00,54,1.02,13,22.6-32mm,27.30,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul30,main,The channel that contains the majority of flow,1,11,R,Right,RU,Run/Race,N/A,-999.00,78,0.41,24,> 4096 bedrock,10000.00,-999,no data,-999.00,-999,no data,-999.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2008Jul21,OZRSSPRNGS2008Jul24,main,The channel that contains the majority of flow,1,2,R,Right,RU,Run/Race,N/A,35.00,78,0.60,11,11.3-16 mm,13.65,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2008Jul21,OZRSSPRNGS2008Jul24,main,The channel that contains the majority of flow,1,5,L,Left,RU,Run/Race,N/A,24.00,66,0.68,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul27,main,The channel that contains the majority of flow,1,2,M,Middle,RU,Run/Race,N/A,31.00,112,0.47,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul27,main,The channel that contains the majority of flow,1,2,R,Right,RU,Run/Race,N/A,31.00,60,0.25,12,16-22.6 mm,19.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul27,main,The channel that contains the majority of flow,1,5,M,Middle,RU,Run/Race,N/A,22.00,100,0.61,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul27,main,The channel that contains the majority of flow,1,7,L,Left,RU,Run/Race,N/A,31.00,92,0.62,10,8-11.3 mm,9.65,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul27,main,The channel that contains the majority of flow,1,9,L,Left,RU,Run/Race,N/A,29.00,82,0.82,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul27,main,The channel that contains the majority of flow,1,10,R,Right,RU,Run/Race,N/A,29.00,76,0.40,10,8-11.3 mm,9.65,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2010Jul26,OZRSSPRNGS2010Jul26,main,The channel that contains the majority of flow,1,2,R,Right,RU,Run/Race,N/A,33.00,85,0.23,12,16-22.6 mm,19.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2010Jul26,OZRSSPRNGS2010Jul26,main,The channel that contains the majority of flow,1,5,M,Middle,RU,Run/Race,N/A,25.00,74,0.34,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2010Jul26,OZRSSPRNGS2010Jul26,main,The channel that contains the majority of flow,1,6,M,Middle,RU,Run/Race,N/A,22.00,118,0.28,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2010Jul26,OZRSSPRNGS2010Jul26,main,The channel that contains the majority of flow,1,6,R,Right,RU,Run/Race,N/A,22.00,105,0.12,18,128-180 mm,154.00,1,Sparse (<10%),5.00,1,Sparse (<10%),5.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2010Jul26,OZRSSPRNGS2010Jul26,main,The channel that contains the majority of flow,1,7,L,Left,RU,Run/Race,N/A,34.00,92,0.54,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2011Jul25,OZRSSPRNGS2011Jul28,main,The channel that contains the majority of flow,1,3,R,Right,RU,Run/Race,N/A,32.00,54,0.50,13,22.6-32mm,27.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2011Jul25,OZRSSPRNGS2011Jul28,main,The channel that contains the majority of flow,1,4,L,Left,RU,Run/Race,N/A,34.00,74,0.25,12,16-22.6 mm,19.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2011Jul25,OZRSSPRNGS2011Jul28,main,The channel that contains the majority of flow,1,5,M,Middle,RU,Run/Race,N/A,23.00,71,0.62,13,22.6-32mm,27.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul26,main,The channel that contains the majority of flow,1,1,L,Left,RU,Run/Race,N/A,43.00,60,0.28,6,1-2 mm,1.50,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul26,main,The channel that contains the majority of flow,1,2,M,Middle,RU,Run/Race,N/A,31.00,94,0.52,11,11.3-16 mm,13.65,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul26,main,The channel that contains the majority of flow,1,4,L,Left,RU,Run/Race,N/A,34.00,24,0.40,11,11.3-16 mm,13.65,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul26,main,The channel that contains the majority of flow,1,6,L,Left,RU,Run/Race,N/A,21.00,33,-0.05,4,0.25-0.50 mm (medium sand),0.37,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul26,main,The channel that contains the majority of flow,1,9,R,Right,RU,Run/Race,N/A,28.00,39,0.51,11,11.3-16 mm,13.65,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul26,main,The channel that contains the majority of flow,1,10,R,Right,RU,Run/Race,N/A,35.00,61,0.31,10,8-11.3 mm,9.65,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Sep16,main,The channel that contains the majority of flow,1,6,L,Left,RU,Run/Race,N/A,15.00,53,0.15,4,0.25-0.50 mm (medium sand),0.37,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Sep16,main,The channel that contains the majority of flow,1,6,M,Middle,RU,Run/Race,N/A,15.00,106,0.23,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Sep16,main,The channel that contains the majority of flow,1,6,R,Right,RU,Run/Race,N/A,15.00,68,0.00,19,180-256 mm,218.00,1,Sparse (<10%),5.00,1,Sparse (<10%),5.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Sep16,main,The channel that contains the majority of flow,1,9,L,Left,RU,Run/Race,N/A,20.50,74,0.31,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul31,main,The channel that contains the majority of flow,1,4,R,Right,RU,Run/Race,N/A,38.00,90,0.47,10,8-11.3 mm,9.65,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul31,main,The channel that contains the majority of flow,1,6,L,Left,RU,Run/Race,N/A,23.50,58,0.01,3,0.125-0.25 mm (fine sand),0.18,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul31,main,The channel that contains the majority of flow,1,6,R,Right,RU,Run/Race,N/A,23.50,104,0.11,19,180-256 mm,218.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
