ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_C,AirTemp_C,pH,SpecificConductance_microScm,Conductivity_microScm,DissolvedOxygen_mgL,SecchiTube,Units
Buffalo National River,BUFF,BUFFRMFISHBT06,BUFFRMFISH2009May19,BUFFRMFish2009May19,1,BEGINNING,12/30/1899 15:20:00,21.90,24.00,7.94,357.00,335.90,8.60,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT06,BUFFRMFISH2009May19,BUFFRMFish2009May19,1,ENDING,12/30/1899 16:11:00,21.40,22.00,8.05,365.40,340.20,8.23,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2007May21,BUFFRMFish2007May25,1,BEGINNING,12/30/1899 10:40:00,18.70,26.00,7.24,338.40,248.50,10.82,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2007May21,BUFFRMFish2007May25,1,ENDING,12/30/1899 14:40:00,20.50,26.00,7.67,330.90,238.30,11.17,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2013May20,BUFFRMFish2013May21,1,BEGINNING,12/30/1899 8:29:00,17.80,18.00,7.93,363.40,313.10,7.68,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2013May20,BUFFRMFish2013May21,1,ENDING,12/30/1899 10:24:00,17.80,18.00,8.11,357.30,309.40,8.21,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFrmfish2015May22,BUFFrmfish2015May22,1,BEGINNING,12/30/1899 11:26:00,14.40,20.50,8.60,329.20,262.70,-999.00,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFrmfish2015May22,BUFFrmfish2015May22,1,ENDING,12/30/1899 16:00:00,16.10,-999.00,8.14,321.10,266.40,-999.00,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,BEGINNING,12/30/1899 14:35:00,16.10,16.00,7.90,349.30,289.60,10.83,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,ENDING,12/30/1899 15:45:00,16.10,17.00,8.19,347.50,288.50,10.90,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2019May22,BUFFRMFISH2019May22,1,BEGINNING,12/30/1899 10:33:00,15.40,20.00,7.69,308.30,251.70,10.06,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2019May22,BUFFRMFISH2019May22,1,ENDING,12/30/1899 11:42:00,16.00,21.11,8.09,306.40,253.80,10.44,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2021May17,BUFFRMFISH2021May18,1,BEGINNING,12/30/1899 9:53:00,16.20,18.60,8.19,313.50,261.00,10.66,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2021May17,BUFFRMFISH2021May18,1,ENDING,12/30/1899 11:25:00,16.90,18.60,8.30,306.40,259.00,11.45,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2023May23,BUFFRMFISH2023May23,1,BEGINNING,12/30/1899 10:20:00,16.50,-999.00,8.21,308.30,258.10,10.61,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2023May23,BUFFRMFISH2023May23,1,ENDING,12/30/1899 11:34:00,17.50,-999.00,8.30,304.20,260.40,11.30,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT08,BUFFRMFISH2010May17,BUFFRMFish2010May17,1,BEGINNING,12/30/1899 10:10:00,11.30,22.00,7.60,278.00,223.40,10.76,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT08,BUFFRMFISH2010May17,BUFFRMFish2010May17,1,ENDING,12/30/1899 11:00:00,11.50,-999.00,7.86,279.60,225.60,10.72,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY30,1,BEGINNING,12/30/1899 16:00:00,27.40,22.00,7.52,149.70,227.90,7.90,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY30,1,ENDING,12/30/1899 17:00:00,27.70,19.00,7.63,150.80,229.10,8.17,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFrmfish2015May22,BUFFrmfish2015Jun10,1,BEGINNING,12/30/1899 15:05:00,25.50,32.00,8.19,185.60,187.50,10.13,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFrmfish2015May22,BUFFrmfish2015Jun10,1,ENDING,12/30/1899 16:15:00,25.60,32.00,8.23,190.40,192.60,10.06,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2019May22,BUFFRMFISH2019Jun12,1,BEGINNING,12/30/1899 14:04:00,21.00,-999.00,7.81,145.50,134.40,10.61,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2019May22,BUFFRMFISH2019Jun12,1,ENDING,12/30/1899 15:38:00,21.80,-999.00,7.93,145.30,136.50,11.17,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT10,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,BEGINNING,12/30/1899 9:37:00,14.20,15.00,7.55,329.70,261.80,8.99,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT10,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,ENDING,12/30/1899 11:33:00,15.10,19.00,8.07,318.80,258.60,9.88,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT11,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,BEGINNING,12/30/1899 13:40:00,16.90,24.80,8.07,203.40,172.00,10.04,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT11,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,ENDING,12/30/1899 15:10:00,17.70,24.80,8.12,230.80,198.80,9.56,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT12,BUFFRMFISH2007May21,BUFFRMFish2007May29,1,BEGINNING,12/30/1899 12:20:00,18.80,25.00,7.17,230.40,169.60,8.05,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT12,BUFFRMFISH2007May21,BUFFRMFish2007May29,1,ENDING,12/30/1899 13:55:00,18.80,23.00,7.42,305.70,225.10,7.60,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT13,BUFFRMFISH2008May19,BUFFRMFish2008May23,1,BEGINNING,12/30/1899 10:00:00,20.50,26.00,7.40,213.90,153.50,7.05,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT13,BUFFRMFISH2008May19,BUFFRMFish2008May23,1,ENDING,12/30/1899 13:00:00,20.50,26.00,7.33,208.50,149.80,8.29,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT14,BUFFRMFISH2010May17,BUFFRMFish2010May18,1,BEGINNING,12/30/1899 11:27:00,11.80,22.00,7.74,309.40,252.00,11.19,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT14,BUFFRMFISH2010May17,BUFFRMFish2010May18,1,ENDING,12/30/1899 13:02:00,13.00,19.00,7.81,304.60,254.70,10.46,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2008May19,BUFFRMFish2008May28,1,BEGINNING,12/30/1899 9:30:00,16.00,19.00,7.37,343.10,262.70,8.09,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2008May19,BUFFRMFish2008May28,1,ENDING,12/30/1899 11:40:00,16.10,18.50,7.36,342.90,262.50,9.42,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,BEGINNING,12/30/1899 15:58:00,20.80,30.00,8.17,425.90,391.80,8.85,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,ENDING,12/30/1899 17:19:00,21.00,22.00,8.16,428.10,395.50,8.74,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,BEGINNING,12/30/1899 10:05:00,15.40,25.00,8.12,420.20,343.20,9.78,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,ENDING,12/30/1899 12:34:00,15.60,21.00,8.05,419.60,344.60,9.58,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFrmfish2015May22,BUFFrmfish2015May28,1,BEGINNING,12/30/1899 11:48:00,17.00,26.00,8.01,375.40,318.40,9.30,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFrmfish2015May22,BUFFrmfish2015May28,1,ENDING,12/30/1899 12:56:00,17.50,25.00,8.20,369.40,316.20,8.94,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,BEGINNING,12/30/1899 10:09:00,15.60,16.50,7.80,382.20,313.30,11.56,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,ENDING,12/30/1899 12:32:00,16.40,16.70,7.58,380.70,318.00,10.57,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2019May22,BUFFRMFISH2019Jun06,1,BEGINNING,12/30/1899 8:52:00,17.40,-999.00,7.21,346.00,297.50,9.14,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2019May22,BUFFRMFISH2019Jun06,1,ENDING,12/30/1899 10:40:00,17.70,-999.00,7.75,344.20,296.20,10.67,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2021May17,BUFFRMFISH2021May17,1,BEGINNING,12/30/1899 9:43:00,15.60,18.60,7.87,320.60,252.30,9.69,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2021May17,BUFFRMFISH2021May17,1,ENDING,12/30/1899 11:07:00,15.90,18.60,8.02,316.80,261.10,10.76,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2023May23,BUFFRMFISH2023May26,1,BEGINNING,12/30/1899 9:20:00,15.40,-999.00,7.98,355.20,290.30,12.08,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2023May23,BUFFRMFISH2023May26,1,ENDING,12/30/1899 10:39:00,16.50,-999.00,8.05,352.60,295.50,13.11,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT16,BUFFRMFISH2008May19,BUFFRMFish2008May27,1,BEGINNING,12/30/1899 12:00:00,15.30,20.50,7.51,350.40,271.10,10.40,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT16,BUFFRMFISH2008May19,BUFFRMFish2008May27,1,ENDING,12/30/1899 13:30:00,15.40,20.00,7.39,351.40,271.60,10.35,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT17,BUFFRMFISH2010May17,BUFFRMFish2010Jun23,1,BEGINNING,12/30/1899 10:02:00,14.40,25.50,7.27,120.20,110.80,7.60,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT17,BUFFRMFISH2010May17,BUFFRMFish2010Jun23,1,ENDING,12/30/1899 14:26:00,22.30,31.00,6.64,119.60,118.40,7.15,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2008May19,BUFFRMFish2008May19,1,BEGINNING,12/30/1899 12:00:00,18.60,35.50,7.36,259.70,191.40,9.77,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2008May19,BUFFRMFish2008May19,1,ENDING,12/30/1899 14:30:00,20.10,35.50,7.20,157.40,113.40,10.22,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2013May20,BUFFRMFish2013Jun06,1,BEGINNING,12/30/1899 10:22:00,19.00,24.00,8.13,237.00,210.00,8.87,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2013May20,BUFFRMFish2013Jun06,1,ENDING,12/30/1899 11:22:00,19.90,22.50,8.10,237.20,214.20,8.96,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFrmfish2015May22,BUFFrmfish2015May29,1,BEGINNING,12/30/1899 10:20:00,18.10,27.00,8.52,221.10,191.80,9.70,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFrmfish2015May22,BUFFrmfish2015May29,1,ENDING,12/30/1899 11:50:00,19.20,29.50,8.46,218.90,194.70,10.08,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,1,BEGINNING,12/30/1899 9:30:00,16.10,18.00,8.17,281.10,233.30,10.69,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,1,ENDING,12/30/1899 10:35:00,16.90,18.00,8.02,281.20,237.70,10.11,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,1,BEGINNING,12/30/1899 8:53:00,18.40,24.44,7.60,245.40,214.30,9.55,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,1,ENDING,12/30/1899 10:06:00,19.10,26.66,7.96,244.20,215.00,10.97,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,1,BEGINNING,12/30/1899 10:26:00,18.90,-999.00,7.89,239.00,211.30,10.32,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,1,ENDING,12/30/1899 12:31:00,21.00,-999.00,8.18,235.60,217.60,11.70,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,1,BEGINNING,12/30/1899 11:02:00,21.20,-999.00,7.65,225.50,210.90,8.02,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,1,ENDING,12/30/1899 12:45:00,22.00,-999.00,7.52,251.40,236.60,8.52,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,1,BEGINNING,12/30/1899 9:50:00,18.20,22.00,7.72,226.10,197.10,9.81,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,1,ENDING,12/30/1899 13:25:00,21.00,25.00,8.37,217.90,201.30,11.93,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,BEGINNING,12/30/1899 10:25:00,25.20,26.90,8.06,253.60,254.90,6.90,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,ENDING,12/30/1899 13:27:00,26.70,30.00,8.19,251.70,260.10,8.70,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2013May20,BUFFRMFish2013Jun10,1,BEGINNING,12/30/1899 10:45:00,20.50,27.00,8.47,214.90,196.30,9.36,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2013May20,BUFFRMFish2013Jun10,1,ENDING,12/30/1899 14:37:00,24.20,29.50,8.36,212.00,209.00,10.04,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFrmfish2015May22,BUFFrmfish2015Jun15,1,BEGINNING,12/30/1899 10:37:00,24.60,27.00,7.87,260.00,258.10,7.22,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFrmfish2015May22,BUFFrmfish2015Jun15,1,ENDING,12/30/1899 13:27:00,26.50,30.00,8.33,247.50,254.50,10.01,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2017May24,BUFFRMFISH2017May30,1,BEGINNING,12/30/1899 12:25:00,23.00,31.50,7.38,230.80,222.30,12.45,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2017May24,BUFFRMFISH2017May30,1,ENDING,12/30/1899 15:10:00,23.80,-999.00,7.85,223.20,218.00,10.21,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2019May22,BUFFRMFISH2019May28,1,BEGINNING,12/30/1899 9:20:00,22.00,-999.00,7.65,218.70,206.40,7.48,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2019May22,BUFFRMFISH2019May28,1,ENDING,12/30/1899 11:20:00,23.10,-999.00,8.00,207.00,214.90,10.01,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2021May17,BUFFRMFISH2021Jun16,1,BEGINNING,12/30/1899 10:50:00,24.20,-999.00,8.06,223.20,219.80,7.72,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2021May17,BUFFRMFISH2021Jun16,1,ENDING,12/30/1899 13:13:00,26.50,-999.00,8.33,215.80,221.90,10.69,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2023May23,BUFFRMFISH2023May31,1,BEGINNING,12/30/1899 9:41:00,21.90,-999.00,8.09,215.40,202.60,7.89,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2023May23,BUFFRMFISH2023May31,1,ENDING,12/30/1899 12:35:00,24.80,-999.00,8.55,208.60,207.90,10.88,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT21,BUFFRMFISH2007May21,BUFFRMFish2007Jun01,1,BEGINNING,12/30/1899 9:26:00,18.70,22.50,7.23,359.80,265.10,10.12,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT21,BUFFRMFISH2007May21,BUFFRMFish2007Jun01,1,ENDING,12/30/1899 11:00:00,19.10,24.00,7.75,357.10,261.80,10.34,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT22,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY25,1,BEGINNING,12/30/1899 11:00:00,17.00,24.00,7.32,245.50,186.00,8.72,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT22,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY25,1,ENDING,12/30/1899 13:12:00,18.30,21.00,7.38,169.30,124.00,9.21,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2009May19,BUFFRMFish2009May26,1,BEGINNING,12/30/1899 11:09:00,17.70,28.00,7.90,293.30,253.20,9.64,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2009May19,BUFFRMFish2009May26,1,ENDING,12/30/1899 12:25:00,18.80,28.00,8.33,287.20,254.20,9.85,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFrmfish2015May22,BUFFrmfish2015Jun04,1,BEGINNING,12/30/1899 10:48:00,18.60,28.00,8.26,306.10,268.40,9.33,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFrmfish2015May22,BUFFrmfish2015Jun04,1,ENDING,12/30/1899 13:30:00,21.50,32.00,8.23,297.60,277.90,10.37,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2019May22,BUFFRMFISH2019Jun17,1,BEGINNING,12/30/1899 12:11:00,20.60,-999.00,7.95,270.60,247.60,10.93,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2019May22,BUFFRMFISH2019Jun17,1,ENDING,12/30/1899 14:12:00,22.00,-999.00,8.22,269.40,254.10,11.02,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2023May23,BUFFRMFISH2023Jun06,1,BEGINNING,12/30/1899 12:34:00,23.30,-999.00,8.24,313.30,302.80,9.49,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2023May23,BUFFRMFISH2023Jun06,1,ENDING,12/30/1899 14:17:00,25.00,-999.00,8.28,305.60,305.60,8.72,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT24,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY24,1,BEGINNING,12/30/1899 10:00:00,14.50,15.00,7.22,241.70,189.00,10.05,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT24,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY24,1,ENDING,12/30/1899 11:46:00,15.30,-999.00,7.50,242.20,187.00,9.78,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT25,BUFFRMFISH2007May21,BUFFRMFish2007Jun06,1,BEGINNING,12/30/1899 10:45:00,14.90,28.00,6.82,238.80,186.00,11.13,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT25,BUFFRMFISH2007May21,BUFFRMFish2007Jun06,1,ENDING,12/30/1899 11:50:00,16.10,26.00,7.00,250.60,191.60,11.53,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2010May17,BUFFRMFish2010Jun08,1,BEGINNING,12/30/1899 10:36:00,18.20,28.50,7.57,430.90,405.40,10.54,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2010May17,BUFFRMFish2010Jun08,1,ENDING,12/30/1899 12:35:00,19.80,31.50,7.76,413.30,401.20,10.60,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2012May21,BUFFRMFish2012May21,1,BEGINNING,12/30/1899 11:14:00,21.40,-999.00,8.21,417.70,388.60,8.80,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2012May21,BUFFRMFish2012May21,1,ENDING,12/30/1899 13:24:00,24.00,24.00,8.31,388.40,380.70,8.85,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,BEGINNING,12/30/1899 15:48:00,21.30,25.00,8.37,448.90,417.20,8.90,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,ENDING,12/30/1899 18:39:00,21.50,25.00,8.37,448.00,417.00,8.71,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2017May24,BUFFRMFISH2017Jun13,1,BEGINNING,12/30/1899 16:24:00,27.90,30.00,7.71,410.11,433.90,8.75,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2017May24,BUFFRMFISH2017Jun13,1,ENDING,12/30/1899 18:00:00,27.60,30.00,8.05,410.90,431.00,8.01,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2021May17,BUFFRMFISH2021May24,1,BEGINNING,12/30/1899 10:23:00,18.00,23.00,8.44,369.50,320.40,9.70,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2021May17,BUFFRMFISH2021May24,1,ENDING,12/30/1899 12:26:00,19.90,25.50,8.51,357.20,322.20,9.27,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT28,BUFFRMFISH2008May19,BUFFRMFish2008Jun18,1,BEGINNING,12/30/1899 11:00:00,16.60,21.00,7.32,360.90,274.20,10.06,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT28,BUFFRMFISH2008May19,BUFFRMFish2008Jun18,1,ENDING,12/30/1899 12:09:00,16.80,20.50,7.25,363.00,274.50,-999.00,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,1,BEGINNING,12/30/1899 8:23:00,20.80,-999.00,7.37,225.30,222.70,8.73,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,1,ENDING,12/30/1899 12:26:00,22.00,30.00,7.67,150.00,155.50,7.62,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,BEGINNING,12/30/1899 10:00:00,18.60,9.00,7.77,401.50,297.00,7.90,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,ENDING,12/30/1899 11:40:00,-999.00,-999.00,7.95,402.10,296.00,7.65,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,BEGINNING,12/30/1899 9:55:00,20.30,-999.00,8.21,371.20,337.60,8.35,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,ENDING,12/30/1899 11:13:00,21.40,28.50,8.20,368.10,342.70,8.92,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,BEGINNING,12/30/1899 9:30:00,20.30,25.00,7.46,417.80,379.10,8.74,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,ENDING,12/30/1899 10:55:00,21.60,25.60,7.84,414.40,378.20,10.25,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,1,BEGINNING,12/30/1899 12:14:00,19.40,28.50,8.11,321.60,286.70,11.03,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,1,ENDING,12/30/1899 1:38:00,20.80,29.20,8.21,325.30,299.10,10.57,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,BEGINNING,12/30/1899 14:17:00,21.50,-999.00,7.84,379.30,269.00,7.44,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,ENDING,12/30/1899 16:00:00,22.20,-999.00,7.87,342.70,241.00,7.43,120.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,BEGINNING,12/30/1899 13:18:00,27.80,-999.00,8.08,339.00,357.10,5.95,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,ENDING,12/30/1899 14:53:00,28.40,32.50,8.01,337.50,359.60,6.56,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,BEGINNING,12/30/1899 12:44:00,23.80,28.00,8.00,380.90,372.10,7.82,-999.00,metric
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,ENDING,12/30/1899 13:46:00,24.10,27.80,8.20,381.40,373.80,7.68,-999.00,metric
