ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,SiteNumber,Season,Muck,Detritus,Silt,Sand,Pea_gravel,Coarse_gravel,Cobble,Boulder,Bedrock,Hardpan_shale
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,3,2019,2,2,3,2,2,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,4,2019,2,3,3,2,2,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2019Sep10,TAPRShiner2019Sep10,main,5,2019,3,3,4,2,2,2,2,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,main,1,2021,0,3,3,3,4,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,main,2,2021,3,2,3,3,4,4,3,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,main,3,2021,4,2,4,3,3,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,main,4,2021,5,2,3,2,2,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2022Aug16,TAPRShiner2022Aug16,main,1,2022,2,2,3,3,4,4,3,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2022Aug16,TAPRShiner2022Aug16,main,2,2022,2,2,2,2,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2022Aug16,TAPRShiner2022Aug16,main,3,2022,5,4,2,2,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2022Aug16,TAPRShiner2022Aug16,main,4,2022,3,3,2,0,2,5,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,1,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,2,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,3,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,4,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,5,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,1,2002,0,1,6,0,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,2,2002,0,0,6,0,2,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,1,2003,1,1,4,0,3,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,2,2003,2,1,6,0,1,1,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,3,2003,1,2,6,0,1,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,4,2003,2,3,5,0,2,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,5,2003,3,3,3,0,3,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,1,2004,2,2,2,0,1,1,3,1,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,2,2004,3,2,3,0,1,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,3,2004,5,2,3,0,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,4,2004,5,2,3,0,1,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,5,2004,3,2,3,1,2,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,1,2005,0,2,1,1,2,2,2,5,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,2,2005,0,1,1,1,3,3,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,3,2005,0,2,6,1,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,4,2005,0,2,6,1,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,5,2005,0,2,6,1,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,1,2001,0,0,0,0,0,0,5,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,2,2001,0,0,0,0,0,0,5,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,main,3,2001,0,0,0,0,0,0,5,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2002Sep30,TAPRShiner2002Oct02,main,1,2002,0,1,2,2,1,3,4,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,1,2003,4,1,3,1,3,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,2,2003,3,2,4,0,3,1,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,3,2003,6,1,4,0,1,1,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,4,2003,4,2,3,0,2,1,5,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,5,2003,2,1,4,0,1,2,5,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,1,2004,2,1,2,1,2,3,5,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,1,2005,1,1,3,2,3,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,2,2005,1,1,5,1,3,3,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,3,2005,1,1,5,1,1,1,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,4,2005,1,1,5,1,3,2,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,5,2005,1,1,3,1,1,2,3,5,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,1,2008,4,0,5,0,0,0,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,2,2008,3,0,5,0,0,0,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,3,2008,0,0,3,3,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,4,2008,0,0,3,2,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,5,2008,0,0,3,0,2,3,3,5,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,1,2009,0,1,1,2,2,3,4,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,2,2009,1,1,2,3,3,3,4,0,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,3,2009,0,0,0,2,2,3,4,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,1,2015,3,2,3,3,2,0,0,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,2,2015,3,2,3,3,4,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,3,2015,3,3,4,3,4,2,2,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,main,1,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,main,2,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,main,3,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,1,2002,0,0,6,0,1,0,0,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,2,2002,0,0,6,0,2,0,0,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,3,2002,0,0,6,0,3,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,1,2003,7,1,3,0,1,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,2,2003,7,1,3,0,2,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,3,2003,6,1,3,0,2,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,4,2003,6,1,3,0,3,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,main,5,2003,7,2,3,0,1,0,1,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,1,2004,6,2,2,1,2,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,2,2004,3,2,3,0,2,3,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,3,2004,4,2,4,0,2,3,2,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,4,2004,4,1,2,0,3,3,4,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,5,2004,4,1,3,0,3,3,3,2,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,1,2005,1,1,4,3,1,1,1,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,2,2005,1,1,4,3,1,1,1,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,3,2005,1,3,4,1,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,4,2005,1,1,5,1,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,main,1,2001,0,0,0,0,0,0,0,5,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,main,2,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,main,3,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,1,2002,0,0,6,0,2,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,2,2002,0,0,6,0,3,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,3,2002,0,0,4,0,1,1,0,5,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,1,2003,5,2,3,0,1,0,0,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,2,2003,6,2,3,0,2,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,3,2003,3,2,2,0,3,3,2,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,4,2003,3,2,3,0,1,1,1,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,5,2003,3,1,3,0,3,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,1,2004,4,2,3,0,1,1,1,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,2,2004,2,2,4,0,4,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,3,2004,3,2,4,0,3,0,0,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,4,2004,4,2,3,0,2,1,0,0,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,main,5,2004,5,2,3,0,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,1,2005,2,1,4,1,2,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,2,2005,1,1,5,1,2,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,3,2005,1,1,3,1,2,3,1,0,0,1
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,4,2005,1,1,4,1,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,main,5,2005,1,1,1,1,1,1,2,5,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,main,1,2007,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,main,2,2007,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,main,3,2007,7,0,0,0,0,0,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,main,4,2007,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,1,2008,6,0,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,2,2008,6,0,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,3,2008,6,0,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,4,2008,6,0,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,main,5,2008,6,0,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,1,2009,3,2,2,2,3,3,3,0,0,1
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,2,2009,2,1,0,2,2,1,0,0,0,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,3,2009,0,0,0,2,2,2,3,0,0,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,4,2009,2,0,0,2,2,0,2,0,4,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,main,5,2009,0,0,0,2,2,0,0,0,0,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,1,2015,5,1,4,3,0,0,0,0,0,-999
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,2,2015,4,2,5,1,2,0,0,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,3,2015,3,2,3,4,3,0,0,4,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,4,2015,5,2,4,3,3,0,0,0,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner05middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,1,2002,0,0,4,0,1,2,1,0,5,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,1,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,2,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,3,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,4,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,main,5,2001,0,0,0,0,0,0,0,0,5,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,1,2002,0,1,2,2,2,4,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,2,2002,0,1,2,2,3,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,3,2002,0,1,2,2,3,4,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,4,2002,0,1,2,1,3,3,4,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,5,2002,0,1,4,1,2,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,1,2003,1,1,3,0,2,2,5,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,2,2003,1,2,3,0,1,3,2,1,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,3,2003,1,1,3,0,5,2,2,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,4,2003,1,1,3,0,4,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,5,2003,2,1,3,0,3,2,2,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,1,2004,3,1,1,1,3,3,2,1,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,2,2004,2,2,3,1,3,3,3,1,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,3,2004,2,2,1,1,3,3,3,1,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,4,2004,3,1,3,1,3,3,3,0,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,5,2004,3,2,1,1,3,3,1,1,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,1,2005,0,1,3,1,1,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,2,2005,0,1,4,1,1,2,2,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,3,2005,0,1,2,1,1,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,4,2005,0,1,2,1,1,1,2,1,6,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,5,2005,0,1,1,1,2,2,2,1,6,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,main,1,2007,0,0,2,2,5,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,main,2,2007,0,0,2,3,5,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,main,3,2007,0,0,2,2,3,5,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,main,4,2007,0,0,2,2,4,5,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,main,5,2007,0,0,3,3,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,1,2008,3,0,2,2,3,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,2,2008,0,0,0,3,3,5,3,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,3,2008,0,0,2,3,3,6,2,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,4,2008,0,0,0,2,3,5,3,2,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,5,2008,0,0,2,5,3,3,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,1,2009,0,0,0,3,5,4,3,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,2,2009,0,0,0,0,3,2,2,2,6,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,3,2009,0,0,0,2,5,4,0,0,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,4,2009,0,0,0,3,5,4,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,5,2009,0,0,0,2,5,4,3,0,0,0
