ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,SiteNumber,Season,Muck,Detritus,Silt,Sand,Pea_gravel,Coarse_gravel,Cobble,Boulder,Bedrock,Hardpan_shale
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,1,2015,0,1,2,1,3,3,3,0,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,2,2015,0,1,2,1,2,4,5,0,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,3,2015,1,1,2,2,3,4,4,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,4,2015,3,2,2,1,3,3,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,5,2015,1,1,2,2,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2018Sep04,TAPRShiner2018Sep07,main,1,2018,2,2,3,3,4,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2018Sep04,TAPRShiner2018Sep07,main,2,2018,3,2,3,3,4,4,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2018Sep04,TAPRShiner2018Sep07,main,3,2018,5,3,3,3,3,0,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2018Sep04,TAPRShiner2018Sep07,main,4,2018,4,2,3,3,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,1,2021,3,2,3,2,2,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,2,2021,2,2,2,3,3,5,3,2,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,3,2021,1,2,2,1,3,5,4,0,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,4,2021,3,2,3,2,4,4,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,5,2021,0,1,2,2,3,5,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10upper,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,1,2002,0,1,5,2,4,1,1,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10upper,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,2,2002,0,1,4,1,3,2,2,1,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10upper,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,3,2002,0,1,3,1,4,2,1,1,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10upper,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,4,2002,0,1,3,1,3,2,1,0,0,5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10upper,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,5,2002,0,1,3,2,4,2,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,1,2002,2,0,6,0,3,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,2,2002,2,0,6,0,3,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,3,2002,0,0,5,0,3,3,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,4,2002,0,0,7,0,3,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,main,5,2002,0,0,7,0,2,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,1,2003,6,3,3,0,3,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,2,2003,4,3,3,0,3,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,3,2003,3,2,3,0,4,2,2,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,4,2003,5,2,3,0,2,1,1,1,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,5,2003,6,3,3,0,1,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,1,2004,4,2,3,0,3,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,2,2004,4,2,3,0,3,3,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,3,2004,4,2,4,0,3,3,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,4,2004,4,2,0,0,3,3,1,0,2,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,main,5,2004,4,2,2,0,3,3,1,0,2,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,1,2005,1,2,6,1,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,2,2005,1,2,6,1,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,3,2005,1,2,6,1,1,1,0,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,4,2005,1,2,6,1,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,5,2005,0,2,4,1,2,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,main,1,2006,6,2,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,main,2,2006,6,2,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,main,3,2006,6,2,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,main,4,2006,6,2,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,1,2008,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,2,2008,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,3,2008,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,1,2009,7,0,0,2,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,2,2009,6,0,0,0,3,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,main,3,2009,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,1,2015,6,3,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,2,2015,6,3,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,main,3,2015,6,3,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2018Sep04,TAPRShiner2018Sep07,main,1,2018,6,3,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2018Sep04,TAPRShiner2018Sep07,main,2,2018,6,3,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2018Sep04,TAPRShiner2018Sep07,main,3,2018,6,3,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,1,2021,6,0,0,0,3,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,2,2021,7,0,0,2,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,TAPRShiner2021Sep07,TAPRShiner2021Sep10,main,3,2021,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17lower,TAPRShiner2002Sep30,TAPRShiner2002Oct01,main,1,2002,0,0,5,0,3,4,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,main,1,2002,0,0,7,0,1,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,main,2,2002,0,0,6,0,3,3,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,main,3,2002,0,0,7,0,3,0,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,main,4,2002,0,0,6,0,3,3,0,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2003Oct06,TAPRShiner2003Oct07,main,1,2003,1,3,2,0,0,1,2,0,6,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2003Oct06,TAPRShiner2003Oct07,main,2,2003,4,1,3,2,2,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,1,2004,4,3,3,0,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,2,2004,5,3,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,3,2004,2,2,3,1,2,2,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,4,2004,3,1,3,2,3,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,5,2004,3,3,3,1,3,3,2,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,1,2005,1,2,4,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,2,2005,1,2,6,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,3,2005,1,2,6,0,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,4,2005,0,1,2,1,3,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2007Sep09,TAPRShiner2007Sep10,main,1,2007,6,0,2,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2007Sep09,TAPRShiner2007Sep10,main,2,2007,5,0,0,0,3,0,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2007Sep09,TAPRShiner2007Sep10,main,3,2007,5,0,0,0,2,0,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,1,2008,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,2,2008,7,0,0,0,0,0,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,3,2008,3,0,0,0,3,4,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,1,2009,7,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,2,2009,3,0,0,2,2,3,5,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,3,2009,2,0,0,2,2,3,6,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2015Aug30,TAPRShiner2015Sep01,main,1,2015,0,3,4,2,2,4,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2015Aug30,TAPRShiner2015Sep01,main,2,2015,0,3,4,2,3,4,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,TAPRShiner2015Aug30,TAPRShiner2015Sep01,main,3,2015,0,2,3,1,2,5,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,TAPRShiner2002Sep30,TAPRShiner2002Oct02,main,1,2002,0,1,3,1,2,4,3,1,1,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,TAPRShiner2002Sep30,TAPRShiner2002Oct02,main,2,2002,0,1,4,1,2,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,TAPRShiner2002Sep30,TAPRShiner2002Oct02,main,3,2002,0,1,5,1,1,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,TAPRShiner2002Sep30,TAPRShiner2002Oct02,main,4,2002,0,1,3,2,2,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,TAPRShiner2002Sep30,TAPRShiner2002Oct02,main,5,2002,0,1,2,3,2,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2001Aug28,TAPRShiner2001Oct13,main,1,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2001Aug28,TAPRShiner2001Oct13,main,2,2001,0,0,0,0,0,0,5,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2001Aug28,TAPRShiner2001Oct13,main,3,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2001Aug28,TAPRShiner2001Oct13,main,4,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2001Aug28,TAPRShiner2001Oct13,main,5,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,1,2002,0,0,2,0,0,0,0,0,0,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,2,2002,0,0,6,0,3,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,3,2002,0,0,3,0,3,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,4,2002,0,0,3,0,3,3,3,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,5,2002,0,0,5,0,3,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,1,2003,2,2,3,0,2,2,2,1,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,2,2003,2,2,3,0,3,3,4,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,3,2003,3,2,3,0,3,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,4,2003,3,2,3,0,3,2,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,5,2003,3,2,3,0,2,3,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,1,2004,1,1,3,1,1,2,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,2,2004,1,1,3,1,2,3,2,4,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,3,2004,1,1,2,2,3,2,2,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,4,2004,1,1,2,3,3,3,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,5,2004,1,1,2,1,3,3,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,1,2005,0,1,3,1,4,4,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,2,2005,0,1,1,2,2,2,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,3,2005,0,1,2,1,3,4,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,4,2005,0,1,1,2,3,3,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,main,5,2005,0,1,3,1,1,2,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,1,2008,0,0,3,0,2,3,4,4,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,2,2008,3,0,3,0,3,3,2,0,0,5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,3,2008,0,0,2,3,3,4,2,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,4,2008,0,0,3,0,2,0,3,0,3,5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,main,5,2008,0,0,3,0,0,0,3,0,5,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,1,2009,0,0,0,3,3,4,4,2,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,2,2009,0,0,2,4,3,3,0,0,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,3,2009,0,0,0,2,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,4,2009,0,0,3,4,3,0,0,0,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,main,5,2009,2,0,0,3,3,3,0,0,0,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,1,2015,0,2,3,3,3,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,2,2015,3,2,3,2,2,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,3,2015,0,3,5,3,3,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,4,2015,0,2,4,2,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,5,2015,3,3,2,2,3,4,4,3,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,main,1,2018,2,2,4,4,4,4,3,2,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,main,2,2018,3,2,5,3,4,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,main,3,2018,5,3,4,3,2,0,2,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,main,4,2018,5,3,1,4,3,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,main,5,2018,0,0,3,3,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,1,2021,0,2,2,3,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,2,2021,0,2,2,2,3,4,4,3,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,3,2021,0,1,3,3,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,main,4,2021,5,2,3,3,2,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2001Aug28,TAPRShiner2001Oct11,main,1,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2001Aug28,TAPRShiner2001Oct11,main,2,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2001Aug28,TAPRShiner2001Oct11,main,3,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2001Aug28,TAPRShiner2001Oct11,main,4,2001,0,0,5,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,1,2002,0,1,6,0,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,2,2002,0,1,6,0,2,1,2,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,3,2002,0,0,5,0,2,2,3,0,0,1
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,4,2002,0,0,6,0,1,2,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2002Sep30,TAPRShiner2002Oct05,main,5,2002,0,1,6,0,2,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,1,2003,3,2,3,0,2,4,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,2,2003,2,1,3,0,2,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,3,2003,2,2,4,0,2,2,2,0,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,4,2003,2,2,4,0,2,2,2,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2003Oct06,TAPRShiner2003Oct09,main,5,2003,3,1,3,0,3,3,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,1,2004,3,2,3,0,1,2,2,1,1,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,2,2004,4,2,3,0,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,3,2004,1,2,3,0,1,1,3,1,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,4,2004,3,2,3,0,1,1,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22ltupp,TAPRShiner2004Oct04,TAPRShiner2004Oct05,main,5,2004,1,1,3,0,1,1,3,3,5,0
