ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,10,4.50,23,0.10,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,11,5.00,18,0.01,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,12,5.50,8,-0.01,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,13,6.00,4,-0.02,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,1,0.00,0,0.00,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,2,0.20,10,-0.01,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,3,0.40,6,0.33,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,4,0.60,10,0.42,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,5,0.80,14,0.25,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,6,1.00,18,0.33,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,7,1.20,10,0.36,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,8,1.40,6,0.19,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,9,1.60,10,0.08,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,10,1.80,6,0.07,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,11,2.00,6,-0.01,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,12,2.20,4,0.01,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,13,2.40,1,0.00,to shallow for reading
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,14,2.60,1,0.00,to shallow for reading
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,15,2.80,1,0.00,to shallow for reading
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,1,0.00,0,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,2,0.30,2,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,3,0.60,8,0.08,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,4,0.90,10,0.16,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,5,1.20,10,0.13,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,6,1.50,10,0.15,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,7,1.80,10,0.13,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,8,2.10,14,0.14,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,9,2.40,12,0.10,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,10,2.70,12,0.17,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,11,3.00,12,0.11,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,12,3.30,18,0.13,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,13,3.60,18,0.13,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,14,3.90,20,0.14,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,15,4.20,26,0.11,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,16,4.50,26,0.11,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,17,4.80,30,0.13,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,18,5.10,30,0.11,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,19,5.40,34,0.09,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,20,5.70,34,0.07,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,21,6.00,30,0.04,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,22,6.30,30,0.02,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,23,6.50,0,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,1,0.00,0,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,2,0.50,12,0.02,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,3,1.00,25,0.05,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,4,1.50,30,0.04,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,5,2.00,33,0.08,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,6,2.50,32,0.09,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,7,3.00,31,0.09,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,8,3.50,27,0.05,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,9,4.00,25,0.03,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,10,4.50,21,0.01,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,11,5.00,18,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,12,5.50,14,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,13,6.00,4,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,1,0.00,0,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,2,1.00,15,0.31,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,3,2.00,20,0.34,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,4,3.00,20,0.26,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,5,4.00,22,0.34,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,6,5.00,24,0.24,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,7,6.00,29,0.29,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,8,7.00,22,0.32,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,9,8.00,9,0.70,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,Main,10,8.50,5,-0.01,1/2 m
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,0.00,0,0.00,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,2,0.50,6,0.05,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,3,1.00,8,0.07,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,4,1.50,8,0.09,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,5,2.00,14,0.14,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,6,2.50,12,0.14,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,7,3.00,14,0.10,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,8,3.50,10,0.03,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,9,4.00,10,0.18,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,10,4.50,10,0.08,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,11,5.00,11,0.11,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,12,5.50,11,0.10,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,13,6.00,10,0.02,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,14,6.50,8,0.14,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,15,7.00,6,0.08,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,16,7.50,2,0.13,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,1,0.00,0,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,2,1.00,30,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,3,2.00,21,0.62,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,4,3.00,10,0.13,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,5,4.00,4,0.07,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,6,5.00,5,0.14,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,7,6.00,9,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,8,7.00,16,0.40,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,9,8.00,22,0.63,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,10,9.00,30,0.90,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,11,10.00,40,1.10,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,12,11.00,39,1.16,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,13,12.00,20,0.71,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,14,13.00,8,0.46,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,15,14.00,4,0.19,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,main,16,15.00,2,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,1,0.00,2,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,2,1.00,54,0.12,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,3,2.00,80,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,4,3.00,96,0.32,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,5,4.00,92,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,6,5.00,79,0.29,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,7,6.00,66,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,8,7.00,51,0.22,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,9,8.00,37,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,10,9.00,25,0.16,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,11,10.00,14,0.10,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,12,11.00,6,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,13,12.00,1,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,1,0.00,0,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,2,1.00,20,0.27,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,3,2.00,26,0.34,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,4,3.00,24,0.31,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,5,4.00,20,0.29,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,6,5.00,14,0.35,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,7,6.00,14,0.24,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,8,7.00,18,0.36,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,9,8.00,20,0.40,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,10,9.00,18,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,11,10.00,28,0.49,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,12,11.00,30,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,13,12.00,32,0.47,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,14,13.00,36,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,15,14.00,34,0.57,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,16,15.00,30,0.55,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,17,16.00,26,0.38,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,18,17.00,20,0.44,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,main,19,18.00,12,0.09,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,1,0.00,0,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,2,1.30,29,0.13,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,3,2.60,35,0.23,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,4,3.90,36,0.23,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,5,5.20,33,0.26,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,6,6.50,30,0.24,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,7,7.80,26,0.24,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,8,9.10,28,0.27,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,9,10.40,26,0.25,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,10,11.70,25,0.27,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,11,13.00,31,0.27,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,12,14.30,30,0.24,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,13,15.60,33,0.32,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,14,16.90,44,0.30,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,15,18.20,39,0.35,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,16,19.50,33,0.42,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,17,20.80,34,0.41,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,18,22.10,36,0.38,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,19,23.40,54,0.38,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,20,24.70,55,0.22,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,21,26.00,36,0.08,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,22,27.00,0,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,1,0.00,0,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,2,1.00,45,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,3,2.00,53,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,4,3.00,52,0.35,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,5,4.00,53,0.37,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,6,5.00,47,0.44,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,7,6.00,48,0.56,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,8,7.00,50,0.56,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,9,8.00,45,0.57,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,10,9.00,44,0.57,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,11,10.00,44,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,12,11.00,45,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,13,12.00,44,0.54,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,14,13.00,46,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,15,14.00,46,0.56,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,16,15.00,42,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,17,16.00,41,0.47,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,18,17.00,38,0.45,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,19,18.00,16,0.12,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,1,0.00,0,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,2,1.00,32,0.08,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,3,2.00,47,0.12,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,4,3.00,50,0.18,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,5,4.00,58,0.31,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,6,5.00,56,0.31,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,7,6.00,58,0.36,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,8,7.00,58,0.30,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,9,8.00,58,0.32,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,10,9.00,54,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,11,10.00,49,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,12,11.00,42,0.22,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,13,12.00,37,0.19,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,14,13.00,30,0.18,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,15,14.00,32,0.14,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,16,15.00,32,0.15,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,17,16.00,27,0.16,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,18,17.00,28,0.13,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,19,18.00,27,0.12,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,20,19.00,10,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,21,19.50,2,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,1,0.00,0,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,2,1.00,41,0.01,
